product_id,product_name,category,material_type,weight_kg,volume_m3,shelf_life_days,packaging_required
P00374,Smartphone,Electronics,Bioplastic (PLA),0.244,0.0011,473,True
P00375,Smartphone,Electronics,Bamboo Fiber,0.239,0.001,558,True
P00376,Smartphone,Electronics,Bioplastic (PLA),0.233,0.0009,178,True
P00377,Smartphone,Electronics,Recycled Cardboard,0.203,0.0017,501,True
P00378,Smartphone,Electronics,Bagasse,0.207,0.0009,268,True
P00379,Smartphone,Electronics,Recycled Cardboard,0.209,0.0015,246,True
P00380,Smartphone,Electronics,Bioplastic (PLA),0.197,0.0009,516,True
P00381,Smartphone,Electronics,Bioplastic (PLA),0.248,0.002,595,True
P00382,Smartphone,Electronics,Recycled Cardboard,0.167,0.001,606,True
P00383,Smartphone,Electronics,Bioplastic (PLA),0.238,0.0005,564,True
P00384,Smartphone,Electronics,Bamboo Fiber,0.228,0.0014,389,True
P00385,Smartphone,Electronics,Bagasse,0.196,0.0007,269,True
P00386,Smartphone,Electronics,Bagasse,0.243,0.0008,399,True
P00387,Smartphone,Electronics,Bamboo Fiber,0.182,0.0012,290,True
P00388,Smartphone,Electronics,Mushroom Mycelium,0.166,0.001,135,True
P00389,Smartphone,Electronics,Recycled Cardboard,0.233,0.0009,164,True
P00390,Smartphone,Electronics,Mushroom Mycelium,0.215,0.002,42,True
P00391,Smartphone,Electronics,Bamboo Fiber,0.228,0.0006,49,True
P00392,Smartphone,Electronics,Mushroom Mycelium,0.243,0.0007,268,True
P00393,Smartphone,Electronics,Bioplastic (PLA),0.235,0.0019,294,True
P00394,Smartphone,Electronics,Mushroom Mycelium,0.183,0.0006,647,True
P00395,Smartphone,Electronics,Bamboo Fiber,0.168,0.0008,104,True
P00396,Smartphone,Electronics,Bamboo Fiber,0.179,0.0018,685,True
P00397,Smartphone,Electronics,Bamboo Fiber,0.201,0.0006,727,True
P00398,Smartphone,Electronics,Recycled Cardboard,0.177,0.0011,582,True
P00399,Smartphone,Electronics,Bamboo Fiber,0.153,0.0017,125,True
P00400,Smartphone,Electronics,Bamboo Fiber,0.243,0.0005,280,True
P00401,Smartphone,Electronics,Bagasse,0.165,0.0016,239,True
P00402,Smartphone,Electronics,Bagasse,0.167,0.0006,381,True
P00403,Smartphone,Electronics,Mushroom Mycelium,0.22,0.0018,224,True
P00404,Smartphone,Electronics,Bamboo Fiber,0.209,0.0011,103,True
P00405,Smartphone,Electronics,Recycled Cardboard,0.189,0.0008,236,True
P00406,Smartphone,Electronics,Bagasse,0.195,0.0011,343,True
P00407,Smartphone,Electronics,Recycled Cardboard,0.239,0.0015,163,True
P00408,Smartphone,Electronics,Mushroom Mycelium,0.196,0.0009,143,True
P00409,Smartphone,Electronics,Bamboo Fiber,0.178,0.0018,70,True
P00410,Smartphone,Electronics,Recycled Cardboard,0.22,0.0017,393,True
P00411,Smartphone,Electronics,Mushroom Mycelium,0.218,0.0013,457,True
P00412,Smartphone,Electronics,Bioplastic (PLA),0.2,0.0018,301,True
P00413,Smartphone,Electronics,Bamboo Fiber,0.193,0.0013,336,True
P00414,Smartphone,Electronics,Mushroom Mycelium,0.218,0.0014,687,True
P00415,Smartphone,Electronics,Bagasse,0.196,0.0008,211,True
P00416,Smartphone,Electronics,Bagasse,0.154,0.0018,561,True
P00417,Smartphone,Electronics,Bamboo Fiber,0.222,0.001,384,True
P00418,Smartphone,Electronics,Mushroom Mycelium,0.233,0.0011,680,True
P00419,Smartphone,Electronics,Recycled Cardboard,0.248,0.0017,362,True
P00420,Smartphone,Electronics,Mushroom Mycelium,0.214,0.0005,314,True
P00421,Smartphone,Electronics,Bamboo Fiber,0.241,0.0013,91,True
P00422,Smartphone,Electronics,Bagasse,0.213,0.0013,158,True
P00423,Smartphone,Electronics,Bamboo Fiber,0.241,0.0017,200,True
P00424,Smartphone,Electronics,Recycled Cardboard,0.222,0.0012,274,True
P00425,Smartphone,Electronics,Mushroom Mycelium,0.225,0.001,45,True
P00426,Smartphone,Electronics,Bioplastic (PLA),0.155,0.0013,56,True
P00427,Smartphone,Electronics,Mushroom Mycelium,0.155,0.0005,598,True
P00428,Smartphone,Electronics,Bagasse,0.234,0.0014,709,True
P00429,Smartphone,Electronics,Mushroom Mycelium,0.188,0.0018,538,True
P00430,Smartphone,Electronics,Recycled Cardboard,0.226,0.0017,352,True
P00431,Smartphone,Electronics,Bagasse,0.243,0.0017,37,True
P00432,Smartphone,Electronics,Mushroom Mycelium,0.244,0.0009,255,True
P00433,Smartphone,Electronics,Mushroom Mycelium,0.202,0.0014,730,True
P00434,Smartphone,Electronics,Bagasse,0.208,0.0014,230,True
P00435,Smartphone,Electronics,Mushroom Mycelium,0.182,0.0017,655,True
P00436,Smartphone,Electronics,Bioplastic (PLA),0.218,0.0019,661,True
P00437,Smartphone,Electronics,Recycled Cardboard,0.208,0.0016,422,True
P00438,Smartphone,Electronics,Mushroom Mycelium,0.223,0.002,133,True
P00439,Smartphone,Electronics,Recycled Cardboard,0.232,0.0017,627,True
P00440,Smartphone,Electronics,Bagasse,0.187,0.0016,421,True
P00441,Smartphone,Electronics,Bamboo Fiber,0.247,0.0017,625,True
P00442,Smartphone,Electronics,Bagasse,0.212,0.0008,345,True
P00443,Smartphone,Electronics,Bamboo Fiber,0.217,0.0017,312,True
P00444,Smartphone,Electronics,Bioplastic (PLA),0.158,0.0006,658,True
P00445,Smartphone,Electronics,Bagasse,0.242,0.0008,103,True
P00446,Smartphone,Electronics,Mushroom Mycelium,0.213,0.0016,163,True
P00447,Smartphone,Electronics,Bagasse,0.178,0.0007,463,True
P00448,Smartphone,Electronics,Bioplastic (PLA),0.19,0.0013,187,True
P00449,Smartphone,Electronics,Bamboo Fiber,0.17,0.0014,367,True
P00450,Smartphone,Electronics,Mushroom Mycelium,0.168,0.0006,551,True
P00451,Smartphone,Electronics,Mushroom Mycelium,0.205,0.0019,31,True
P00452,Smartphone,Electronics,Bioplastic (PLA),0.162,0.0006,403,True
P00453,Smartphone,Electronics,Recycled Cardboard,0.249,0.0017,662,True
P00454,Smartphone,Electronics,Bagasse,0.189,0.0008,351,True
P00455,Smartphone,Electronics,Bamboo Fiber,0.25,0.0017,728,True
P00456,Smartphone,Electronics,Bamboo Fiber,0.241,0.0007,646,True
P00457,Smartphone,Electronics,Bamboo Fiber,0.18,0.001,492,True
P00458,Smartphone,Electronics,Mushroom Mycelium,0.231,0.0008,702,True
P00459,Smartphone,Electronics,Bamboo Fiber,0.223,0.002,199,True
P00460,Smartphone,Electronics,Recycled Cardboard,0.164,0.0016,34,True
P00461,Smartphone,Electronics,Bamboo Fiber,0.212,0.0015,513,True
P00462,Smartphone,Electronics,Bamboo Fiber,0.235,0.0012,396,True
P00463,Smartphone,Electronics,Bamboo Fiber,0.154,0.0018,673,True
P00464,Smartphone,Electronics,Bagasse,0.242,0.0012,63,True
P00465,Smartphone,Electronics,Mushroom Mycelium,0.153,0.0014,638,True
P00466,Smartphone,Electronics,Bagasse,0.18,0.0015,141,True
P00467,Smartphone,Electronics,Recycled Cardboard,0.205,0.0015,128,True
P00468,Smartphone,Electronics,Mushroom Mycelium,0.191,0.0014,708,True
P00469,Smartphone,Electronics,Bamboo Fiber,0.191,0.0006,152,True
P00470,Smartphone,Electronics,Bioplastic (PLA),0.171,0.0011,551,True
P00471,Smartphone,Electronics,Mushroom Mycelium,0.205,0.0005,678,True
P00472,Smartphone,Electronics,Recycled Cardboard,0.162,0.002,342,True
P00473,Smartphone,Electronics,Mushroom Mycelium,0.232,0.0013,575,True
P00474,Smartphone,Electronics,Bagasse,0.231,0.0009,524,True
P00475,Smartphone,Electronics,Mushroom Mycelium,0.208,0.0016,686,True
P00476,Smartphone,Electronics,Bioplastic (PLA),0.207,0.0011,605,True
P00477,Smartphone,Electronics,Bagasse,0.211,0.0017,165,True
P00478,Smartphone,Electronics,Mushroom Mycelium,0.249,0.0014,240,True
P00479,Smartphone,Electronics,Recycled Cardboard,0.155,0.0008,106,True
P00480,Smartphone,Electronics,Recycled Cardboard,0.168,0.0013,118,True
P00481,Smartphone,Electronics,Recycled Cardboard,0.197,0.0018,416,True
P00482,Smartphone,Electronics,Mushroom Mycelium,0.191,0.0012,461,True
P00483,Smartphone,Electronics,Recycled Cardboard,0.241,0.0015,99,True
P00484,Smartphone,Electronics,Bioplastic (PLA),0.213,0.0006,169,True
P00485,Smartphone,Electronics,Bagasse,0.204,0.0015,135,True
P00486,Smartphone,Electronics,Bamboo Fiber,0.245,0.0017,633,True
P00487,Smartphone,Electronics,Recycled Cardboard,0.227,0.0011,311,True
P00488,Smartphone,Electronics,Bagasse,0.239,0.001,488,True
P00489,Smartphone,Electronics,Bamboo Fiber,0.202,0.0017,69,True
P00490,Smartphone,Electronics,Bioplastic (PLA),0.166,0.0018,532,True
P00491,Smartphone,Electronics,Bagasse,0.236,0.0009,488,True
P00492,Smartphone,Electronics,Bagasse,0.246,0.0006,422,True
P00493,Smartphone,Electronics,Bamboo Fiber,0.244,0.0011,707,True
P00494,Smartphone,Electronics,Bioplastic (PLA),0.17,0.0009,496,True
P00495,Smartphone,Electronics,Bioplastic (PLA),0.183,0.0007,377,True
P00496,Smartphone,Electronics,Bamboo Fiber,0.212,0.0011,39,True
P00497,Smartphone,Electronics,Bioplastic (PLA),0.171,0.0009,358,True
P00498,Smartphone,Electronics,Bagasse,0.234,0.0008,249,True
P00499,Smartphone,Electronics,Recycled Cardboard,0.198,0.0015,548,True
P00500,Smartphone,Electronics,Bioplastic (PLA),0.169,0.0012,504,True
P00501,Laptop,Electronics,Bagasse,1.532,0.0056,234,True
P00502,Laptop,Electronics,Bamboo Fiber,2.694,0.0092,129,True
P00503,Laptop,Electronics,Bamboo Fiber,1.592,0.0061,561,True
P00504,Laptop,Electronics,Bamboo Fiber,1.629,0.0063,177,True
P00505,Laptop,Electronics,Bagasse,1.816,0.0052,72,True
P00506,Laptop,Electronics,Bagasse,1.913,0.0097,677,True
P00507,Laptop,Electronics,Bagasse,2.294,0.0062,181,True
P00508,Laptop,Electronics,Recycled Cardboard,1.295,0.0056,642,True
P00509,Laptop,Electronics,Bioplastic (PLA),1.268,0.0079,158,True
P00510,Laptop,Electronics,Bamboo Fiber,1.61,0.0023,714,True
P00511,Laptop,Electronics,Recycled Cardboard,2.425,0.007,230,True
P00512,Laptop,Electronics,Bioplastic (PLA),2.948,0.0042,59,True
P00513,Laptop,Electronics,Bamboo Fiber,1.127,0.003,312,True
P00514,Laptop,Electronics,Bioplastic (PLA),1.345,0.005,557,True
P00515,Laptop,Electronics,Mushroom Mycelium,1.714,0.0091,267,True
P00516,Laptop,Electronics,Bioplastic (PLA),1.749,0.0079,54,True
P00517,Laptop,Electronics,Bagasse,2.886,0.0081,424,True
P00518,Laptop,Electronics,Bioplastic (PLA),2.658,0.0093,344,True
P00519,Laptop,Electronics,Bagasse,1.722,0.0021,202,True
P00520,Laptop,Electronics,Bioplastic (PLA),2.641,0.0056,634,True
P00521,Laptop,Electronics,Recycled Cardboard,1.42,0.0082,98,True
P00522,Laptop,Electronics,Bagasse,1.074,0.0086,674,True
P00523,Laptop,Electronics,Bamboo Fiber,1.251,0.0036,628,True
P00524,Laptop,Electronics,Mushroom Mycelium,1.573,0.0086,521,True
P00525,Laptop,Electronics,Bamboo Fiber,2.776,0.0051,43,True
P00526,Laptop,Electronics,Bamboo Fiber,2.72,0.0074,332,True
P00527,Laptop,Electronics,Bioplastic (PLA),2.074,0.0076,87,True
P00528,Laptop,Electronics,Bioplastic (PLA),1.168,0.0055,346,True
P00529,Laptop,Electronics,Bioplastic (PLA),1.82,0.0049,217,True
P00530,Laptop,Electronics,Recycled Cardboard,1.337,0.0057,30,True
P00531,Laptop,Electronics,Bagasse,1.315,0.0047,597,True
P00532,Laptop,Electronics,Recycled Cardboard,1.596,0.0025,672,True
P00533,Laptop,Electronics,Recycled Cardboard,2.377,0.0053,247,True
P00534,Laptop,Electronics,Bagasse,1.307,0.0087,218,True
P00535,Laptop,Electronics,Bioplastic (PLA),1.849,0.0024,512,True
P00536,Laptop,Electronics,Bamboo Fiber,1.808,0.008,455,True
P00537,Laptop,Electronics,Bioplastic (PLA),1.041,0.009,394,True
P00538,Laptop,Electronics,Recycled Cardboard,1.604,0.0043,685,True
P00539,Laptop,Electronics,Bioplastic (PLA),2.562,0.0038,308,True
P00540,Laptop,Electronics,Bioplastic (PLA),1.251,0.0093,147,True
P00541,Laptop,Electronics,Bagasse,1.358,0.009,638,True
P00542,Laptop,Electronics,Recycled Cardboard,1.394,0.0088,671,True
P00543,Laptop,Electronics,Bamboo Fiber,2.528,0.003,101,True
P00544,Laptop,Electronics,Mushroom Mycelium,1.75,0.0024,610,True
P00545,Laptop,Electronics,Bioplastic (PLA),1.638,0.0063,300,True
P00546,Laptop,Electronics,Recycled Cardboard,2.038,0.0074,427,True
P00547,Laptop,Electronics,Mushroom Mycelium,2.549,0.005,640,True
P00548,Laptop,Electronics,Bamboo Fiber,2.617,0.003,453,True
P00549,Laptop,Electronics,Bioplastic (PLA),1.0,0.0023,615,True
P00550,Laptop,Electronics,Mushroom Mycelium,2.741,0.0045,52,True
P00551,Laptop,Electronics,Bamboo Fiber,2.446,0.0031,730,True
P00552,Laptop,Electronics,Mushroom Mycelium,1.808,0.0072,57,True
P00553,Laptop,Electronics,Bioplastic (PLA),1.771,0.0058,476,True
P00554,Laptop,Electronics,Bagasse,2.039,0.0077,532,True
P00555,Laptop,Electronics,Bagasse,1.789,0.0056,421,True
P00556,Laptop,Electronics,Bamboo Fiber,1.625,0.006,608,True
P00557,Laptop,Electronics,Bamboo Fiber,1.218,0.0095,668,True
P00558,Laptop,Electronics,Bioplastic (PLA),2.612,0.0029,117,True
P00559,Laptop,Electronics,Mushroom Mycelium,1.308,0.003,511,True
P00560,Laptop,Electronics,Mushroom Mycelium,2.978,0.0076,364,True
P00561,Laptop,Electronics,Bagasse,1.378,0.002,518,True
P00562,Laptop,Electronics,Bamboo Fiber,2.031,0.0071,196,True
P00563,Laptop,Electronics,Bagasse,2.961,0.0036,704,True
P00564,Laptop,Electronics,Bioplastic (PLA),2.8,0.0038,614,True
P00565,Laptop,Electronics,Bamboo Fiber,2.067,0.0055,655,True
P00566,Laptop,Electronics,Bamboo Fiber,1.89,0.008,88,True
P00567,Laptop,Electronics,Bagasse,2.951,0.0077,113,True
P00568,Laptop,Electronics,Mushroom Mycelium,1.876,0.0082,727,True
P00569,Laptop,Electronics,Bioplastic (PLA),1.767,0.0059,610,True
P00570,Laptop,Electronics,Recycled Cardboard,2.251,0.01,423,True
P00571,Laptop,Electronics,Bioplastic (PLA),2.849,0.0021,599,True
P00572,Laptop,Electronics,Bagasse,1.819,0.0047,308,True
P00573,Laptop,Electronics,Bamboo Fiber,2.925,0.0026,692,True
P00574,Laptop,Electronics,Bagasse,1.305,0.0093,683,True
P00575,Laptop,Electronics,Bioplastic (PLA),1.551,0.0082,187,True
P00576,Laptop,Electronics,Recycled Cardboard,2.614,0.0063,243,True
P00577,Laptop,Electronics,Bagasse,2.228,0.0047,88,True
P00578,Laptop,Electronics,Bioplastic (PLA),1.725,0.0091,572,True
P00579,Laptop,Electronics,Recycled Cardboard,1.81,0.0094,374,True
P00580,Laptop,Electronics,Bamboo Fiber,2.545,0.0043,210,True
P00581,Laptop,Electronics,Bioplastic (PLA),2.561,0.0057,127,True
P00582,Laptop,Electronics,Bagasse,1.55,0.0029,492,True
P00583,Laptop,Electronics,Bagasse,2.103,0.0052,437,True
P00584,Laptop,Electronics,Bioplastic (PLA),2.194,0.0061,391,True
P00585,Laptop,Electronics,Mushroom Mycelium,1.194,0.0028,327,True
P00586,Laptop,Electronics,Recycled Cardboard,1.493,0.0097,328,True
P00587,Laptop,Electronics,Bagasse,1.273,0.0023,716,True
P00588,Laptop,Electronics,Bamboo Fiber,1.265,0.0066,681,True
P00589,Laptop,Electronics,Bamboo Fiber,1.442,0.0071,169,True
P00590,Laptop,Electronics,Recycled Cardboard,1.828,0.0031,252,True
P00591,Laptop,Electronics,Bioplastic (PLA),2.718,0.0035,236,True
P00592,Laptop,Electronics,Recycled Cardboard,2.019,0.0077,382,True
P00593,Laptop,Electronics,Bamboo Fiber,1.724,0.0068,611,True
P00594,Laptop,Electronics,Bagasse,2.839,0.0066,680,True
P00595,Laptop,Electronics,Bamboo Fiber,2.687,0.0025,459,True
P00596,Laptop,Electronics,Recycled Cardboard,1.491,0.0038,718,True
P00597,Laptop,Electronics,Bagasse,2.546,0.008,48,True
P00598,Laptop,Electronics,Bagasse,1.851,0.0068,373,True
P00599,Laptop,Electronics,Bamboo Fiber,2.577,0.0046,261,True
P00600,Laptop,Electronics,Bamboo Fiber,2.281,0.0051,232,True
P00601,Laptop,Electronics,Bagasse,2.474,0.0039,603,True
P00602,Laptop,Electronics,Mushroom Mycelium,1.929,0.0048,390,True
P00603,Laptop,Electronics,Bagasse,2.164,0.0054,157,True
P00604,Laptop,Electronics,Recycled Cardboard,2.239,0.009,407,True
P00605,Laptop,Electronics,Bamboo Fiber,1.088,0.0072,90,True
P00606,Laptop,Electronics,Mushroom Mycelium,2.706,0.006,338,True
P00607,Laptop,Electronics,Bamboo Fiber,2.612,0.0086,438,True
P00608,Laptop,Electronics,Mushroom Mycelium,1.149,0.008,508,True
P00609,Laptop,Electronics,Bagasse,1.099,0.006,203,True
P00610,Laptop,Electronics,Bioplastic (PLA),1.416,0.0035,502,True
P00611,Laptop,Electronics,Bagasse,1.766,0.003,221,True
P00612,Laptop,Electronics,Recycled Cardboard,2.489,0.0044,317,True
P00613,Laptop,Electronics,Bamboo Fiber,1.246,0.0093,446,True
P00614,Laptop,Electronics,Bamboo Fiber,2.837,0.0094,55,True
P00615,Laptop,Electronics,Mushroom Mycelium,1.535,0.0078,350,True
P00616,Laptop,Electronics,Bioplastic (PLA),1.58,0.0079,509,True
P00617,Laptop,Electronics,Bioplastic (PLA),2.073,0.0056,573,True
P00618,Laptop,Electronics,Bioplastic (PLA),2.296,0.0071,372,True
P00619,Laptop,Electronics,Mushroom Mycelium,1.328,0.0027,611,True
P00620,Laptop,Electronics,Mushroom Mycelium,1.119,0.0032,485,True
P00621,Laptop,Electronics,Recycled Cardboard,2.66,0.0099,586,True
P00622,Laptop,Electronics,Recycled Cardboard,1.849,0.0098,689,True
P00623,Laptop,Electronics,Bagasse,1.102,0.0085,158,True
P00624,Laptop,Electronics,Bagasse,1.978,0.0022,700,True
P00625,Laptop,Electronics,Bamboo Fiber,1.204,0.0086,690,True
P00626,Laptop,Electronics,Recycled Cardboard,2.935,0.0063,570,True
P00627,Laptop,Electronics,Mushroom Mycelium,2.626,0.0047,651,True
P00628,Laptop,Electronics,Mushroom Mycelium,2.497,0.0094,215,True
P00629,Laptop,Electronics,Bioplastic (PLA),2.285,0.0034,596,True
P00630,Laptop,Electronics,Recycled Cardboard,1.087,0.0056,699,True
P00631,Laptop,Electronics,Recycled Cardboard,2.427,0.0051,721,True
P00632,Laptop,Electronics,Recycled Cardboard,1.602,0.0021,152,True
P00633,Laptop,Electronics,Mushroom Mycelium,1.104,0.0023,355,True
P00634,Laptop,Electronics,Bamboo Fiber,2.559,0.0053,455,True
P00635,Laptop,Electronics,Bamboo Fiber,1.7,0.0039,270,True
P00636,Laptop,Electronics,Bamboo Fiber,2.629,0.0041,107,True
P00637,Laptop,Electronics,Bamboo Fiber,2.905,0.0041,261,True
P00638,Laptop,Electronics,Bioplastic (PLA),2.291,0.0035,422,True
P00639,Laptop,Electronics,Bamboo Fiber,1.496,0.005,146,True
P00640,Laptop,Electronics,Bioplastic (PLA),2.857,0.0098,328,True
P00641,Laptop,Electronics,Bioplastic (PLA),1.862,0.0098,540,True
P00642,Laptop,Electronics,Recycled Cardboard,1.021,0.0055,465,True
P00643,Laptop,Electronics,Bioplastic (PLA),1.878,0.0089,308,True
P00644,Laptop,Electronics,Bagasse,1.161,0.0065,530,True
P00645,Laptop,Electronics,Mushroom Mycelium,1.491,0.0055,85,True
P00646,Laptop,Electronics,Mushroom Mycelium,1.817,0.0034,639,True
P00647,Laptop,Electronics,Bagasse,1.596,0.0084,718,True
P00648,Laptop,Electronics,Mushroom Mycelium,2.861,0.0032,257,True
P00649,Laptop,Electronics,Mushroom Mycelium,2.639,0.0099,685,True
P00650,Laptop,Electronics,Mushroom Mycelium,1.686,0.0046,86,True
P00651,Laptop,Electronics,Recycled Cardboard,2.556,0.0092,244,True
P00652,Laptop,Electronics,Mushroom Mycelium,2.149,0.0087,328,True
P00653,Laptop,Electronics,Bioplastic (PLA),2.743,0.0038,395,True
P00654,Laptop,Electronics,Bagasse,1.467,0.0038,281,True
P00655,Laptop,Electronics,Bioplastic (PLA),1.485,0.0092,68,True
P00656,Laptop,Electronics,Bamboo Fiber,2.234,0.0076,725,True
P00657,Laptop,Electronics,Mushroom Mycelium,2.898,0.0032,363,True
P00658,Laptop,Electronics,Recycled Cardboard,2.77,0.0069,675,True
P00659,Laptop,Electronics,Bamboo Fiber,1.343,0.0039,413,True
P00660,Laptop,Electronics,Bioplastic (PLA),1.113,0.0076,709,True
P00661,Laptop,Electronics,Mushroom Mycelium,2.302,0.0051,166,True
P00662,Laptop,Electronics,Recycled Cardboard,2.628,0.0078,669,True
P00663,Laptop,Electronics,Bamboo Fiber,2.082,0.0095,86,True
P00664,Laptop,Electronics,Bioplastic (PLA),2.668,0.0033,520,True
P00665,Laptop,Electronics,Mushroom Mycelium,2.066,0.008,330,True
P00666,Laptop,Electronics,Mushroom Mycelium,2.251,0.0063,45,True
P00667,Laptop,Electronics,Bagasse,2.129,0.0074,189,True
P00668,Laptop,Electronics,Bagasse,1.22,0.0064,208,True
P00669,Laptop,Electronics,Mushroom Mycelium,1.659,0.0064,728,True
P00670,Laptop,Electronics,Recycled Cardboard,2.069,0.0059,223,True
P00671,Laptop,Electronics,Mushroom Mycelium,2.441,0.0069,129,True
P00672,Laptop,Electronics,Bioplastic (PLA),2.039,0.0031,646,True
P00673,Laptop,Electronics,Recycled Cardboard,1.632,0.0044,473,True
P00674,Laptop,Electronics,Recycled Cardboard,2.766,0.0091,290,True
P00675,Laptop,Electronics,Bagasse,2.336,0.0071,526,True
P00676,Laptop,Electronics,Bagasse,1.585,0.0036,35,True
P00677,Laptop,Electronics,Bagasse,2.798,0.0087,62,True
P00678,Laptop,Electronics,Mushroom Mycelium,1.035,0.0057,214,True
P00679,Laptop,Electronics,Bioplastic (PLA),1.197,0.0072,256,True
P00680,Laptop,Electronics,Bagasse,2.288,0.0046,452,True
P00681,Laptop,Electronics,Recycled Cardboard,1.893,0.0026,172,True
P00682,Laptop,Electronics,Bamboo Fiber,2.398,0.0085,583,True
P00683,Laptop,Electronics,Bamboo Fiber,2.357,0.0043,101,True
P00684,Laptop,Electronics,Recycled Cardboard,1.032,0.0072,39,True
P00685,Laptop,Electronics,Bagasse,2.595,0.0099,596,True
P00686,Laptop,Electronics,Bamboo Fiber,2.665,0.005,81,True
P00687,Laptop,Electronics,Bioplastic (PLA),1.623,0.0065,102,True
P00688,Laptop,Electronics,Mushroom Mycelium,1.047,0.0098,403,True
P00689,Laptop,Electronics,Bioplastic (PLA),2.243,0.0036,723,True
