material_id,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,moisture_barrier_grade,cost_per_unit,heat_resistance_c,flexibility_score
M00308,Mushroom Mycelium,25.38,9.39,96.24,0.42,96.95,4,10.44,92,6
M00309,Mushroom Mycelium,17.81,6.91,96.38,0.28,97.56,4,9.68,92,6
M00310,Mushroom Mycelium,22.1,6.97,95.6,0.44,97.05,3,8.96,73,4
M00311,Mushroom Mycelium,13.58,7.79,95.59,0.24,97.59,4,9.81,103,6
M00312,Mushroom Mycelium,20.1,6.47,95.29,0.46,98.25,3,9.81,94,8
M00313,Mushroom Mycelium,18.85,7.13,100.0,0.36,98.54,3,9.28,86,6
M00314,Mushroom Mycelium,22.69,6.15,97.11,0.41,96.0,2,8.97,76,5
M00315,Mushroom Mycelium,19.95,5.23,97.69,0.4,98.41,3,9.54,89,5
M00316,Mushroom Mycelium,28.22,6.78,100.0,0.28,97.08,3,10.22,86,6
M00317,Mushroom Mycelium,16.88,7.98,96.13,0.32,96.7,3,8.29,70,6
M00318,Mushroom Mycelium,20.13,8.59,96.05,0.41,97.17,4,9.26,79,4
M00319,Mushroom Mycelium,21.64,6.55,99.02,0.39,99.59,2,10.36,106,4
M00320,Mushroom Mycelium,23.77,8.54,97.36,0.34,98.93,4,9.98,86,6
M00321,Mushroom Mycelium,17.97,8.33,95.0,0.29,99.9,5,10.1,96,5
M00322,Mushroom Mycelium,18.74,8.1,98.87,0.36,97.84,4,9.22,81,6
M00323,Mushroom Mycelium,20.01,7.5,99.86,0.4,98.92,3,9.45,87,5
M00324,Mushroom Mycelium,22.6,9.17,95.0,0.34,98.91,3,9.96,92,4
M00325,Mushroom Mycelium,21.14,5.05,100.0,0.36,97.96,5,10.06,89,6
M00326,Mushroom Mycelium,21.51,9.08,99.07,0.3,98.92,2,10.15,102,6
M00327,Mushroom Mycelium,23.02,7.29,98.81,0.34,97.77,2,8.7,70,5
M00328,Mushroom Mycelium,20.84,7.53,97.11,0.36,99.09,2,9.78,96,6
M00329,Mushroom Mycelium,19.39,7.49,98.9,0.35,97.37,2,9.74,98,5
M00330,Mushroom Mycelium,13.9,7.86,96.83,0.21,98.87,2,9.09,96,6
M00331,Mushroom Mycelium,16.15,8.46,97.9,0.24,99.56,5,9.82,94,6
M00332,Mushroom Mycelium,25.38,7.21,97.48,0.37,97.58,3,10.39,95,6
M00333,Mushroom Mycelium,20.12,8.32,99.27,0.35,95.0,3,8.61,70,4
M00334,Mushroom Mycelium,25.66,7.02,97.3,0.43,96.97,4,11.42,111,6
M00335,Mushroom Mycelium,18.78,10.0,96.11,0.41,100.0,3,9.18,84,4
M00336,Mushroom Mycelium,17.97,6.21,97.34,0.32,99.93,2,10.15,109,6
M00337,Mushroom Mycelium,25.13,7.77,98.55,0.38,96.43,3,9.86,85,5
M00338,Mushroom Mycelium,12.5,7.91,99.42,0.32,98.19,5,9.45,94,6
M00339,Mushroom Mycelium,13.44,6.34,99.86,0.31,99.32,5,9.49,93,4
M00340,Mushroom Mycelium,22.29,7.06,97.01,0.38,98.74,4,9.78,85,5
M00341,Mushroom Mycelium,15.14,7.69,96.18,0.29,96.44,4,9.01,84,7
M00342,Mushroom Mycelium,21.58,8.5,97.39,0.44,98.62,4,9.71,85,5
M00343,Mushroom Mycelium,20.48,10.0,99.6,0.3,95.71,3,10.1,99,5
M00344,Mushroom Mycelium,22.42,6.24,98.02,0.39,97.12,4,9.74,84,6
M00345,Mushroom Mycelium,16.32,8.1,95.29,0.22,95.3,3,8.83,82,6
M00346,Mushroom Mycelium,19.72,9.05,99.16,0.43,97.82,4,9.67,88,6
M00347,Mushroom Mycelium,20.99,9.34,98.38,0.42,96.63,4,10.2,96,6
M00348,Mushroom Mycelium,10.3,6.95,95.0,0.32,98.06,4,8.73,88,6
M00349,Mushroom Mycelium,23.14,5.0,98.72,0.37,97.6,4,10.16,91,8
M00350,Mushroom Mycelium,26.03,7.45,97.13,0.43,96.19,5,10.8,94,7
M00351,Mushroom Mycelium,22.48,7.43,97.78,0.45,98.21,2,9.35,84,7
M00352,Mushroom Mycelium,20.47,6.03,95.18,0.44,98.06,4,9.9,91,6
M00353,Mushroom Mycelium,20.78,5.09,99.5,0.44,99.03,3,9.58,88,5
M00354,Mushroom Mycelium,21.71,8.17,98.54,0.41,98.04,3,9.32,81,5
M00355,Mushroom Mycelium,14.18,7.39,98.72,0.24,98.49,4,9.92,104,5
M00356,Mushroom Mycelium,19.76,6.37,95.65,0.39,98.22,5,9.63,83,5
M00357,Mushroom Mycelium,24.06,6.49,100.0,0.4,98.64,5,9.86,79,6
M00358,Mushroom Mycelium,19.69,8.84,100.0,0.33,98.22,2,10.62,115,7
M00359,Mushroom Mycelium,16.99,9.13,96.14,0.34,100.0,3,9.1,86,6
M00360,Mushroom Mycelium,16.2,7.61,99.4,0.34,98.7,2,8.42,78,6
M00361,Mushroom Mycelium,18.33,9.86,96.2,0.37,96.87,3,9.43,90,4
M00362,Mushroom Mycelium,15.85,7.25,99.43,0.32,100.0,3,9.88,104,6
M00363,Mushroom Mycelium,18.05,6.5,98.91,0.32,98.13,4,10.01,98,7
M00364,Mushroom Mycelium,22.59,7.29,97.47,0.35,98.11,3,10.46,102,4
M00365,Mushroom Mycelium,19.43,7.8,98.42,0.38,97.78,3,9.54,90,6
M00366,Mushroom Mycelium,18.9,7.08,97.29,0.33,98.84,3,9.34,87,7
M00367,Mushroom Mycelium,21.05,6.78,99.94,0.23,98.99,4,10.41,100,5
M00368,Mushroom Mycelium,20.49,5.0,95.4,0.32,100.0,4,10.2,97,6
M00369,Mushroom Mycelium,14.4,7.81,98.65,0.31,96.47,6,9.89,95,6
M00370,Mushroom Mycelium,11.67,8.49,98.42,0.27,98.31,3,8.47,84,4
M00371,Mushroom Mycelium,15.97,7.32,97.39,0.28,99.04,3,10.35,113,5
M00372,Mushroom Mycelium,20.86,9.32,99.72,0.38,96.19,5,10.29,94,5
M00373,Mushroom Mycelium,21.19,7.76,96.53,0.43,100.0,4,10.52,102,4
M00374,Mushroom Mycelium,23.85,8.23,98.19,0.4,97.49,3,9.78,86,7
M00375,Mushroom Mycelium,18.18,9.66,100.0,0.25,100.0,2,9.12,88,5
M00376,Mushroom Mycelium,17.81,6.52,95.22,0.26,98.6,3,9.98,102,6
M00377,Mushroom Mycelium,20.36,7.97,99.59,0.32,98.01,4,10.09,95,7
M00378,Mushroom Mycelium,25.49,8.67,96.35,0.41,95.9,4,10.2,87,6
M00379,Mushroom Mycelium,18.32,8.77,97.87,0.31,99.99,5,10.08,95,5
M00380,Mushroom Mycelium,14.66,5.64,100.0,0.3,100.0,3,8.42,77,6
M00381,Mushroom Mycelium,30.0,8.29,97.54,0.48,97.33,4,11.85,111,6
M00382,Mushroom Mycelium,21.71,8.28,96.82,0.38,98.45,2,8.82,75,5
M00383,Mushroom Mycelium,17.92,8.59,98.09,0.34,96.98,5,10.19,98,6
M00384,Mushroom Mycelium,23.84,9.53,96.19,0.42,96.44,4,10.98,106,6
M00385,Mushroom Mycelium,17.87,5.0,99.56,0.36,98.08,2,9.44,95,4
M00386,Mushroom Mycelium,22.21,6.6,100.0,0.3,98.77,3,9.67,87,4
M00387,Mushroom Mycelium,13.53,8.83,98.98,0.31,99.17,2,9.0,95,5
M00388,Mushroom Mycelium,19.1,10.0,96.63,0.34,95.74,5,9.56,83,6
M00389,Mushroom Mycelium,10.0,5.72,97.06,0.21,97.94,2,7.5,72,5
M00390,Mushroom Mycelium,22.71,8.93,95.0,0.32,97.61,3,10.62,105,5
M00391,Mushroom Mycelium,18.68,5.27,96.19,0.3,100.0,5,9.77,88,6
M00392,Mushroom Mycelium,25.66,6.96,96.91,0.44,99.94,3,10.62,99,6
M00393,Mushroom Mycelium,17.67,7.12,96.32,0.31,98.93,4,9.17,82,6
M00394,Mushroom Mycelium,20.72,7.65,98.88,0.31,100.0,4,9.72,87,5
M00395,Mushroom Mycelium,19.96,7.0,98.82,0.34,99.53,2,9.6,94,7
M00396,Mushroom Mycelium,21.65,6.1,98.33,0.46,97.94,3,9.06,76,6
M00397,Mushroom Mycelium,20.27,9.0,97.76,0.36,97.6,6,9.98,85,6
M00398,Mushroom Mycelium,12.11,7.96,97.4,0.2,99.92,3,8.61,86,7
M00399,Mushroom Mycelium,22.97,6.3,97.31,0.48,95.24,4,10.15,91,5
M00400,Mushroom Mycelium,19.82,8.35,100.0,0.31,99.52,5,9.78,86,7
M00401,Mushroom Mycelium,25.26,6.99,97.01,0.41,98.67,3,9.48,77,5
M00402,Mushroom Mycelium,21.26,7.95,98.84,0.42,98.62,3,9.18,79,7
M00403,Mushroom Mycelium,13.43,9.03,97.16,0.37,97.69,4,10.19,111,6
M00404,Mushroom Mycelium,19.33,9.67,96.18,0.36,97.15,2,9.18,87,6
M00405,Mushroom Mycelium,23.65,7.32,98.19,0.45,100.0,2,9.87,92,5
M00406,Mushroom Mycelium,22.75,7.04,98.1,0.35,95.6,3,10.33,99,7
M00407,Mushroom Mycelium,19.4,8.03,97.94,0.39,95.0,4,9.64,88,4
M00408,Mushroom Mycelium,14.42,8.44,98.57,0.29,98.58,2,9.14,96,6
M00409,Mushroom Mycelium,26.07,7.21,100.0,0.43,99.98,3,10.61,98,5
M00410,Mushroom Mycelium,18.89,7.87,97.54,0.29,98.53,3,9.09,82,6
M00411,Mushroom Mycelium,20.65,8.62,96.61,0.33,99.56,3,9.96,96,5
M00412,Mushroom Mycelium,30.0,8.32,95.98,0.5,98.85,2,10.75,97,4
M00413,Mushroom Mycelium,20.94,6.92,98.49,0.31,97.11,2,9.34,87,6
M00414,Mushroom Mycelium,20.22,7.88,95.0,0.37,99.5,2,9.87,99,5
M00415,Mushroom Mycelium,23.76,7.54,95.0,0.34,96.59,2,9.33,81,7
M00416,Mushroom Mycelium,19.62,9.78,100.0,0.33,100.0,4,9.16,78,4
M00417,Mushroom Mycelium,23.0,8.06,100.0,0.41,96.66,6,10.8,96,7
M00418,Mushroom Mycelium,21.05,8.34,96.25,0.43,98.36,4,10.11,94,6
M00419,Mushroom Mycelium,24.43,9.34,97.57,0.25,96.94,3,10.29,95,4
M00420,Mushroom Mycelium,20.61,7.22,98.62,0.32,96.69,3,9.41,85,6
M00421,Mushroom Mycelium,16.83,8.13,98.03,0.24,100.0,4,9.48,90,6
M00422,Mushroom Mycelium,19.73,7.93,99.36,0.36,97.18,2,8.62,75,7
M00423,Mushroom Mycelium,17.76,7.71,96.46,0.26,98.38,4,9.28,84,6
M00424,Mushroom Mycelium,26.71,6.81,98.88,0.35,100.0,4,10.57,92,7
M00425,Mushroom Mycelium,22.69,6.66,98.74,0.34,98.68,4,11.22,113,6
M00426,Mushroom Mycelium,17.73,6.35,96.51,0.38,95.54,4,8.77,74,5
M00427,Mushroom Mycelium,11.71,8.46,95.74,0.32,96.85,4,9.17,94,6
M00428,Mushroom Mycelium,18.37,8.4,97.21,0.32,95.38,4,9.44,86,5
M00429,Mushroom Mycelium,19.64,6.96,97.68,0.41,98.34,3,9.66,92,4
M00430,Mushroom Mycelium,20.76,6.46,96.87,0.39,98.5,4,9.58,84,5
M00431,Mushroom Mycelium,16.37,5.42,98.26,0.38,97.42,4,9.24,86,5
M00432,Mushroom Mycelium,16.72,9.06,99.08,0.3,96.85,2,8.77,84,4
M00433,Mushroom Mycelium,14.52,7.73,97.64,0.34,95.5,3,8.3,75,7
M00434,Mushroom Mycelium,16.48,6.28,95.0,0.25,95.42,4,9.25,86,6
M00435,Mushroom Mycelium,19.58,7.11,98.36,0.36,97.23,5,9.86,88,4
M00436,Mushroom Mycelium,12.76,6.06,95.97,0.25,98.04,3,9.13,95,4
M00437,Mushroom Mycelium,20.12,6.72,99.44,0.35,98.98,2,10.66,115,5
M00438,Mushroom Mycelium,26.14,9.02,97.25,0.44,96.69,5,10.91,96,4
M00439,Mushroom Mycelium,21.94,8.58,97.86,0.31,100.0,3,9.94,93,6
M00440,Mushroom Mycelium,17.86,6.81,95.0,0.28,98.8,5,9.79,90,4
M00441,Mushroom Mycelium,21.54,8.06,98.43,0.29,98.36,2,10.1,101,6
M00442,Mushroom Mycelium,18.68,8.4,98.17,0.31,96.05,2,9.32,91,6
M00443,Mushroom Mycelium,15.19,7.34,99.43,0.24,97.92,3,9.67,101,5
M00444,Mushroom Mycelium,16.81,10.0,96.93,0.36,98.47,4,9.18,84,6
M00445,Mushroom Mycelium,22.93,6.15,96.63,0.47,97.96,5,9.84,81,8
M00446,Mushroom Mycelium,19.63,7.72,99.31,0.42,97.55,3,9.76,94,6
M00447,Mushroom Mycelium,19.14,7.21,97.93,0.33,99.68,5,9.71,86,6
M00448,Mushroom Mycelium,20.77,8.72,99.57,0.43,96.18,3,9.73,91,6
M00449,Mushroom Mycelium,20.08,6.67,96.0,0.34,99.1,3,9.41,86,4
M00450,Mushroom Mycelium,16.62,9.74,98.35,0.33,97.23,4,8.76,76,6
M00451,Mushroom Mycelium,23.88,7.52,98.15,0.36,97.52,4,11.04,107,4
M00452,Mushroom Mycelium,25.42,6.55,96.69,0.41,99.76,4,10.79,99,6
M00453,Mushroom Mycelium,15.74,8.22,97.49,0.31,98.24,2,8.22,75,5
M00454,Mushroom Mycelium,16.48,9.1,97.31,0.33,99.07,2,8.55,80,5
M00455,Mushroom Mycelium,26.35,8.74,99.66,0.38,100.0,3,10.38,93,5
M00456,Mushroom Mycelium,22.39,7.04,98.9,0.33,96.31,4,9.14,72,6
M00457,Mushroom Mycelium,14.51,7.75,98.27,0.29,97.19,4,9.45,94,4
M00458,Mushroom Mycelium,21.43,8.36,97.73,0.39,100.0,2,9.24,84,6
M00459,Mushroom Mycelium,22.72,8.58,98.46,0.41,97.5,2,9.57,88,4
M00460,Mushroom Mycelium,22.41,6.5,100.0,0.28,97.02,4,10.39,97,4
M00461,Mushroom Mycelium,15.27,7.03,99.11,0.31,98.74,5,8.83,76,6
M00462,Mushroom Mycelium,15.09,6.17,98.42,0.29,99.06,2,8.06,73,5
M00463,Mushroom Mycelium,28.44,8.55,97.97,0.4,98.32,4,10.64,90,5
M00464,Mushroom Mycelium,25.29,6.19,99.43,0.41,97.84,3,9.48,77,7
M00465,Mushroom Mycelium,18.45,7.94,100.0,0.4,96.29,3,9.35,88,7
M00466,Mushroom Mycelium,24.87,5.02,99.83,0.43,97.47,4,10.34,91,5
M00467,Mushroom Mycelium,22.2,6.02,99.7,0.38,96.58,2,9.97,97,7
M00468,Mushroom Mycelium,22.84,8.25,100.0,0.32,95.0,5,10.63,97,5
M00469,Mushroom Mycelium,22.15,8.22,98.01,0.3,96.7,4,9.07,71,6
M00470,Mushroom Mycelium,26.37,7.63,99.61,0.44,99.76,4,10.44,90,4
M00471,Mushroom Mycelium,14.05,9.94,97.43,0.24,99.49,4,8.36,73,6
M00472,Mushroom Mycelium,23.11,6.06,96.69,0.35,99.61,4,9.41,76,6
M00473,Mushroom Mycelium,16.31,8.04,99.11,0.36,97.68,5,9.38,85,5
M00474,Mushroom Mycelium,20.78,7.77,97.08,0.31,99.85,4,10.08,94,6
M00475,Mushroom Mycelium,18.89,7.57,97.78,0.38,98.97,4,10.04,97,7
M00476,Mushroom Mycelium,18.21,8.43,100.0,0.38,99.07,3,8.72,76,6
M00477,Mushroom Mycelium,19.78,6.33,97.9,0.37,96.51,3,9.78,94,7
M00478,Mushroom Mycelium,28.07,6.27,97.48,0.4,96.56,3,9.56,73,6
M00479,Mushroom Mycelium,15.65,7.06,99.05,0.39,97.01,4,9.02,83,6
M00480,Mushroom Mycelium,19.86,7.15,98.85,0.26,97.27,4,9.44,83,4
M00481,Mushroom Mycelium,20.76,8.72,95.0,0.33,98.2,4,10.63,105,6
M00482,Mushroom Mycelium,24.96,5.78,97.51,0.44,98.52,3,10.6,100,5
M00483,Mushroom Mycelium,22.35,8.73,99.85,0.4,97.96,5,9.84,82,5
M00484,Mushroom Mycelium,22.58,5.93,97.8,0.3,96.19,3,8.86,70,6
M00485,Mushroom Mycelium,15.82,7.34,98.0,0.22,100.0,4,9.18,86,6
M00486,Mushroom Mycelium,18.21,6.33,98.29,0.31,95.0,4,9.57,89,6
M00487,Mushroom Mycelium,16.33,7.88,100.0,0.37,98.11,5,9.98,97,8
M00488,Mushroom Mycelium,18.34,6.83,98.95,0.34,95.93,3,8.68,75,6
M00489,Mushroom Mycelium,14.69,7.26,96.47,0.38,98.68,2,9.92,111,7
M00490,Mushroom Mycelium,21.28,6.08,99.64,0.33,96.31,4,10.58,103,7
M00491,Mushroom Mycelium,21.95,5.52,95.38,0.43,99.25,4,10.15,93,7
M00492,Mushroom Mycelium,21.48,7.68,99.74,0.3,97.0,3,8.75,70,6
M00493,Mushroom Mycelium,24.64,8.56,96.74,0.36,97.48,3,10.21,93,6
M00494,Mushroom Mycelium,20.38,7.79,98.96,0.39,95.38,3,9.24,82,6
M00495,Mushroom Mycelium,22.87,7.4,96.53,0.33,100.0,2,9.29,82,6
M00496,Mushroom Mycelium,28.44,6.68,98.62,0.39,96.77,3,9.64,74,6
M00497,Mushroom Mycelium,14.92,7.71,96.12,0.29,98.29,4,9.14,87,5
M00498,Mushroom Mycelium,19.54,5.0,98.45,0.39,98.22,3,9.65,92,4
M00499,Mushroom Mycelium,14.35,7.56,97.55,0.26,98.27,3,8.34,76,5
M00500,Mushroom Mycelium,22.52,5.63,98.4,0.49,100.0,3,9.25,78,5
M00501,Mushroom Mycelium,20.62,8.29,95.79,0.39,97.32,3,9.46,86,6
M00502,Mushroom Mycelium,19.04,7.62,98.45,0.33,97.41,2,10.15,107,6
M00503,Mushroom Mycelium,19.6,8.22,95.89,0.26,98.58,4,8.76,70,6
M00504,Mushroom Mycelium,22.44,8.5,97.16,0.37,100.0,5,10.59,97,4
M00505,Mushroom Mycelium,25.51,9.27,96.48,0.44,96.95,5,10.9,97,5
M00506,Mushroom Mycelium,20.58,5.0,98.2,0.39,98.61,3,9.76,92,5
M00507,Mushroom Mycelium,21.12,5.94,98.08,0.39,100.0,5,9.86,85,6
M00508,Mushroom Mycelium,20.67,6.93,97.07,0.4,97.49,4,9.27,78,5
M00509,Mushroom Mycelium,15.91,9.38,98.56,0.36,98.89,4,9.49,92,4
M00510,Mushroom Mycelium,10.62,6.36,98.45,0.2,97.0,2,8.31,87,8
M00511,Mushroom Mycelium,23.37,6.05,96.84,0.35,99.69,3,9.59,83,7
M00512,Mushroom Mycelium,22.72,6.93,96.94,0.42,97.08,4,10.27,94,4
M00513,Mushroom Mycelium,19.1,7.09,99.18,0.37,97.42,3,9.51,90,5
M00514,Mushroom Mycelium,24.45,7.36,97.73,0.42,99.73,3,9.85,86,6
M00515,Mushroom Mycelium,20.26,7.17,98.24,0.33,97.76,4,9.63,86,5
M00516,Mushroom Mycelium,20.24,9.82,97.73,0.31,100.0,4,9.77,89,5
M00517,Mushroom Mycelium,19.97,8.45,96.16,0.32,97.7,4,10.15,97,5
M00518,Mushroom Mycelium,18.22,6.1,98.08,0.32,97.87,2,8.67,79,5
M00519,Mushroom Mycelium,18.87,7.49,97.07,0.41,97.42,5,9.79,88,4
M00520,Mushroom Mycelium,18.39,6.67,96.76,0.24,97.11,5,8.84,70,6
M00521,Mushroom Mycelium,14.2,8.06,99.62,0.24,97.86,2,9.17,97,6
M00522,Mushroom Mycelium,17.47,6.52,97.64,0.29,99.24,3,8.85,80,5
M00523,Mushroom Mycelium,16.12,6.88,99.75,0.3,98.26,3,9.31,92,6
M00524,Mushroom Mycelium,23.53,6.47,100.0,0.42,96.58,5,10.65,96,6
M00525,Mushroom Mycelium,23.58,5.0,99.73,0.34,100.0,5,10.36,90,6
M00526,Mushroom Mycelium,15.84,6.78,99.36,0.35,97.61,3,8.68,80,7
M00527,Mushroom Mycelium,21.47,6.72,97.4,0.35,100.0,4,10.35,98,7
M00528,Mushroom Mycelium,22.7,8.58,98.34,0.46,98.81,4,11.12,111,7
M00529,Mushroom Mycelium,28.12,7.56,96.23,0.5,96.48,2,10.36,93,6
M00530,Mushroom Mycelium,16.29,5.19,97.02,0.3,98.12,5,8.63,70,4
M00531,Mushroom Mycelium,24.41,5.89,96.5,0.38,98.44,5,11.49,111,6
M00532,Mushroom Mycelium,17.59,7.51,100.0,0.34,100.0,3,9.16,86,7
M00533,Mushroom Mycelium,19.97,7.12,98.83,0.34,98.31,3,9.0,78,6
M00534,Mushroom Mycelium,19.41,6.74,97.27,0.4,97.68,2,9.89,101,5
M00535,Mushroom Mycelium,18.58,9.52,97.62,0.35,98.4,4,9.71,91,7
M00536,Mushroom Mycelium,25.36,6.41,95.31,0.3,97.86,3,9.64,80,4
M00537,Mushroom Mycelium,23.61,10.0,98.33,0.3,97.08,5,11.26,108,5
M00538,Mushroom Mycelium,17.0,6.6,98.41,0.26,98.13,3,9.55,95,6
M00539,Mushroom Mycelium,19.73,8.63,99.64,0.37,98.59,5,8.97,70,4
M00540,Mushroom Mycelium,20.47,7.11,100.0,0.36,97.87,3,9.6,89,5
M00541,Mushroom Mycelium,20.77,8.98,97.24,0.39,97.69,5,9.78,84,6
M00542,Mushroom Mycelium,22.38,7.31,98.28,0.3,97.19,3,9.39,81,6
M00543,Mushroom Mycelium,17.06,7.99,98.38,0.34,100.0,2,8.91,86,7
M00544,Mushroom Mycelium,15.46,6.33,100.0,0.28,95.0,4,9.6,95,6
M00545,Mushroom Mycelium,20.23,8.62,98.13,0.28,99.39,3,9.57,89,7
M00546,Mushroom Mycelium,18.98,7.73,96.66,0.31,97.05,3,10.0,100,5
M00547,Mushroom Mycelium,11.66,6.45,98.66,0.3,98.32,4,8.87,88,4
M00548,Mushroom Mycelium,24.26,6.98,96.91,0.42,98.82,3,9.98,89,7
M00549,Mushroom Mycelium,14.8,8.57,96.17,0.32,97.23,2,8.98,92,5
M00550,Mushroom Mycelium,21.07,5.96,98.97,0.39,96.14,4,9.96,91,7
M00551,Mushroom Mycelium,20.42,6.78,100.0,0.31,95.78,3,10.54,108,4
M00552,Mushroom Mycelium,24.49,8.19,97.6,0.28,97.85,4,10.3,91,6
M00553,Mushroom Mycelium,18.24,8.58,96.84,0.27,98.91,3,9.02,82,6
M00554,Mushroom Mycelium,23.49,7.89,98.59,0.39,96.87,5,10.2,87,6
M00555,Mushroom Mycelium,17.82,5.91,100.0,0.35,96.94,4,9.28,84,5
M00556,Mushroom Mycelium,19.35,7.4,98.85,0.31,97.35,5,9.54,82,5
M00557,Mushroom Mycelium,21.54,8.53,99.46,0.31,100.0,4,10.35,98,6
M00558,Mushroom Mycelium,15.51,6.32,99.56,0.4,97.24,3,9.1,89,6
M00559,Mushroom Mycelium,21.85,8.02,99.62,0.36,98.23,4,9.64,83,6
M00560,Mushroom Mycelium,19.57,9.04,98.46,0.28,97.36,5,10.11,93,5
M00561,Mushroom Mycelium,21.96,7.86,100.0,0.4,99.24,3,9.1,76,5
M00562,Mushroom Mycelium,29.42,5.32,97.19,0.5,97.11,4,10.84,92,4
M00563,Mushroom Mycelium,25.13,8.85,98.38,0.5,99.76,4,10.31,90,4
M00564,Mushroom Mycelium,24.81,8.09,98.37,0.4,99.51,2,10.18,96,7
M00565,Mushroom Mycelium,18.05,7.84,99.88,0.34,96.78,3,10.46,111,7
M00566,Mushroom Mycelium,23.01,6.66,97.05,0.39,95.72,5,10.95,103,6
M00567,Mushroom Mycelium,12.07,7.96,98.16,0.27,98.97,6,9.56,93,7
M00568,Mushroom Mycelium,17.1,7.93,98.54,0.32,99.32,4,8.86,77,6
M00569,Mushroom Mycelium,19.37,7.29,95.11,0.35,97.47,2,9.14,86,5
M00570,Mushroom Mycelium,11.99,5.7,98.13,0.32,99.62,4,8.5,80,7
M00571,Mushroom Mycelium,15.76,6.32,99.31,0.33,100.0,4,8.93,81,5
M00572,Mushroom Mycelium,18.86,6.93,95.14,0.3,98.73,4,9.54,87,5
M00573,Mushroom Mycelium,28.21,7.42,97.9,0.48,96.19,6,11.57,101,5
M00574,Mushroom Mycelium,18.74,8.85,99.14,0.39,97.83,4,9.47,86,5
M00575,Mushroom Mycelium,17.98,7.72,97.46,0.35,97.75,3,9.6,94,5
M00576,Mushroom Mycelium,18.41,5.02,97.73,0.36,97.76,3,9.49,91,6
M00577,Mushroom Mycelium,17.17,7.03,98.58,0.34,97.41,5,10.02,96,6
M00578,Mushroom Mycelium,27.52,5.73,96.25,0.29,99.82,3,10.4,91,5
M00579,Mushroom Mycelium,25.82,7.44,95.68,0.41,97.12,2,9.98,90,7
M00580,Mushroom Mycelium,22.81,6.84,100.0,0.47,98.23,4,9.98,88,4
M00581,Mushroom Mycelium,14.97,6.94,96.82,0.32,96.8,3,9.2,92,5
M00582,Mushroom Mycelium,26.87,6.31,96.5,0.45,98.49,3,9.79,80,5
M00583,Mushroom Mycelium,24.92,7.55,98.21,0.43,98.4,5,10.59,92,4
M00584,Mushroom Mycelium,27.68,6.79,96.88,0.43,99.02,4,10.42,87,7
M00585,Mushroom Mycelium,18.94,7.9,99.38,0.31,100.0,3,10.09,102,5
M00586,Mushroom Mycelium,17.11,8.35,97.57,0.28,97.53,3,8.61,76,5
M00587,Mushroom Mycelium,23.18,7.99,99.02,0.38,97.23,2,9.32,82,4
M00588,Mushroom Mycelium,19.66,8.66,97.61,0.34,98.57,4,10.17,98,8
M00589,Mushroom Mycelium,19.02,7.09,100.0,0.38,98.09,4,9.9,94,7
M00590,Mushroom Mycelium,20.06,8.97,98.25,0.25,99.91,4,9.91,92,5
M00591,Mushroom Mycelium,19.26,8.44,97.14,0.34,99.78,2,8.93,82,6
M00592,Mushroom Mycelium,28.99,8.29,96.86,0.4,97.93,6,11.05,89,6
M00593,Mushroom Mycelium,28.61,6.49,97.55,0.35,98.64,3,10.16,84,5
M00594,Mushroom Mycelium,20.67,8.3,98.59,0.3,99.57,4,9.77,88,6
M00595,Mushroom Mycelium,21.39,8.28,98.67,0.43,98.98,3,10.54,106,7
M00596,Mushroom Mycelium,17.97,10.0,97.29,0.36,96.42,4,9.8,94,5
M00597,Mushroom Mycelium,21.53,7.77,95.77,0.36,99.95,4,9.65,84,4
M00598,Mushroom Mycelium,23.91,8.22,99.82,0.34,100.0,3,10.09,92,5
M00599,Mushroom Mycelium,14.25,8.15,97.04,0.34,96.96,5,9.18,85,6
M00600,Mushroom Mycelium,26.03,5.7,95.76,0.46,97.95,3,10.4,94,5
M00601,Mushroom Mycelium,23.29,7.87,97.89,0.42,97.42,5,10.23,88,5
M00602,Mushroom Mycelium,18.59,7.46,96.54,0.3,99.12,3,9.71,95,4
M00603,Mushroom Mycelium,26.03,8.03,97.24,0.39,98.7,3,10.05,87,5
M00604,Mushroom Mycelium,17.52,10.0,97.85,0.4,99.05,4,9.3,85,5
M00605,Mushroom Mycelium,23.05,9.26,100.0,0.4,98.21,6,10.95,99,7
M00606,Mushroom Mycelium,17.08,7.26,97.46,0.35,97.36,4,9.86,97,4
M00607,Mushroom Mycelium,21.49,9.99,98.38,0.32,96.16,3,9.8,91,7
M00608,Mushroom Mycelium,12.99,7.64,97.48,0.23,96.11,3,8.0,72,7
M00609,Mushroom Mycelium,19.88,6.44,96.97,0.46,98.82,4,10.49,104,6
M00610,Mushroom Mycelium,15.39,6.99,99.12,0.36,99.03,4,9.24,88,4
M00611,Mushroom Mycelium,24.94,9.67,99.25,0.36,96.48,3,10.74,103,4
M00612,Mushroom Mycelium,21.56,6.99,96.72,0.37,97.44,4,10.06,92,4
M00613,Mushroom Mycelium,20.42,8.24,97.12,0.29,98.42,4,10.74,108,6
M00614,Mushroom Mycelium,16.08,7.25,98.26,0.4,97.62,4,9.61,94,6
M00615,Mushroom Mycelium,14.27,8.92,98.85,0.33,99.08,3,9.53,100,5
M00616,Mushroom Mycelium,14.28,7.94,100.0,0.29,99.36,3,8.63,82,6
