material_id,material_name,material_type,recommended_product_category,max_weight_capacity_kg,moisture_resistance_level,suitable_for_fragile,suitable_for_liquid,suitable_for_moisture_sensitive,suitable_for_temperature_sensitive,recyclable_percent,biodegradable_days,co2_per_kg,cost_per_kg_inr,suitability_score,strength_rating_per_kg
797,Recycled Paper Variant 130-2,Recycled Paper,Industrial Goods,18.9,5,True,True,True,False,71,100,1.314,51.82,0.558,4.2
798,Recycled Paper Variant 130-3,Recycled Paper,Electronics,2.4,2,True,False,True,False,71,300,0.933,98.8,0.493,1.2
799,Recycled Paper Variant 130-4,Recycled Paper,Apparel & Fashion,42.1,1,False,True,False,False,95,162,1.601,53.71,0.698,8.4
800,Recycled Paper Variant 130-5,Recycled Paper,Apparel & Fashion,32.5,5,False,True,False,False,94,81,1.119,104.81,0.657,6.8
801,Recycled Paper Variant 130-6,Recycled Paper,Pharmaceuticals,41.4,5,True,False,True,False,96,127,1.474,42.13,0.716,8.3
802,Recycled Paper Variant 130-7,Recycled Paper,Home & Living,17.7,4,True,False,False,False,84,184,1.438,104.29,0.541,3.4
803,Recycled Paper Variant 130-8,Recycled Paper,Food & Beverages,21.9,1,False,False,True,True,81,136,1.199,91.5,0.582,4.9
804,Recycled Paper Variant 131-1,Recycled Paper,Electronics,32.8,2,False,True,False,True,91,332,1.571,76.69,0.617,5.7
805,Recycled Paper Variant 131-2,Recycled Paper,Home & Living,28.4,4,True,False,True,False,74,93,1.439,84.73,0.567,5.7
806,Recycled Paper Variant 131-3,Recycled Paper,Pharmaceuticals,8.9,5,False,True,True,True,92,328,1.725,47.21,0.574,2.6
807,Recycled Paper Variant 131-4,Recycled Paper,Cosmetics & Beauty,30.3,3,False,True,False,False,93,255,1.242,104.64,0.635,6.2
808,Recycled Paper Variant 131-5,Recycled Paper,Home & Living,3.0,4,False,True,False,False,75,305,1.683,107.69,0.453,1.0
809,Paper Cushioning Variant 132-1,Paper Cushioning,Apparel & Fashion,8.1,5,False,True,False,True,95,85,1.783,81.34,0.563,3.0
810,Paper Cushioning Variant 132-2,Paper Cushioning,Pharmaceuticals,3.0,1,True,False,False,True,94,354,1.774,115.54,0.503,1.0
811,Paper Cushioning Variant 132-3,Paper Cushioning,Home & Living,37.1,2,True,False,True,False,81,211,1.741,99.26,0.603,7.5
812,Paper Cushioning Variant 132-4,Paper Cushioning,Cosmetics & Beauty,36.4,1,False,False,False,False,64,177,1.071,118.39,0.538,5.5
813,Paper Cushioning Variant 132-5,Paper Cushioning,Cosmetics & Beauty,22.2,2,True,False,False,True,82,209,1.492,70.26,0.59,5.3
814,Paper Cushioning Variant 132-6,Paper Cushioning,Cosmetics & Beauty,16.9,2,True,True,False,False,65,128,1.119,79.45,0.514,3.3
815,Paper Cushioning Variant 132-7,Paper Cushioning,Food & Beverages,40.3,3,True,False,False,False,61,312,1.589,77.43,0.588,8.8
816,Paper Cushioning Variant 132-8,Paper Cushioning,Pharmaceuticals,20.3,5,False,False,False,False,76,76,1.628,82.81,0.574,6.1
817,Air Cushion Film Variant 133-1,Air Cushion Film,Food & Beverages,13.4,4,False,False,True,False,87,760,1.511,85.33,0.514,1.3
818,Air Cushion Film Variant 133-2,Air Cushion Film,Home & Living,21.6,1,True,False,False,True,63,733,2.923,219.11,0.448,6.0
819,Air Cushion Film Variant 133-3,Air Cushion Film,Home & Living,33.1,5,True,True,False,True,46,879,1.831,164.41,0.448,6.4
820,Air Cushion Film Variant 133-4,Air Cushion Film,Electronics,18.1,5,True,True,False,True,72,452,1.6,126.57,0.502,4.1
821,Air Cushion Film Variant 133-5,Air Cushion Film,Home & Living,40.1,5,True,False,False,True,85,806,1.932,118.57,0.633,9.2
822,Air Cushion Film Variant 133-6,Air Cushion Film,Industrial Goods,41.8,4,True,False,False,False,56,427,3.88,205.59,0.483,9.4
823,Air Cushion Film Variant 133-7,Air Cushion Film,Electronics,29.0,4,False,False,False,True,48,918,3.727,179.11,0.435,7.8
824,LDPE Plastic Film Variant 134-1,LDPE Plastic Film,Food & Beverages,4.2,3,False,False,True,False,15,-1,2.319,235.45,0.215,1.0
825,LDPE Plastic Film Variant 134-2,LDPE Plastic Film,Industrial Goods,29.9,1,True,False,False,False,36,-1,3.19,217.89,0.307,3.2
826,LDPE Plastic Film Variant 134-3,LDPE Plastic Film,Electronics,46.5,3,False,True,True,True,36,-1,2.837,210.39,0.451,10.0
827,LDPE Plastic Film Variant 134-4,LDPE Plastic Film,Apparel & Fashion,35.2,4,True,False,False,False,49,-1,3.792,164.29,0.413,6.4
828,LDPE Plastic Film Variant 134-5,LDPE Plastic Film,Apparel & Fashion,11.6,3,False,True,False,True,32,-1,3.087,223.56,0.257,1.3
829,HDPE Plastic Variant 135-1,HDPE Plastic,Electronics,9.8,1,True,True,True,True,14,-1,2.562,221.35,0.208,1.0
830,HDPE Plastic Variant 135-2,HDPE Plastic,Apparel & Fashion,40.7,4,True,False,True,True,38,-1,4.063,182.14,0.384,7.0
831,HDPE Plastic Variant 135-3,HDPE Plastic,Electronics,46.8,1,False,False,False,False,55,-1,3.434,174.77,0.493,9.4
832,HDPE Plastic Variant 135-4,HDPE Plastic,Cosmetics & Beauty,33.8,5,False,False,False,True,45,-1,2.647,226.59,0.382,5.2
833,HDPE Plastic Variant 135-5,HDPE Plastic,Cosmetics & Beauty,4.1,2,True,False,True,True,10,-1,3.388,158.86,0.218,2.1
834,HDPE Plastic Variant 135-6,HDPE Plastic,Industrial Goods,40.4,1,False,True,True,False,25,-1,3.072,198.6,0.358,7.1
835,HDPE Plastic Variant 135-7,HDPE Plastic,Home & Living,47.2,3,True,True,False,False,38,-1,2.923,122.04,0.463,9.1
836,HDPE Plastic Variant 135-8,HDPE Plastic,Cosmetics & Beauty,9.5,2,False,True,False,False,18,-1,2.146,221.88,0.279,3.4
837,EPS Foam Variant 136-1,EPS Foam,Apparel & Fashion,37.9,1,True,True,False,False,35,-1,4.364,130.17,0.412,8.2
838,EPS Foam Variant 136-2,EPS Foam,Food & Beverages,9.0,2,False,False,False,False,33,-1,2.208,126.5,0.307,1.3
839,EPS Foam Variant 136-3,EPS Foam,Industrial Goods,40.6,5,False,False,False,True,52,-1,4.768,205.01,0.434,8.0
840,EPS Foam Variant 136-4,EPS Foam,Food & Beverages,2.4,3,True,False,True,False,16,-1,2.798,238.62,0.206,1.0
841,Glass Jar Variant 137-1,Glass Jar,Industrial Goods,27.9,5,False,False,True,False,96,-1,2.553,75.48,0.616,6.5
842,Glass Jar Variant 137-2,Glass Jar,Apparel & Fashion,9.8,3,False,True,True,False,96,-1,1.898,124.18,0.505,1.2
843,Glass Jar Variant 137-3,Glass Jar,Food & Beverages,8.7,1,True,True,True,False,85,-1,1.516,160.1,0.511,3.0
844,Glass Jar Variant 137-4,Glass Jar,Pharmaceuticals,31.2,1,False,True,False,False,95,-1,3.157,111.89,0.59,6.9
845,Air Cushion Film Variant 138-1,Air Cushion Film,Cosmetics & Beauty,10.3,1,False,False,True,False,83,995,2.157,157.57,0.446,1.2
846,Air Cushion Film Variant 138-2,Air Cushion Film,Electronics,4.4,4,True,False,False,True,43,359,3.663,214.76,0.285,1.4
847,Air Cushion Film Variant 138-3,Air Cushion Film,Home & Living,22.5,4,True,False,False,True,33,503,1.776,157.8,0.363,3.9
848,Air Cushion Film Variant 138-4,Air Cushion Film,Apparel & Fashion,36.4,5,False,True,False,False,62,682,2.782,133.69,0.537,9.3
849,Air Cushion Film Variant 138-5,Air Cushion Film,Industrial Goods,20.4,1,True,True,True,True,64,617,1.017,186.04,0.517,5.3
850,PET Plastic Variant 139-1,PET Plastic,Pharmaceuticals,5.9,4,False,True,True,True,14,-1,2.524,193.42,0.227,1.6
851,PET Plastic Variant 139-2,PET Plastic,Apparel & Fashion,23.8,5,True,False,False,False,52,-1,2.19,185.17,0.402,4.1
852,PET Plastic Variant 139-3,PET Plastic,Electronics,31.6,3,True,False,True,True,51,-1,4.415,178.5,0.41,6.5
853,PET Plastic Variant 139-4,PET Plastic,Electronics,14.9,2,True,False,True,False,44,-1,2.052,136.11,0.371,2.8
854,PET Plastic Variant 139-5,PET Plastic,Apparel & Fashion,33.9,1,True,False,True,True,37,-1,2.835,175.05,0.41,7.4
855,PET Plastic Variant 139-6,PET Plastic,Pharmaceuticals,8.1,2,True,False,True,False,11,-1,3.606,139.75,0.23,2.4
856,EPS Foam Variant 140-1,EPS Foam,Industrial Goods,25.9,2,False,False,True,False,30,-1,4.13,205.96,0.344,6.5
857,EPS Foam Variant 140-2,EPS Foam,Pharmaceuticals,22.5,4,True,False,False,True,27,-1,2.757,140.5,0.304,3.0
858,EPS Foam Variant 140-3,EPS Foam,Home & Living,47.7,3,True,True,False,False,33,-1,3.365,186.4,0.406,8.4
859,EPS Foam Variant 140-4,EPS Foam,Food & Beverages,33.3,2,True,False,True,True,19,-1,3.196,151.45,0.34,6.6
860,EPS Foam Variant 140-5,EPS Foam,Cosmetics & Beauty,38.9,5,True,False,True,False,13,-1,2.616,184.16,0.3,5.4
861,EPS Foam Variant 140-6,EPS Foam,Electronics,35.3,5,False,True,False,False,33,-1,3.326,144.76,0.4,7.5
862,EPS Foam Variant 140-7,EPS Foam,Cosmetics & Beauty,20.1,5,True,False,False,False,26,-1,3.156,126.19,0.323,4.2
863,EPS Foam Variant 140-8,EPS Foam,Industrial Goods,35.1,2,False,True,True,False,59,-1,2.579,222.92,0.463,7.0
864,EPS Foam Variant 141-1,EPS Foam,Food & Beverages,5.6,2,False,False,False,False,46,-1,2.486,157.35,0.322,1.0
865,EPS Foam Variant 141-2,EPS Foam,Home & Living,12.0,5,False,True,False,False,18,-1,2.788,153.15,0.258,2.3
866,EPS Foam Variant 141-3,EPS Foam,Home & Living,16.0,2,True,True,False,False,28,-1,4.057,186.96,0.283,3.5
867,EPS Foam Variant 141-4,EPS Foam,Cosmetics & Beauty,21.8,4,False,False,True,False,26,-1,4.743,129.71,0.307,4.5
868,EPS Foam Variant 141-5,EPS Foam,Cosmetics & Beauty,48.2,2,True,True,True,False,58,-1,3.979,134.22,0.472,7.6
869,EPS Foam Variant 141-6,EPS Foam,Electronics,38.6,2,False,True,False,False,20,-1,3.506,238.51,0.352,8.3
870,EPS Foam Variant 141-7,EPS Foam,Home & Living,47.1,2,True,True,True,False,49,-1,3.437,139.08,0.498,10.0
871,Paperboard Variant 142-1,Paperboard,Industrial Goods,37.0,4,False,False,True,False,64,311,1.045,105.68,0.57,6.7
872,Paperboard Variant 142-2,Paperboard,Food & Beverages,7.2,4,True,False,True,False,78,77,1.412,98.13,0.505,2.3
873,Paperboard Variant 142-3,Paperboard,Home & Living,20.4,4,True,False,False,False,72,258,1.577,107.31,0.537,5.4
874,Paperboard Variant 142-4,Paperboard,Food & Beverages,39.2,3,True,True,True,False,75,68,1.91,86.04,0.57,6.7
875,Paperboard Variant 142-5,Paperboard,Electronics,48.6,1,False,True,False,True,67,172,1.011,67.1,0.648,8.9
876,Paperboard Variant 142-6,Paperboard,Electronics,39.9,2,False,False,True,False,76,168,0.915,44.18,0.701,8.9
877,Paperboard Variant 142-7,Paperboard,Apparel & Fashion,32.7,1,True,True,False,True,97,60,1.193,114.72,0.653,6.6
878,Air Cushion Film Variant 143-1,Air Cushion Film,Electronics,12.6,1,True,True,False,False,39,826,3.959,186.29,0.267,1.0
879,Air Cushion Film Variant 143-2,Air Cushion Film,Pharmaceuticals,6.5,2,True,False,False,False,33,407,3.165,190.27,0.26,1.0
880,Air Cushion Film Variant 143-3,Air Cushion Film,Industrial Goods,24.3,3,False,False,False,True,30,931,1.748,82.06,0.453,7.2
881,Air Cushion Film Variant 143-4,Air Cushion Film,Pharmaceuticals,30.6,5,True,True,False,True,71,680,3.37,195.7,0.463,5.7
882,Air Cushion Film Variant 143-5,Air Cushion Film,Food & Beverages,5.2,3,True,True,False,False,41,250,3.849,222.55,0.295,2.4
883,Air Cushion Film Variant 143-6,Air Cushion Film,Home & Living,24.7,5,True,False,True,False,66,699,1.864,85.87,0.526,5.8
884,Air Cushion Film Variant 143-7,Air Cushion Film,Electronics,11.1,1,True,True,False,True,54,911,3.162,143.28,0.386,3.5
885,Air Cushion Film Variant 143-8,Air Cushion Film,Pharmaceuticals,21.7,2,False,False,True,False,68,242,1.646,173.93,0.448,2.9
886,HDPE Plastic Variant 144-1,HDPE Plastic,Home & Living,49.5,3,False,False,True,False,18,-1,4.156,135.24,0.379,9.1
887,HDPE Plastic Variant 144-2,HDPE Plastic,Industrial Goods,21.3,3,True,False,True,False,29,-1,2.046,159.21,0.353,4.5
888,HDPE Plastic Variant 144-3,HDPE Plastic,Cosmetics & Beauty,38.0,1,True,True,False,True,24,-1,2.695,169.43,0.393,8.3
889,HDPE Plastic Variant 144-4,HDPE Plastic,Food & Beverages,30.6,5,False,True,False,False,45,-1,2.258,231.72,0.431,7.2
890,HDPE Plastic Variant 144-5,HDPE Plastic,Apparel & Fashion,1.2,2,True,False,False,False,26,-1,2.199,131.83,0.278,1.0
891,HDPE Plastic Variant 144-6,HDPE Plastic,Home & Living,4.9,4,True,True,True,False,35,-1,2.884,184.84,0.284,1.6
892,HDPE Plastic Variant 144-7,HDPE Plastic,Cosmetics & Beauty,22.7,3,False,False,False,True,54,-1,3.925,225.87,0.318,1.7
893,Wooden Crate Variant 145-1,Wooden Crate,Cosmetics & Beauty,1.0,4,False,False,True,False,49,533,2.66,138.24,0.333,1.0
894,Wooden Crate Variant 145-2,Wooden Crate,Food & Beverages,32.1,4,False,False,False,False,83,867,1.958,106.4,0.561,5.7
895,Wooden Crate Variant 145-3,Wooden Crate,Cosmetics & Beauty,16.9,1,False,False,False,False,86,997,1.5,132.26,0.526,3.1
896,Wooden Crate Variant 145-4,Wooden Crate,Food & Beverages,37.4,2,True,False,False,False,38,793,2.526,157.26,0.431,7.7
897,EPE Foam Variant 146-1,EPE Foam,Pharmaceuticals,44.4,4,False,False,True,False,30,-1,3.812,245.59,0.41,10.0
898,EPE Foam Variant 146-2,EPE Foam,Apparel & Fashion,46.9,4,True,False,True,False,32,-1,2.607,195.32,0.393,7.3
899,EPE Foam Variant 146-3,EPE Foam,Food & Beverages,25.7,3,False,False,False,True,39,-1,3.558,232.68,0.339,4.8
900,EPE Foam Variant 146-4,EPE Foam,Cosmetics & Beauty,1.6,2,False,False,True,True,48,-1,4.956,218.43,0.277,1.0
901,Wooden Crate Variant 147-1,Wooden Crate,Industrial Goods,23.6,5,True,False,True,True,48,568,1.075,110.98,0.487,5.2
902,Wooden Crate Variant 147-2,Wooden Crate,Cosmetics & Beauty,12.3,5,False,False,False,False,76,682,2.615,192.36,0.419,2.0
903,Wooden Crate Variant 147-3,Wooden Crate,Pharmaceuticals,15.9,3,True,True,False,True,54,203,1.064,139.64,0.455,3.2
904,Wooden Crate Variant 147-4,Wooden Crate,Pharmaceuticals,36.1,2,True,True,False,True,61,303,2.957,138.42,0.493,7.5
905,Wooden Crate Variant 147-5,Wooden Crate,Home & Living,21.4,1,True,True,False,False,83,327,1.522,106.71,0.499,1.7
906,Wooden Crate Variant 147-6,Wooden Crate,Electronics,16.7,1,True,False,True,True,86,257,2.338,110.31,0.503,3.0
907,Glass Jar Variant 148-1,Glass Jar,Food & Beverages,45.9,5,False,True,True,False,92,-1,3.175,77.46,0.637,8.8
908,Glass Jar Variant 148-2,Glass Jar,Food & Beverages,32.7,2,True,False,False,True,83,-1,3.155,135.03,0.54,6.7
909,Glass Jar Variant 148-3,Glass Jar,Food & Beverages,4.2,2,True,False,False,True,86,-1,2.06,88.83,0.482,1.0
910,Glass Jar Variant 148-4,Glass Jar,Electronics,40.0,5,True,True,False,True,82,-1,2.732,126.42,0.599,9.2
911,Steel Can Variant 149-1,Steel Can,Pharmaceuticals,20.2,3,True,False,False,False,98,-1,6.378,206.87,0.478,3.9
912,Steel Can Variant 149-2,Steel Can,Electronics,43.2,2,False,False,False,False,95,-1,5.939,267.63,0.577,9.7
913,Steel Can Variant 149-3,Steel Can,Industrial Goods,32.4,4,True,True,True,False,99,-1,8.646,206.73,0.563,8.5
914,Steel Can Variant 149-4,Steel Can,Pharmaceuticals,38.4,3,True,False,False,True,98,-1,4.798,230.37,0.564,7.9
915,Steel Can Variant 149-5,Steel Can,Home & Living,39.6,5,False,False,True,True,85,-1,4.832,275.58,0.536,8.8
916,Steel Can Variant 149-6,Steel Can,Cosmetics & Beauty,15.3,2,False,False,True,True,81,-1,7.952,326.7,0.387,3.2
917,Steel Can Variant 149-7,Steel Can,Cosmetics & Beauty,13.8,4,True,False,False,False,86,-1,5.07,286.52,0.395,1.8
918,Steel Can Variant 149-8,Steel Can,Electronics,16.6,1,False,True,False,False,81,-1,5.265,324.76,0.368,1.5
919,LDPE Plastic Film Variant 150-1,LDPE Plastic Film,Food & Beverages,20.7,4,False,True,False,True,22,-1,3.673,208.82,0.263,3.4
920,LDPE Plastic Film Variant 150-2,LDPE Plastic Film,Home & Living,41.3,3,False,False,True,True,39,-1,3.081,161.47,0.415,7.4
921,LDPE Plastic Film Variant 150-3,LDPE Plastic Film,Pharmaceuticals,5.3,3,True,False,True,False,24,-1,3.872,172.94,0.235,1.4
922,LDPE Plastic Film Variant 150-4,LDPE Plastic Film,Cosmetics & Beauty,49.6,5,True,False,False,True,40,-1,2.791,101.16,0.499,10.0
923,LDPE Plastic Film Variant 150-5,LDPE Plastic Film,Industrial Goods,24.7,3,False,False,True,True,12,-1,2.194,158.88,0.321,5.7
924,LDPE Plastic Film Variant 150-6,LDPE Plastic Film,Cosmetics & Beauty,1.2,3,True,False,True,False,18,-1,2.482,246.03,0.218,1.0
925,LDPE Plastic Film Variant 150-7,LDPE Plastic Film,Pharmaceuticals,47.1,2,False,True,False,False,25,-1,2.499,104.58,0.435,8.8
926,LDPE Plastic Film Variant 150-8,LDPE Plastic Film,Electronics,21.3,1,True,False,False,False,33,-1,2.095,153.38,0.375,5.0
927,LDPE Plastic Film Variant 151-1,LDPE Plastic Film,Home & Living,45.9,4,True,False,True,False,58,-1,3.22,169.54,0.511,9.6
928,LDPE Plastic Film Variant 151-2,LDPE Plastic Film,Apparel & Fashion,26.5,2,False,True,True,False,34,-1,2.181,169.68,0.36,4.5
929,LDPE Plastic Film Variant 151-3,LDPE Plastic Film,Food & Beverages,19.5,4,False,False,True,False,19,-1,2.916,230.97,0.24,2.3
930,LDPE Plastic Film Variant 151-4,LDPE Plastic Film,Cosmetics & Beauty,30.7,4,False,False,True,True,52,-1,2.446,178.96,0.417,5.1
931,LDPE Plastic Film Variant 151-5,LDPE Plastic Film,Industrial Goods,40.9,4,True,False,False,False,30,-1,4.233,238.93,0.364,7.9
932,LDPE Plastic Film Variant 151-6,LDPE Plastic Film,Cosmetics & Beauty,27.5,2,True,False,False,True,33,-1,3.565,167.73,0.353,5.7
933,Kraft Paper Variant 152-1,Kraft Paper,Industrial Goods,48.5,1,True,True,False,True,77,99,1.752,52.32,0.671,10.0
934,Kraft Paper Variant 152-2,Kraft Paper,Home & Living,12.6,4,True,True,False,True,82,266,1.444,91.42,0.493,1.0
935,Kraft Paper Variant 152-3,Kraft Paper,Pharmaceuticals,24.5,2,True,False,False,True,75,212,1.988,93.63,0.521,4.6
936,Kraft Paper Variant 152-4,Kraft Paper,Apparel & Fashion,36.9,3,False,False,True,False,97,118,1.967,108.24,0.64,7.6
937,HDPE Plastic Variant 153-1,HDPE Plastic,Home & Living,36.1,3,False,False,True,True,48,-1,4.036,244.46,0.376,5.7
938,HDPE Plastic Variant 153-2,HDPE Plastic,Electronics,13.3,5,False,True,False,False,46,-1,4.279,255.84,0.319,3.4
939,HDPE Plastic Variant 153-3,HDPE Plastic,Home & Living,19.1,1,True,True,False,False,35,-1,2.125,147.14,0.368,4.3
940,HDPE Plastic Variant 153-4,HDPE Plastic,Cosmetics & Beauty,18.4,3,False,True,False,True,58,-1,2.025,235.8,0.425,4.6
941,HDPE Plastic Variant 153-5,HDPE Plastic,Electronics,31.8,2,True,True,False,False,43,-1,2.745,194.42,0.383,5.3
942,HDPE Plastic Variant 153-6,HDPE Plastic,Apparel & Fashion,2.8,3,True,False,True,False,30,-1,3.282,172.48,0.265,1.6
943,Kraft Paper Variant 154-1,Kraft Paper,Electronics,14.4,1,False,True,False,False,65,232,1.441,96.47,0.526,5.3
944,Kraft Paper Variant 154-2,Kraft Paper,Industrial Goods,43.8,3,True,False,False,False,86,89,1.698,42.46,0.682,8.6
945,Kraft Paper Variant 154-3,Kraft Paper,Pharmaceuticals,47.7,4,True,False,True,True,97,199,1.686,89.0,0.701,9.6
946,Kraft Paper Variant 154-4,Kraft Paper,Apparel & Fashion,45.4,3,False,False,False,True,78,146,1.7,86.67,0.644,9.6
947,Kraft Paper Variant 154-5,Kraft Paper,Cosmetics & Beauty,6.1,2,True,False,True,True,68,250,1.914,74.73,0.449,1.4
948,Kraft Paper Variant 154-6,Kraft Paper,Industrial Goods,31.9,3,True,True,False,False,87,105,1.145,108.49,0.625,6.4
949,Kraft Paper Variant 154-7,Kraft Paper,Food & Beverages,19.6,1,True,False,False,True,98,321,1.512,85.05,0.578,2.8
950,Molded Pulp Variant 155-1,Molded Pulp,Cosmetics & Beauty,25.3,5,False,False,False,True,95,252,1.285,112.9,0.598,4.4
951,Molded Pulp Variant 155-2,Molded Pulp,Pharmaceuticals,32.8,5,False,True,False,False,87,95,1.92,112.9,0.58,6.1
952,Molded Pulp Variant 155-3,Molded Pulp,Cosmetics & Beauty,1.3,2,False,False,False,False,81,273,1.386,44.45,0.537,1.5
953,Molded Pulp Variant 155-4,Molded Pulp,Cosmetics & Beauty,31.2,5,True,False,False,False,95,106,1.303,53.43,0.674,6.4
954,Molded Pulp Variant 155-5,Molded Pulp,Apparel & Fashion,13.6,2,True,True,False,False,64,226,1.813,106.16,0.456,3.0
955,Molded Pulp Variant 155-6,Molded Pulp,Cosmetics & Beauty,19.7,4,True,False,True,False,76,304,1.655,81.0,0.541,4.5
956,Bubble Wrap Variant 156-1,Bubble Wrap,Cosmetics & Beauty,32.9,2,True,False,True,False,56,260,1.042,110.86,0.558,7.4
957,Bubble Wrap Variant 156-2,Bubble Wrap,Apparel & Fashion,43.9,4,False,False,False,True,78,644,2.163,97.68,0.586,7.8
958,Bubble Wrap Variant 156-3,Bubble Wrap,Home & Living,42.5,4,False,True,False,True,68,424,3.904,217.61,0.49,8.1
959,Bubble Wrap Variant 156-4,Bubble Wrap,Home & Living,36.6,1,True,True,True,True,48,545,2.987,171.47,0.435,7.1
960,Bubble Wrap Variant 156-5,Bubble Wrap,Industrial Goods,28.2,3,False,True,False,True,43,385,2.735,241.53,0.368,5.0
961,PET Plastic Variant 157-1,PET Plastic,Food & Beverages,47.5,2,True,False,False,False,49,-1,4.452,183.91,0.43,7.9
962,PET Plastic Variant 157-2,PET Plastic,Pharmaceuticals,2.2,2,False,False,True,True,33,-1,2.562,177.83,0.275,1.0
963,PET Plastic Variant 157-3,PET Plastic,Pharmaceuticals,9.1,4,True,False,True,False,31,-1,2.803,215.62,0.273,1.9
964,PET Plastic Variant 157-4,PET Plastic,Pharmaceuticals,15.0,1,False,True,False,True,26,-1,4.336,129.77,0.255,1.7
965,Glass Bottle Variant 158-1,Glass Bottle,Pharmaceuticals,37.2,1,False,False,False,True,95,-1,2.367,143.8,0.654,9.9
966,Glass Bottle Variant 158-2,Glass Bottle,Home & Living,11.5,5,False,False,True,False,82,-1,2.221,98.11,0.476,1.8
967,Glass Bottle Variant 158-3,Glass Bottle,Food & Beverages,32.0,1,True,False,True,False,90,-1,1.892,140.6,0.605,7.4
968,Glass Bottle Variant 158-4,Glass Bottle,Pharmaceuticals,13.4,4,False,True,True,False,95,-1,2.69,173.66,0.483,2.2
969,Glass Bottle Variant 158-5,Glass Bottle,Electronics,4.1,3,True,False,False,False,84,-1,2.655,144.67,0.436,1.0
970,Glass Bottle Variant 158-6,Glass Bottle,Food & Beverages,35.3,4,False,True,False,True,88,-1,2.512,143.7,0.579,7.4
971,EPS Foam Variant 159-1,EPS Foam,Home & Living,46.3,1,True,False,True,True,25,-1,3.725,245.63,0.382,9.3
972,EPS Foam Variant 159-2,EPS Foam,Industrial Goods,32.9,4,True,False,False,False,14,-1,4.566,136.75,0.322,7.1
973,EPS Foam Variant 159-3,EPS Foam,Cosmetics & Beauty,44.6,2,False,False,False,False,38,-1,4.126,192.38,0.417,8.8
974,EPS Foam Variant 159-4,EPS Foam,Pharmaceuticals,40.9,2,True,True,False,False,27,-1,4.261,125.03,0.371,7.2
975,EPS Foam Variant 159-5,EPS Foam,Apparel & Fashion,19.1,2,False,False,False,False,54,-1,2.301,190.69,0.38,2.9
976,EPS Foam Variant 159-6,EPS Foam,Cosmetics & Beauty,19.4,5,False,False,True,False,28,-1,2.703,203.83,0.325,4.7
977,EPS Foam Variant 159-7,EPS Foam,Home & Living,13.6,5,True,False,True,False,28,-1,3.766,186.87,0.263,2.3
978,EPS Foam Variant 159-8,EPS Foam,Cosmetics & Beauty,33.2,4,True,False,False,False,20,-1,3.301,143.4,0.338,6.3
979,Aluminum Foil Variant 160-1,Aluminum Foil,Home & Living,15.4,2,False,False,True,True,81,-1,5.624,298.73,0.39,2.6
980,Aluminum Foil Variant 160-2,Aluminum Foil,Pharmaceuticals,37.8,1,True,False,False,True,83,-1,5.858,365.91,0.53,9.7
981,Aluminum Foil Variant 160-3,Aluminum Foil,Home & Living,39.0,5,True,False,True,True,93,-1,8.83,230.94,0.526,7.8
982,Aluminum Foil Variant 160-4,Aluminum Foil,Cosmetics & Beauty,47.5,3,True,False,True,False,99,-1,8.375,170.21,0.589,9.3
983,Aluminum Foil Variant 160-5,Aluminum Foil,Cosmetics & Beauty,20.8,2,True,False,False,True,90,-1,4.829,372.86,0.456,4.6
984,Aluminum Foil Variant 160-6,Aluminum Foil,Food & Beverages,29.3,4,True,True,False,True,83,-1,6.241,335.04,0.458,6.1
985,LDPE Plastic Film Variant 161-1,LDPE Plastic Film,Home & Living,37.1,4,False,True,False,False,40,-1,2.094,134.21,0.434,6.6
986,LDPE Plastic Film Variant 161-2,LDPE Plastic Film,Cosmetics & Beauty,43.6,5,False,True,False,True,50,-1,3.888,233.71,0.413,7.1
987,LDPE Plastic Film Variant 161-3,LDPE Plastic Film,Apparel & Fashion,26.4,3,False,True,False,True,12,-1,2.23,258.98,0.309,6.2
988,LDPE Plastic Film Variant 161-4,LDPE Plastic Film,Pharmaceuticals,44.0,1,True,False,False,False,41,-1,2.078,242.72,0.461,9.1
989,LDPE Plastic Film Variant 161-5,LDPE Plastic Film,Pharmaceuticals,3.5,4,False,False,False,False,15,-1,3.223,213.09,0.2,1.0
990,Glass Bottle Variant 162-1,Glass Bottle,Food & Beverages,1.8,2,False,False,False,False,91,-1,3.051,170.9,0.441,1.0
991,Glass Bottle Variant 162-2,Glass Bottle,Industrial Goods,35.1,5,False,True,False,True,87,-1,2.999,152.1,0.527,5.6
992,Glass Bottle Variant 162-3,Glass Bottle,Cosmetics & Beauty,43.4,2,True,False,False,True,96,-1,1.678,150.6,0.62,7.0
993,Glass Bottle Variant 162-4,Glass Bottle,Industrial Goods,40.8,5,False,True,True,True,100,-1,2.237,169.39,0.635,8.4
994,Steel Can Variant 163-1,Steel Can,Industrial Goods,15.7,4,True,False,False,True,91,-1,6.209,188.98,0.416,1.6
995,Steel Can Variant 163-2,Steel Can,Pharmaceuticals,19.7,4,True,False,True,False,91,-1,5.662,160.0,0.495,5.0
996,Steel Can Variant 163-3,Steel Can,Pharmaceuticals,16.4,4,False,True,True,False,95,-1,7.833,368.75,0.444,4.1
997,Steel Can Variant 163-4,Steel Can,Industrial Goods,37.0,5,False,False,True,False,83,-1,6.117,388.27,0.456,6.2
