Material_Type,Tensile_Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Moisture_Barrier_Grade,AI_Recommendation,Strength_to_Weight_Ratio,Strength_to_Weight_Ratio_Normalized,Environmental_Impact_Raw,Environmental_Impact_Score,CO2_Impact_Index_Raw,CO2_Impact_Index,Cost_Efficiency_Raw,Cost_Efficiency_Index,Durability_Score,Durability_Score_Normalized,Material_Suitability_Score
Bamboo Fiber,55.7,9.6,99.1,0.89,46.5,7,Highly Recommended,5.742268041237114,3.496551724137932,88.585,77.56834106385075,1.0101010101010102,18.85748810769872,15.150884495317378,3.5522952157756986,61.42,60.74698795180724,38.15703675441992
Virgin Plastic (PP),72.5,3.2,1.9,5.21,18.2,10,Avoid,21.96969696969697,14.3521421107628,51.605000000000004,4.579097996644621,0.18832391713747648,2.1450205220713414,6.261682242990654,1.2782115034170378,83.5,87.34939759036145,16.703250679825125
Bamboo Fiber,45.1,4.7,99.3,1.03,34.0,6,Highly Recommended,9.395833333333334,5.940660919540231,86.075,72.61423073127405,0.8849557522123893,16.312411001185406,28.301486199575375,6.9165531429188745,51.06,48.26506024096386,35.079507726360944
Recycled Cardboard,16.4,5.1,95.9,0.91,84.3,5,Highly Recommended,3.153846153846154,1.7649867374005308,95.175,90.5753478732853,0.9900990099009901,18.450707749797722,35.26418786692759,8.697789074590213,29.839999999999996,22.69879518072289,37.10615706520155
Edible Seaweed Film,6.2,7.5,100.0,0.24,3.1,4,Consider as Option,0.8157894736842106,0.20090744101633398,80.5,61.61057929537155,2.9411764705882355,58.12973883740522,13.728362183754992,3.18837787793539,19.72,10.506024096385541,35.24927843210931
Mushroom Mycelium,16.7,5.8,100.0,0.23,100.0,6,Highly Recommended,2.830508474576271,1.5486849795441262,99.88499999999999,99.87170630612847,3.0303030303030303,59.94230425569936,34.42340791738383,8.482696208586995,34.019999999999996,27.734939759036138,50.95873665929061
Bamboo Fiber,58.6,1.5,98.5,0.93,36.5,6,Highly Recommended,36.625,24.15603448275862,86.38499999999999,73.2260929635843,0.970873786407767,18.059724687349192,89.40397350993378,22.548121334622177,59.16,58.024096385542165,42.111601233944214
Aluminum Foil,34.0,5.0,0.0,9.17,98.1,10,Avoid,6.666666666666667,4.114942528735632,65.035,31.08654889963485,0.10787486515641856,0.508929439659599,19.580838323353294,4.685589921068349,60.4,59.518072289156635,19.729520110266083
Mushroom Mycelium,17.2,0.7,100.0,0.24,100.0,5,Highly Recommended,21.5,14.037931034482758,99.88,99.86183756044605,2.9411764705882355,58.12973883740522,281.69014084507046,71.73980680158867,30.32,23.27710843373494,63.73430670631137
Edible Seaweed Film,14.3,7.9,100.0,0.41,2.2,3,Consider as Option,1.7875,0.8509482758620691,80.235,61.0875357742031,1.9607843137254901,38.191519236169604,12.920353982300885,2.981668857460797,20.58,11.542168674698793,30.28689444158651
Virgin Plastic (PP),83.4,5.0,2.1,4.87,21.8,10,Avoid,16.35294117647059,10.5947261663286,52.555,6.454159676305138,0.2012072434607646,2.407028523288001,4.770459081836328,0.8967187433231365,90.03999999999999,95.2289156626506,18.06115874840862
Bagasse (Sugarcane),39.0,5.0,97.2,1.3,53.9,5,Highly Recommended,7.647058823529412,4.7707910750507105,89.29,78.95983420507253,0.7142857142857142,12.841497171741482,30.159680638722556,7.391926476600642,43.4,39.036144578313255,34.70921064402931
Recycled Cardboard,34.4,3.6,99.3,1.13,95.7,5,Highly Recommended,9.297297297297296,5.874743709226467,98.365,96.87160761867165,0.8130081300813008,14.849213361552316,54.01662049861496,13.495137633473684,40.64,35.71084337349399,41.41691402963106
Virgin Plastic (PP),66.7,5.5,0.7,5.54,14.9,10,Avoid,11.910714285714286,7.623029556650246,50.42,2.2402052699101893,0.1773049645390071,1.9209282594537753,2.8312159709618876,0.4006111008641071,80.02000000000001,83.15662650602411,14.468212797577964
Recycled Cardboard,25.1,4.1,97.4,1.06,92.2,4,Highly Recommended,5.976190476190477,3.653037766830871,97.13,94.43402743511298,0.8620689655172413,15.846962786509017,46.13138686131388,11.47789459256577,31.060000000000002,24.168674698795186,38.57813282717667
Mushroom Mycelium,13.2,2.9,100.0,0.29,100.0,5,Highly Recommended,4.3999999999999995,2.5986206896551725,99.85499999999999,99.81249383203392,2.564102564102564,50.46119283692998,68.72852233676977,17.258815790218318,27.919999999999998,20.385542168674693,49.32850291115305
Bamboo Fiber,59.3,3.8,95.5,1.06,49.6,6,Highly Recommended,15.205128205128204,9.826878868258177,88.04,76.49264778446661,0.8620689655172413,15.846962786509017,38.08398950131234,9.419165952606262,59.58,58.53012048192772,38.55557418160346
Bamboo Fiber,47.2,4.3,98.4,1.02,34.5,6,Highly Recommended,10.727272727272728,6.831347962382446,85.91000000000001,72.28856212375408,0.8928571428571428,16.473101456252255,30.835266821345712,7.564758581280874,52.32,49.78313253012049,35.468400393201776
Aluminum Foil,43.6,3.2,0.0,8.94,90.4,10,Avoid,13.212121212121211,8.493625914315569,63.61,28.27395638014407,0.11061946902654868,0.5647464046342754,28.161993769470406,6.880867436339748,66.16,66.45783132530121,20.81758429269648
Aluminum Foil,21.1,2.9,0.0,10.69,99.5,10,Avoid,7.033333333333334,4.360229885057472,64.555,30.139149314122182,0.09267840593141799,0.19987929164652918,34.19243986254296,8.423608713817565,52.66,50.19277108433735,18.74137501106815
Mushroom Mycelium,18.4,5.1,100.0,0.17,100.0,6,Highly Recommended,3.5384615384615388,2.0222811671087535,99.91499999999999,99.930918780223,3.7037037037037033,73.63724297169956,39.13894324853229,9.68904991584005,35.04,28.963855421686745,54.873202790123685
Aluminum Foil,28.0,1.7,0.0,10.8,90.3,10,Avoid,15.555555555555555,10.061302681992338,62.66,26.398894700483556,0.09174311926605504,0.1808583817039331,52.80701754385965,13.185690475028169,56.8,55.18072289156627,19.885259802510856
Mushroom Mycelium,19.7,5.0,100.0,0.16,100.0,6,Highly Recommended,3.8627450980392157,2.2392156862745103,99.92,99.94078752590545,3.846153846153846,76.53424923854577,39.920159680638726,9.88890492123327,35.82,29.903614457831328,55.803043288956886
Bagasse (Sugarcane),30.8,5.8,95.5,0.92,65.2,5,Highly Recommended,5.220338983050848,3.14739918176505,91.23,82.78890752985295,0.9803921568627451,18.253299634934002,27.6592082616179,6.752242133217852,38.480000000000004,33.108433734939766,36.03145057275043
Bioplastic (PLA),59.1,4.1,81.3,2.36,59.6,9,Highly Recommended,14.071428571428575,9.068472906403944,85.13,70.74903779729595,0.4065040650406504,6.582146697625357,34.28223844282239,8.446581471440773,71.46000000000001,72.84337349397592,36.39291762262006
Bamboo Fiber,58.9,2.4,99.0,0.68,34.3,7,Highly Recommended,23.56,15.415999999999999,86.22,72.90042435606435,1.282051282051282,24.388136435314188,55.311203319502084,13.826324800073268,63.339999999999996,63.06024096385542,41.73306252024082
Edible Seaweed Film,7.3,4.1,100.0,0.38,8.7,2,Consider as Option,1.7380952380952384,0.817898193760263,81.55,63.68301588868053,2.0833333333333335,40.683796686324065,26.44768856447689,6.442304623386875,12.379999999999999,1.6626506024096377,30.89550227260002
Bamboo Fiber,47.2,6.3,98.5,0.84,32.8,6,Highly Recommended,7.375000000000001,4.5887931034482765,85.69,71.85433731372741,1.0638297872340425,19.950169388230652,20.808240887480192,4.999590671682122,52.32,49.78313253012049,35.47011086537521
Edible Seaweed Film,7.7,7.5,100.0,0.3,3.6,2,Consider as Option,1.0131578947368423,0.332940108892922,80.57,61.74874173492546,2.5,49.1575400168492,13.794940079893475,3.2054101947748457,12.620000000000001,1.951807228915664,31.78115465887155
Aluminum Foil,43.1,1.3,0.0,11.69,92.3,10,Avoid,30.785714285714285,20.24975369458128,62.615,26.31007598934176,0.08481764206955048,0.040015062812930394,70.45801526717557,17.701264009083605,65.86,66.09638554216868,23.382712565105912
Aluminum Foil,26.1,3.7,0.0,11.74,94.3,10,Avoid,6.868421052631579,4.249909255898367,62.99,27.050231915523536,0.08445945945945946,0.032730708804845285,25.417789757412397,6.1788303502134925,55.66,53.807228915662655,17.8550935848402
Edible Seaweed Film,9.3,1.3,100.0,0.3,6.3,4,Consider as Option,6.642857142857142,4.099014778325123,81.11,62.814566268627246,2.5,49.1575400168492,81.14503816793892,20.435275906030675,21.58,12.74698795180723,37.5427597366102
Bagasse (Sugarcane),38.6,8.7,99.5,1.18,68.6,6,Highly Recommended,4.386363636363637,2.5894984326018813,92.97999999999999,86.24296851870123,0.78125,14.203348778433023,19.299655568312286,4.613656230588135,47.16,43.56626506024096,37.140348598632585
Mushroom Mycelium,13.5,2.8,100.0,0.25,100.0,4,Highly Recommended,4.655172413793103,2.7693222354340072,99.875,99.85196881476364,2.857142857142857,56.42074858587074,71.1743772241993,17.884527592516488,24.1,15.783132530120483,50.28208541246154
Aluminum Foil,42.1,3.1,0.0,8.92,98.6,10,Avoid,13.15625,8.45625,65.25999999999999,31.530642455343894,0.11086474501108648,0.5697345784057519,31.70418006430868,7.787048658296235,65.26,65.37349397590363,21.810685209249392
Aluminum Foil,22.3,7.7,0.0,10.86,97.8,10,Avoid,2.858974358974359,1.5677276746242266,64.13,29.300305931116142,0.09124087591240877,0.17064426666010754,12.684824902723735,2.9214145367186823,53.38,51.06024096385543,17.232844665384345
Edible Seaweed Film,5.2,4.5,100.0,0.36,4.8,2,Consider as Option,1.1304347826086958,0.4113943028485757,80.77999999999999,62.163229053587266,2.173913043478261,42.52591480165562,23.237250554323726,5.6209930387038405,11.120000000000001,0.14457831325301318,30.467472201503664
Recycled Cardboard,25.4,6.5,99.2,1.0,81.6,5,Highly Recommended,3.8484848484848486,2.2296760710553816,95.57999999999998,91.3747162735616,0.9090909090909091,16.803247300298686,27.772657450076807,6.78126531711348,35.239999999999995,29.204819277108427,37.57317026923765
Bagasse (Sugarcane),26.8,0.9,95.4,1.26,51.0,6,Highly Recommended,26.8,17.58344827586207,88.19,76.78871015493928,0.7352941176470588,13.268744734625102,160.87912087912088,40.83327942382628,40.08,35.036144578313255,41.534221629236505
Aluminum Foil,24.5,8.4,0.0,11.34,90.9,10,Avoid,2.8823529411764706,1.583367139959432,62.510000000000005,26.10283233001085,0.08741258741258742,0.09278842471765816,10.808561236623069,2.441418635843207,54.7,52.65060240963856,16.398257607793038
Virgin Plastic (PP),78.8,3.4,1.5,4.7,20.6,10,Avoid,22.514285714285712,14.716453201970442,52.22,5.792953715582749,0.20833333333333334,2.551951698960966,6.480938416422289,1.334302801452748,87.28,91.90361445783134,17.89992208857736
Bagasse (Sugarcane),33.7,1.3,98.8,1.05,60.7,5,Highly Recommended,24.07142857142857,15.758128078817732,91.255,82.83825125826505,0.8695652173913042,15.999413940881283,121.75572519083968,30.824521114429544,40.22,35.204819277108435,41.87276878503378
Virgin Plastic (PP),66.5,7.8,0.1,3.7,25.9,10,Avoid,8.417721518987342,5.2863378437363595,53.36,8.043027731175357,0.2631578947368421,3.6669179266616405,3.329065300896287,0.5279736043009203,79.9,83.01204819277109,16.4156735351675
Edible Seaweed Film,5.6,5.5,100.0,0.31,9.6,2,Consider as Option,1.0,0.32413793103448274,81.765,64.10737195302477,2.4390243902439024,47.91748001726015,19.891107078039926,4.764964549011142,11.36,0.433734939759034,32.262048534091996
Virgin Plastic (PP),87.0,2.2,1.8,4.15,23.0,10,Avoid,37.826086956521735,24.959520239880057,53.065,7.460771735912353,0.23529411764705882,3.100252737994945,11.221719457013576,2.5471150023952465,92.19999999999999,97.83132530120481,20.69336852492022
Recycled Cardboard,18.4,9.0,92.0,1.4,86.0,3,Highly Recommended,2.021978021978022,1.0078059871163318,94.1,88.45356755156418,0.6666666666666666,11.87306936253861,19.755826859045506,4.730356433019744,23.04,14.506024096385541,32.727093105877316
Virgin Plastic (PP),75.6,5.5,3.8,3.64,28.8,10,Avoid,13.5,8.686206896551724,55.08,11.437876245929136,0.267379679144385,3.752776288580837,5.916515426497278,1.1899090648906985,85.35999999999999,89.59036144578313,18.914713665424735
Bamboo Fiber,44.8,7.6,95.4,0.86,32.3,8,Highly Recommended,5.818181818181818,3.5473354231974925,84.64999999999999,69.80163821178327,1.0416666666666667,19.499438360011233,16.78055190538765,3.9692055310778946,58.879999999999995,57.68674698795181,35.61693775026589
Mushroom Mycelium,19.0,6.3,100.0,0.36,100.0,6,Highly Recommended,2.9687500000000004,1.6411637931034486,99.82,99.74341261225696,2.173913043478261,42.52591480165562,31.695721077654518,7.7848846346609015,35.4,29.39759036144578,46.68523434455038
Bioplastic (PLA),61.2,2.8,92.8,2.33,53.9,9,Highly Recommended,21.10344827586207,13.772651605231868,87.455,75.338004539623,0.4115226337448559,6.684209249031864,52.20640569395018,13.032038708923825,72.72,74.36144578313254,39.4103434439227
Aluminum Foil,40.1,0.7,0.0,10.34,96.8,10,Avoid,50.12500000000001,33.18706896551725,64.19,29.418730879305222,0.09578544061302682,0.26306700623291296,136.33802816901408,34.55504459111899,64.06,63.9277108433735,28.710258456631344
Aluminum Foil,29.9,9.0,0.0,8.78,99.1,10,Avoid,3.2857142857142856,1.8532019704433498,65.43,31.866179808546335,0.11261261261261263,0.6052809338403277,10.99889012208657,2.4901095988945467,57.94,56.55421686746989,18.877648822967707
Aluminum Foil,39.9,8.0,0.0,11.38,93.5,10,Avoid,4.925925925925926,2.950446998722861,63.010000000000005,27.08970689825323,0.08710801393728222,0.08659431882560471,11.6729088639201,2.662540712409475,63.94,63.78313253012049,18.543583371054623
Virgin Plastic (PP),84.0,5.5,1.2,4.15,27.4,10,Avoid,15.000000000000002,9.689655172413794,53.765,8.842396131451679,0.23529411764705882,3.100252737994945,5.190562613430127,1.0041918968844419,90.4,95.66265060240966,18.946983510913956
Bioplastic (PLA),70.5,3.1,84.4,1.68,56.1,9,Highly Recommended,22.03125,14.39331896551724,85.69999999999999,71.87407480509225,0.5617977528089888,9.740351940024421,45.17684887459807,11.233699531321678,78.3,81.0843373493976,39.84603283175947
Virgin Plastic (PP),69.0,3.8,1.2,5.71,28.2,10,Avoid,17.692307692307693,11.490716180371354,53.145,7.618671666831145,0.17211703958691912,1.815421512744926,7.716535433070867,1.650399901151882,81.4,84.81927710843374,16.941500042768148
Edible Seaweed Film,14.9,6.2,100.0,0.31,9.2,4,Consider as Option,2.365079365079365,1.2373289545703339,81.685,63.949472022105994,2.4390243902439024,47.91748001726015,17.584541062801932,4.174886378007687,24.939999999999998,16.795180722891565,34.64219889043914
Bagasse (Sugarcane),33.5,2.7,95.8,1.37,64.2,7,Highly Recommended,11.964285714285714,7.658866995073891,90.895,82.12770156913054,0.6802721088435373,12.149763022310859,59.04059040590406,14.780396739211293,48.099999999999994,44.6987951807229,38.10253655077496
Bamboo Fiber,47.0,9.1,95.3,0.81,45.0,7,Highly Recommended,5.108695652173913,3.0727136431784112,87.185,74.80509227277213,1.0989010989010988,20.66341409222622,15.400658616904503,3.6161937800727704,56.2,54.45783132530121,36.806566024015765
Recycled Cardboard,30.3,1.6,99.0,1.25,87.0,4,Highly Recommended,17.823529411764703,11.578498985801215,96.47500000000001,93.14122175071549,0.7407407407407407,13.379512621298634,115.52795031055899,29.231298121244105,34.18,27.9277108433735,42.48051082987428
Bamboo Fiber,47.2,5.2,97.6,0.96,32.2,7,Highly Recommended,8.905660377358492,5.612752114508784,85.24,70.96615020230928,0.9433962264150942,17.500913989604356,24.91362763915547,6.049852875185716,56.32,54.60240963855423,35.62668079036503
Bioplastic (PLA),68.1,9.1,86.2,1.97,44.2,8,Consider as Option,7.4021739130434785,4.606971514242879,83.715,67.95618276917004,0.48309178743961356,8.139709982133336,14.313940724478597,3.3381837417200453,72.85999999999999,74.5301204819277,34.72963429834179
Bioplastic (PLA),57.9,2.2,82.0,2.24,49.5,8,Consider as Option,25.173913043478258,16.49565217391304,83.38000000000001,67.29497680844764,0.4273504273504273,7.006098834236996,59.502262443438916,14.898504172387836,66.74,67.1566265060241,36.642777778866034
Virgin Plastic (PP),74.6,7.1,2.0,5.88,11.7,10,Avoid,10.36111111111111,6.586398467432949,50.0,1.4112306325865909,0.16722408026755853,1.7159134773874158,1.9268635724331928,0.16925478773845054,84.75999999999999,88.86746987951807,14.874958845341526
Mushroom Mycelium,23.7,6.2,100.0,0.28,100.0,5,Highly Recommended,3.761904761904762,2.1717569786535305,99.86,99.82236257771635,2.6315789473684212,51.83345896333083,32.2061191626409,7.915457428364947,34.22,27.97590361445783,48.901726239854625
Edible Seaweed Film,6.9,8.0,100.0,0.4,4.1,4,Consider as Option,0.851851851851852,0.22503192848020442,80.61999999999999,61.847429191749704,2.0,38.98904802021904,12.99625468164794,3.001086184150219,20.14,11.012048192771084,30.576018421173394
Bamboo Fiber,57.9,6.1,96.9,1.19,48.9,7,Highly Recommended,9.338709677419356,5.902447163515018,88.255,76.9170038488108,0.7751937984496123,14.08018390444283,23.862520458265145,5.7809529613177135,62.739999999999995,62.33734939759036,37.69218484900754
Edible Seaweed Film,7.2,8.4,100.0,0.37,4.5,2,Consider as Option,0.8470588235294118,0.2218255578093306,80.715,62.03493535971578,2.127659574468085,41.5852587427629,12.425683709869203,2.8551196376778334,12.32,1.5903614457831339,29.83855599378943
Bioplastic (PLA),58.5,9.9,82.6,2.09,45.2,8,Consider as Option,5.85,3.5686206896551727,82.775,66.10085858087437,0.4566210045662101,7.601374094547861,12.89606458123108,2.9754550117423775,67.1,67.59036144578313,32.821108386080745
Mushroom Mycelium,17.6,8.9,100.0,0.37,100.0,6,Highly Recommended,1.9555555555555557,0.9633716475095788,99.815,99.73354386657454,2.127659574468085,41.5852587427629,22.44668911335578,5.418747342690632,34.56,28.385542168674704,45.75429580425337
Bioplastic (PLA),64.7,5.0,87.0,2.31,44.3,9,Highly Recommended,12.686274509803923,8.141852603110209,83.80499999999999,68.13382019145364,0.41493775933609955,6.753662603515958,26.207584830339325,6.38087998981688,74.82,76.89156626506023,35.75265790634852
Mushroom Mycelium,13.8,1.8,100.0,0.23,100.0,6,Highly Recommended,7.263157894736842,4.513974591651543,99.88499999999999,99.87170630612847,3.0303030303030303,59.94230425569936,110.49723756906077,27.944314027255036,32.28,25.63855421686747,54.83313135290967
Bioplastic (PLA),59.3,7.3,82.4,2.33,47.0,9,Consider as Option,8.013513513513514,5.015936626281454,82.95500000000001,66.45613342544164,0.4115226337448559,6.684209249031864,17.701778385772915,4.204878662926062,71.58,72.98795180722892,33.89865450618815
Bamboo Fiber,46.0,8.9,95.8,0.52,30.1,8,Highly Recommended,5.111111111111111,3.074329501915709,84.5,69.50557584131056,1.6129032258064517,31.11666711960214,14.130190796857464,3.2911758431832636,59.599999999999994,58.554216867469876,38.37964018124241
Aluminum Foil,21.6,2.1,0.0,11.76,91.1,10,Avoid,9.818181818181818,6.22319749216301,62.339999999999996,25.76729497680843,0.08431703204047218,0.029834164664699694,43.175355450236964,10.72166667758149,52.96,50.55421686746988,18.087432649061785
Virgin Plastic (PP),85.7,6.5,2.1,4.39,10.9,10,Avoid,12.984848484848486,8.341588296760712,50.615,2.625086351524719,0.22271714922049002,2.8444751324200745,1.9969278033794164,0.18717899757089507,91.42,96.89156626506025,16.90397425751172
