product_id,category,sub_category,physical_state,product_weight_kg,fragility_level_1_to_10,moisture_sensitivity_0_to_1,leakage_risk_0_to_1,compression_tolerance_index,shipping_stress_index_1_to_10,shelf_life_months,regulatory_requirement_level_1_to_5
274,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,8.81,6,0.53,0.19,12.45,7,66,4
275,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),4.81,7,0.47,0.08,17.14,5,33,5
276,Chemical Products,Solvent,Liquid (Flammable),4.18,5,0.62,0.97,16.55,3,17,4
277,Pharmaceuticals & Healthcare,Tablets,Solid,13.74,5,0.5,0.19,28.93,9,31,1
278,Cosmetics,Lipstick,Solid,0.37,3,0.25,0.15,18.78,7,12,3
279,Cosmetics,Nail Polish,Liquid (Flammable),1.71,5,0.58,0.91,3.46,6,3,1
280,Automotive Parts & Accessories,Engine Oil,Liquid,9.97,3,0.52,0.93,10.5,8,65,5
281,Agriculture & Raw Materials,Grains,Granular Solid,12.99,3,0.75,0.09,21.56,6,47,2
282,Food & Beverages,Juice,Liquid,4.9,4,0.65,0.7,23.07,9,49,4
283,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.07,9,0.47,0.29,1.21,4,71,2
284,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,9.11,3,0.37,0.24,34.67,9,61,1
285,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),3.14,5,0.33,0.28,24.63,8,61,3
286,Chemical Products,Pesticide Granular,Granular Solid,23.18,2,0.89,0.27,24.29,4,48,3
287,Agriculture & Raw Materials,Grains,Granular Solid,6.17,5,0.92,0.08,19.61,8,62,1
288,Chemical Products,Pesticide Powder,Powder,24.37,2,0.9,0.1,14.88,7,66,4
289,Automotive Parts & Accessories,Engine Oil,Liquid,0.63,4,0.53,0.8,15.39,5,15,5
290,Agriculture & Raw Materials,Grains,Granular Solid,9.82,6,0.84,0.15,20.47,4,29,1
291,Electronics & Consumer Goods,Headphones,Solid,3.26,5,0.45,0.22,25.31,4,19,1
292,Clothing & Textiles,Shoes,Solid,3.57,3,0.53,0.23,6.9,8,62,1
293,Chemical Products,Solvent,Liquid (Flammable),9.96,5,0.47,0.94,24.76,7,41,5
294,Clothing & Textiles,Jeans,Solid (Flexible),8.81,6,0.3,0.17,16.02,3,59,5
295,Electronics & Consumer Goods,Headphones,Solid,14.24,4,0.32,0.11,28.27,5,40,2
296,Agriculture & Raw Materials,Animal Feed,Granular Solid,11.18,3,0.89,0.28,21.6,5,21,2
297,Chemical Products,Fertilizer,Granular Solid,13.63,4,0.97,0.09,28.41,3,63,4
298,Automotive Parts & Accessories,Brake Fluid,Liquid,1.6,4,0.64,0.94,22.03,9,48,1
299,Cosmetics,Perfume,Liquid (Volatile),6.63,3,0.46,0.83,28.07,7,43,4
300,Electronics & Consumer Goods,Laptop,Solid (Fragile),3.96,8,0.24,0.2,9.33,9,9,4
301,Chemical Products,Lubricant,Liquid,8.26,4,0.68,0.84,24.43,9,62,4
302,Food & Beverages,Flour,Powder,19.4,6,0.74,0.22,24.33,3,11,1
303,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,4.78,6,0.59,0.07,2.95,6,33,1
304,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,2.13,7,0.32,0.21,15.14,6,69,2
305,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,4.76,2,0.42,0.26,7.27,4,18,1
306,Chemical Products,Adhesive,Viscous Liquid,4.94,3,0.68,0.77,9.96,3,11,5
307,Clothing & Textiles,Jeans,Solid (Flexible),12.45,3,0.37,0.15,21.07,9,26,1
308,Food & Beverages,Ready-to-Eat Meal,Semi-solid,9.33,4,0.36,0.2,10.25,3,56,4
309,Automotive Parts & Accessories,Spare Part,Solid,9.66,4,0.6,0.06,30.53,5,8,1
310,Agriculture & Raw Materials,Animal Feed,Granular Solid,16.12,2,0.82,0.12,19.94,5,20,4
311,Cosmetics,Makeup Powder,Powder,2.39,6,0.72,0.17,7.2,4,22,3
312,Cosmetics,Makeup Powder,Powder,17.92,6,0.91,0.11,18.21,9,40,3
313,Luxury & Specialty Items,Artwork,Highly Fragile Solid,3.4,7,0.24,0.13,7.9,5,64,4
314,Agriculture & Raw Materials,Animal Feed,Granular Solid,15.6,2,0.96,0.27,8.32,4,26,4
315,Clothing & Textiles,Bedding,Compressible Solid,14.97,3,0.22,0.11,13.92,7,47,4
316,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),12.14,3,0.3,0.06,4.5,9,45,3
317,Cosmetics,Makeup Powder,Powder,13.55,6,0.88,0.13,20.66,3,22,5
318,E-commerce & Logistics Goods,Toys,Solid,4.06,2,0.24,0.14,8.12,4,30,2
319,Cosmetics,Serum,Liquid,0.48,5,0.75,1,22.31,7,66,2
320,Automotive Parts & Accessories,Brake Fluid,Liquid,3.61,5,0.78,0.79,15.77,6,60,3
321,Clothing & Textiles,T-shirt,Solid (Flexible),5.92,2,0.36,0.19,8.75,3,67,4
322,Electronics & Consumer Goods,Headphones,Solid,4.55,3,0.21,0.29,18.71,3,44,3
323,Clothing & Textiles,Fabric Roll,Solid (Roll Form),8.36,3,0.39,0.15,36.29,6,19,1
324,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),6.04,4,0.76,0.81,7.74,6,8,4
325,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,5.21,3,0.46,0.28,9.79,8,39,5
326,Automotive Parts & Accessories,Engine Oil,Liquid,1.61,5,0.45,0.96,8.04,6,36,2
327,Cosmetics,Makeup Powder,Powder,2.77,2,0.76,0.06,41.3,8,40,4
328,Agriculture & Raw Materials,Animal Feed,Granular Solid,18.59,3,0.72,0.12,23.66,8,41,5
329,Agriculture & Raw Materials,Grains,Granular Solid,20.43,2,0.9,0.18,43.98,7,52,1
330,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.48,9,0.53,0.22,1.88,5,60,2
331,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,2.56,2,0.55,0.27,28.28,6,45,4
332,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,0.06,5,0.34,0.22,15.68,4,34,3
333,Chemical Products,Lubricant,Liquid,8.51,4,0.8,0.71,27.12,9,10,2
334,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),10.88,6,0.38,0.05,19.88,6,20,3
335,Cosmetics,Lipstick,Solid,3.2,4,0.58,0.26,26.95,9,66,3
336,Pharmaceuticals & Healthcare,Tablets,Solid,3.88,5,0.59,0.13,19.33,3,67,1
337,Luxury & Specialty Items,Artwork,Highly Fragile Solid,4.24,8,0.43,0.28,6.09,9,40,1
338,Cosmetics,Perfume,Liquid (Volatile),3.45,3,0.42,0.71,33.52,6,65,1
339,Automotive Parts & Accessories,Engine Part,Solid (Heavy),44.83,3,0.48,0.21,24.17,8,12,5
340,Food & Beverages,Ready-to-Eat Meal,Semi-solid,10.61,6,0.49,0.3,13.96,3,43,3
341,Automotive Parts & Accessories,Brake Fluid,Liquid,3.43,4,0.7,0.76,33.87,8,46,2
342,Clothing & Textiles,Jeans,Solid (Flexible),14.71,4,0.23,0.16,15.15,6,5,1
343,Food & Beverages,Sauce/Ketchup,Viscous Liquid,6.88,3,0.65,0.91,19.55,6,14,1
344,Food & Beverages,Dry Grains,Granular Solid,11.25,2,0.87,0.07,37.95,4,64,2
345,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),14.23,2,0.59,0.14,4.81,8,64,3
346,Agriculture & Raw Materials,Animal Feed,Granular Solid,13.82,4,0.86,0.11,15.88,6,69,3
347,Cosmetics,Perfume,Liquid (Volatile),4.45,4,0.6,0.9,17.05,3,64,1
348,Luxury & Specialty Items,Watch,Solid (Fragile),1.09,8,0.38,0.2,4.26,4,6,1
349,Clothing & Textiles,T-shirt,Solid (Flexible),3.61,3,0.24,0.22,13.83,6,4,3
350,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),12.61,2,0.49,0.07,10.6,4,32,5
351,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),1.65,9,0.45,0.2,7.84,6,35,1
352,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,3.79,5,0.34,0.25,10.97,6,63,2
353,Electronics & Consumer Goods,Headphones,Solid,2.99,5,0.41,0.17,29.21,4,64,4
354,Electronics & Consumer Goods,Home Appliance,Solid,14.46,2,0.41,0.07,31.91,7,49,3
355,Pharmaceuticals & Healthcare,Capsules,Solid,11.64,6,0.29,0.08,20.06,9,68,4
356,Cosmetics,Lotion,Liquid,5.02,5,0.52,0.9,16.3,6,50,4
357,Food & Beverages,Flour,Powder,13.75,2,0.88,0.21,22.66,4,22,2
358,Food & Beverages,Milk,Liquid,4,4,0.42,0.7,23.66,7,71,5
359,Electronics & Consumer Goods,Smartphone,Solid (Fragile),4.39,9,0.24,0.06,9.37,7,4,1
360,Food & Beverages,Biscuits,Fragile Solid,1.97,7,0.23,0.08,5.92,4,44,4
361,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.94,7,0.45,0.28,14.61,6,47,5
362,Cosmetics,Lotion,Liquid,2.92,5,0.47,0.73,23.35,8,6,2
363,Chemical Products,Industrial Acid,Liquid (Corrosive),9.52,3,0.7,0.9,24.08,8,54,2
364,Electronics & Consumer Goods,Smartphone,Solid (Fragile),2.65,8,0.21,0.15,2.55,6,35,2
365,Pharmaceuticals & Healthcare,Tablets,Solid,2.19,5,0.26,0.26,15.69,4,57,4
366,Automotive Parts & Accessories,Brake Fluid,Liquid,3.38,5,0.79,0.87,16.58,3,28,2
367,Electronics & Consumer Goods,Headphones,Solid,10.08,4,0.27,0.19,14.52,5,14,5
368,Agriculture & Raw Materials,Seeds,Granular Solid,5.66,4,0.82,0.26,10.7,3,19,2
369,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,13.83,4,0.29,0.15,4.38,3,42,2
370,Pharmaceuticals & Healthcare,Syrup,Liquid,0.95,4,0.78,0.77,11.12,6,53,3
371,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),11.29,2,0.24,0.18,36.54,4,26,4
372,Food & Beverages,Edible Oil,Liquid,2.46,4,0.78,0.75,13.9,4,21,5
373,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,2.97,9,0.41,0.26,6.03,4,15,4
374,Electronics & Consumer Goods,Headphones,Solid,13.3,4,0.54,0.17,19.85,3,30,5
375,Chemical Products,Lubricant,Liquid,8.73,3,0.48,0.84,34.02,3,17,3
376,Electronics & Consumer Goods,Headphones,Solid,5.06,6,0.22,0.25,15.05,8,51,4
377,Food & Beverages,Sauce/Ketchup,Viscous Liquid,8.13,4,0.68,0.77,26.01,8,30,3
378,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),5.93,4,0.33,0.22,8.14,4,13,3
379,Luxury & Specialty Items,Artwork,Highly Fragile Solid,2.46,8,0.28,0.2,12.36,4,4,2
380,Pharmaceuticals & Healthcare,Tablets,Solid,6.94,3,0.48,0.13,25.51,3,69,2
381,Cosmetics,Serum,Liquid,3.44,3,0.74,0.73,10.68,8,68,1
382,Clothing & Textiles,Fabric Roll,Solid (Roll Form),8.68,3,0.47,0.14,10.72,7,20,5
383,Electronics & Consumer Goods,Laptop,Solid (Fragile),1.46,9,0.6,0.14,4.38,6,23,4
384,Clothing & Textiles,Bedding,Compressible Solid,6.92,6,0.42,0.13,9.73,4,26,1
385,Electronics & Consumer Goods,Laptop,Solid (Fragile),3.56,9,0.56,0.14,9.59,4,52,5
386,Electronics & Consumer Goods,Smartphone,Solid (Fragile),4.32,8,0.39,0.28,6.3,3,48,1
387,E-commerce & Logistics Goods,Books,Solid,11.14,5,0.22,0.22,9.3,4,67,2
388,Cosmetics,Perfume,Liquid (Volatile),3.46,5,0.62,0.78,3.3,5,67,5
389,Chemical Products,Industrial Acid,Liquid (Corrosive),5.89,5,0.7,0.89,29.25,6,16,2
390,Automotive Parts & Accessories,Engine Part,Solid (Heavy),25.43,2,0.55,0.09,41.75,9,50,4
391,Agriculture & Raw Materials,Grains,Granular Solid,14.23,6,1,0.15,20.64,9,50,4
392,Luxury & Specialty Items,Jewelry,Solid (Fragile),2.76,8,0.47,0.19,2.5,3,53,2
393,Electronics & Consumer Goods,Headphones,Solid,1.52,6,0.43,0.07,19.65,3,34,2
394,Clothing & Textiles,Shoes,Solid,4.66,4,0.52,0.09,16.94,7,17,3
395,Chemical Products,Chemical Powder,Powder,13.86,6,0.99,0.09,19.39,9,61,1
396,Automotive Parts & Accessories,Spare Part,Solid,12.62,5,0.41,0.17,3.31,8,20,1
397,Chemical Products,Solvent,Liquid (Flammable),2.61,4,0.48,0.73,33.38,3,62,3
398,Luxury & Specialty Items,Premium Perfume,Liquid,6.03,5,0.77,0.9,26.21,9,57,2
399,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),11.33,4,0.47,0.06,30.98,8,28,1
400,Cosmetics,Lipstick,Solid,14.02,5,0.57,0.11,19.26,6,64,1
401,Luxury & Specialty Items,Premium Perfume,Liquid,4.38,4,0.74,0.93,7.04,6,4,5
402,Pharmaceuticals & Healthcare,Ointment,Semi-solid,7.81,2,0.35,0.2,39.45,9,34,4
403,Agriculture & Raw Materials,Animal Feed,Granular Solid,15.3,6,0.91,0.2,8.77,4,33,2
404,Pharmaceuticals & Healthcare,Powder Medicine,Powder,9.75,6,0.9,0.3,8.84,5,23,2
405,Automotive Parts & Accessories,Engine Oil,Liquid,5.33,5,0.63,0.92,26.52,9,8,4
406,Automotive Parts & Accessories,Engine Oil,Liquid,5.71,3,0.44,0.88,12.06,4,31,4
407,Automotive Parts & Accessories,Engine Oil,Liquid,1.09,3,0.53,0.84,20.95,3,47,4
408,Automotive Parts & Accessories,Brake Fluid,Liquid,1.16,3,0.59,0.74,33.11,9,5,2
409,E-commerce & Logistics Goods,Books,Solid,10.18,3,0.34,0.29,13.3,4,4,3
410,E-commerce & Logistics Goods,Books,Solid,3.11,6,0.51,0.06,12.33,7,26,1
411,E-commerce & Logistics Goods,Books,Solid,12.3,6,0.27,0.06,23,6,31,2
412,Chemical Products,Chemical Powder,Powder,16.39,6,0.77,0.1,3.76,8,64,5
413,Cosmetics,Serum,Liquid,1.04,5,0.74,0.91,9.05,9,35,5
414,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,4.48,9,0.35,0.06,9.73,6,37,3
415,Agriculture & Raw Materials,Seeds,Granular Solid,8.02,3,0.97,0.22,19.75,3,16,4
416,Cosmetics,Perfume,Liquid (Volatile),5.15,4,0.72,0.94,4.17,6,9,2
417,E-commerce & Logistics Goods,Toys,Solid,8.93,4,0.47,0.28,16.16,3,41,4
418,Agriculture & Raw Materials,Seeds,Granular Solid,9.14,4,0.91,0.12,12.87,7,7,5
419,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,9.18,5,0.42,0.12,25.86,3,55,3
420,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),3.26,7,0.51,0.18,11.01,6,19,3
421,E-commerce & Logistics Goods,Toys,Solid,0.18,5,0.46,0.16,4.61,8,67,3
422,Luxury & Specialty Items,Jewelry,Solid (Fragile),4.46,8,0.59,0.26,4.79,9,40,1
423,Food & Beverages,Edible Oil,Liquid,0.83,3,0.51,0.85,19.58,4,34,5
424,Clothing & Textiles,T-shirt,Solid (Flexible),7.51,2,0.57,0.24,7.55,9,66,3
425,Automotive Parts & Accessories,Engine Oil,Liquid,8.73,3,0.78,0.82,30.06,7,51,1
426,Electronics & Consumer Goods,Home Appliance,Solid,10.78,5,0.26,0.16,25.83,7,65,4
427,Clothing & Textiles,T-shirt,Solid (Flexible),3.25,6,0.27,0.24,13.66,5,52,4
428,Pharmaceuticals & Healthcare,Powder Medicine,Powder,9.26,5,0.73,0.15,9.2,7,12,1
429,Food & Beverages,Dry Grains,Granular Solid,17.29,6,0.76,0.09,6.33,9,49,3
430,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.71,8,0.39,0.09,13.21,4,47,5
431,Cosmetics,Cream,Semi-solid,12.43,3,0.49,0.25,5.24,9,19,3
432,Chemical Products,Lubricant,Liquid,3.23,4,0.57,0.82,23.16,9,40,4
433,E-commerce & Logistics Goods,Books,Solid,11.19,5,0.47,0.18,24.89,7,60,5
434,Clothing & Textiles,Shoes,Solid,4.62,2,0.35,0.12,39.69,9,47,1
435,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),2.35,7,0.44,0.26,3.87,6,46,5
436,Food & Beverages,Dry Grains,Granular Solid,1.36,3,0.79,0.05,16,6,11,3
437,Agriculture & Raw Materials,Seeds,Granular Solid,7.97,4,0.97,0.06,6.76,9,5,1
438,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),0.06,8,0.42,0.15,14.95,9,32,1
439,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),9.55,3,0.67,0.72,23.03,6,63,3
440,Chemical Products,Solvent,Liquid (Flammable),1.95,5,0.57,0.92,21.39,4,45,5
441,Automotive Parts & Accessories,Engine Part,Solid (Heavy),38.9,3,0.4,0.26,8.9,6,33,4
442,Chemical Products,Industrial Acid,Liquid (Corrosive),2.08,5,0.44,0.79,27.98,8,23,3
443,Clothing & Textiles,Jeans,Solid (Flexible),12.21,2,0.34,0.05,28.82,7,46,5
444,Automotive Parts & Accessories,Engine Part,Solid (Heavy),30.55,3,0.27,0.12,25.24,5,53,4
445,Food & Beverages,Milk,Liquid,5.78,3,0.64,0.73,29.03,4,42,1
446,Electronics & Consumer Goods,Smartphone,Solid (Fragile),3.5,9,0.4,0.29,1.06,8,52,5
447,E-commerce & Logistics Goods,Books,Solid,13.78,5,0.52,0.26,7.85,6,68,1
448,Agriculture & Raw Materials,Seeds,Granular Solid,15.54,4,0.89,0.27,27.82,6,39,1
449,Luxury & Specialty Items,Jewelry,Solid (Fragile),1.03,8,0.49,0.14,4.69,5,21,2
450,Electronics & Consumer Goods,Tablet,Solid (Fragile),1.53,7,0.22,0.06,9.14,6,71,4
451,Electronics & Consumer Goods,Smartphone,Solid (Fragile),1.27,9,0.52,0.16,2.88,5,65,4
452,Clothing & Textiles,Fabric Roll,Solid (Roll Form),5.27,6,0.23,0.19,19.64,7,24,5
453,E-commerce & Logistics Goods,Toys,Solid,5.9,3,0.38,0.25,22.09,9,10,2
454,Automotive Parts & Accessories,Brake Fluid,Liquid,0.28,5,0.54,0.88,24.37,9,29,5
455,Agriculture & Raw Materials,Animal Feed,Granular Solid,19.96,2,0.75,0.06,43.62,8,32,3
456,Automotive Parts & Accessories,Spare Part,Solid,8.73,3,0.32,0.26,5.93,3,6,4
457,Agriculture & Raw Materials,Seeds,Granular Solid,7.08,4,0.86,0.2,32.29,3,43,2
458,Clothing & Textiles,Fabric Roll,Solid (Roll Form),12.76,4,0.54,0.18,5.77,3,62,4
459,E-commerce & Logistics Goods,Toys,Solid,13.9,4,0.58,0.1,12.94,9,63,5
460,Luxury & Specialty Items,Artwork,Highly Fragile Solid,4.46,8,0.41,0.07,6.38,4,25,5
461,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.08,8,0.43,0.06,5.02,9,70,1
462,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.71,8,0.43,0.12,8.83,7,41,4
463,Chemical Products,Chemical Powder,Powder,16.26,2,0.92,0.1,15.89,4,61,1
464,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,14.32,4,0.24,0.14,10.76,5,17,2
465,Clothing & Textiles,Shoes,Solid,9.67,4,0.4,0.14,12.06,8,5,5
466,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,4.5,9,0.49,0.18,8.18,7,51,1
467,Electronics & Consumer Goods,Tablet,Solid (Fragile),0.25,7,0.3,0.15,9.4,4,31,2
468,Pharmaceuticals & Healthcare,Syrup,Liquid,1.59,5,0.68,0.99,27.75,7,38,2
469,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),13.44,6,0.46,0.13,19.3,3,9,3
470,Clothing & Textiles,Fabric Roll,Solid (Roll Form),0.97,4,0.28,0.14,16.79,4,46,2
471,E-commerce & Logistics Goods,Home Decor,Fragile Solid,0.09,9,0.36,0.06,9.88,9,7,4
472,Electronics & Consumer Goods,Smartphone,Solid (Fragile),3.77,7,0.32,0.27,9.6,6,37,5
473,Food & Beverages,Biscuits,Fragile Solid,3.31,9,0.57,0.09,2.73,5,47,5
474,Cosmetics,Perfume,Liquid (Volatile),7.65,5,0.48,0.92,28.62,8,23,3
475,Cosmetics,Serum,Liquid,6.31,4,0.65,0.82,27.88,6,26,4
476,Luxury & Specialty Items,Jewelry,Solid (Fragile),4.58,9,0.36,0.22,1.36,9,50,3
477,Clothing & Textiles,Fabric Roll,Solid (Roll Form),4.79,4,0.41,0.14,10.12,9,13,5
478,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),5.31,6,0.47,0.25,13.08,6,47,4
479,Agriculture & Raw Materials,Animal Feed,Granular Solid,21.95,4,0.83,0.22,9.07,6,70,4
480,Luxury & Specialty Items,Watch,Solid (Fragile),1.9,8,0.29,0.23,4.36,5,42,4
481,Food & Beverages,Ready-to-Eat Meal,Semi-solid,13.17,2,0.52,0.19,11.84,4,18,2
482,Cosmetics,Cream,Semi-solid,12.39,6,0.55,0.16,22.51,8,47,5
483,Electronics & Consumer Goods,Home Appliance,Solid,14.41,5,0.53,0.08,29.59,3,52,5
484,Pharmaceuticals & Healthcare,Tablets,Solid,5.5,2,0.58,0.18,22.01,7,16,4
485,Food & Beverages,Snacks,Fragile Solid,2.02,8,0.54,0.06,1.78,9,57,1
486,Chemical Products,Paint,Liquid,7.85,4,0.48,0.89,9.02,5,27,4
487,Automotive Parts & Accessories,Brake Fluid,Liquid,1.5,5,0.5,0.75,8.4,6,46,3
488,Luxury & Specialty Items,Premium Perfume,Liquid,8.45,5,0.53,0.74,8.08,6,59,3
489,Luxury & Specialty Items,Artwork,Highly Fragile Solid,0.43,7,0.42,0.25,4.97,5,30,5
490,Chemical Products,Chemical Powder,Powder,5.29,2,0.91,0.18,31.72,7,24,3
491,Electronics & Consumer Goods,Smartphone,Solid (Fragile),2.25,7,0.38,0.21,6.88,7,66,4
492,Agriculture & Raw Materials,Seeds,Granular Solid,24.05,6,0.71,0.07,7.01,5,26,5
493,Clothing & Textiles,Fabric Roll,Solid (Roll Form),12.79,6,0.34,0.07,4.18,5,71,2
494,Luxury & Specialty Items,Artwork,Highly Fragile Solid,4.02,8,0.48,0.24,6.56,7,24,2
495,E-commerce & Logistics Goods,Books,Solid,1.01,4,0.38,0.2,16.09,9,7,4
496,Cosmetics,Nail Polish,Liquid (Flammable),8.15,3,0.62,0.81,22.1,8,20,2
497,E-commerce & Logistics Goods,Toys,Solid,13.06,2,0.42,0.07,14.8,7,22,2
498,Food & Beverages,Edible Oil,Liquid,7.51,5,0.42,0.75,16.64,9,37,4
499,Agriculture & Raw Materials,Seeds,Granular Solid,7.02,3,0.77,0.13,4.07,7,66,5
500,Food & Beverages,Snacks,Fragile Solid,2.08,9,0.45,0.07,8.74,6,3,2
501,Food & Beverages,Ready-to-Eat Meal,Semi-solid,11.3,3,0.41,0.14,5.23,3,62,1
502,Food & Beverages,Juice,Liquid,9.31,3,0.47,0.99,31.35,9,65,1
503,E-commerce & Logistics Goods,Toys,Solid,8.34,6,0.38,0.17,3.41,4,20,5
504,Clothing & Textiles,Shoes,Solid,2.95,5,0.55,0.11,5.16,5,50,4
505,Electronics & Consumer Goods,Laptop,Solid (Fragile),3.97,7,0.47,0.27,17.05,6,46,5
506,Automotive Parts & Accessories,Spare Part,Solid,7.2,6,0.26,0.13,17.73,9,7,5
507,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),1.01,8,0.4,0.18,9.07,7,17,5
508,Agriculture & Raw Materials,Grains,Granular Solid,18.05,4,0.74,0.13,33.39,8,64,4
509,Cosmetics,Lotion,Liquid,8.72,5,0.52,0.98,22.23,6,52,2
510,Food & Beverages,Flour,Powder,0.69,2,0.96,0.28,40.9,5,34,5
511,Cosmetics,Cream,Semi-solid,10.22,4,0.57,0.06,15.82,6,9,1
512,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.38,8,0.48,0.27,7.48,9,26,2
513,Luxury & Specialty Items,Premium Perfume,Liquid,0.22,5,0.59,0.9,27.62,5,44,2
514,Chemical Products,Paint,Liquid,7.29,5,0.43,0.78,8.99,6,57,2
515,Pharmaceuticals & Healthcare,Syrup,Liquid,1.07,4,0.73,0.87,7.81,3,14,3
516,Cosmetics,Lotion,Liquid,8.41,5,0.7,0.82,10.65,6,46,2
517,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.68,9,0.24,0.19,9.94,7,65,5
518,Automotive Parts & Accessories,Spare Part,Solid,0.75,3,0.26,0.25,11.73,3,67,3
519,Luxury & Specialty Items,Watch,Solid (Fragile),0.09,8,0.35,0.22,12.81,7,6,5
520,Automotive Parts & Accessories,Spare Part,Solid,9.36,4,0.5,0.18,29.29,8,64,2
521,Cosmetics,Lipstick,Solid,3.28,5,0.55,0.15,3.22,6,7,5
522,Clothing & Textiles,Bedding,Compressible Solid,2.01,6,0.43,0.06,9.32,8,66,1
523,Automotive Parts & Accessories,Brake Fluid,Liquid,2.05,4,0.42,0.97,13.92,5,8,2
524,Agriculture & Raw Materials,Animal Feed,Granular Solid,18.42,2,0.92,0.07,34.56,6,63,2
525,Luxury & Specialty Items,Watch,Solid (Fragile),2.73,8,0.23,0.26,10.94,9,20,3
526,Food & Beverages,Ready-to-Eat Meal,Semi-solid,3.91,3,0.52,0.1,19.54,3,40,5
527,Chemical Products,Lubricant,Liquid,6.39,4,0.63,0.73,15.43,8,22,4
528,Automotive Parts & Accessories,Brake Fluid,Liquid,6.19,4,0.71,0.95,27.23,5,49,1
529,Cosmetics,Cream,Semi-solid,14.78,4,0.45,0.29,16.68,6,22,4
530,Electronics & Consumer Goods,Laptop,Solid (Fragile),4.68,8,0.38,0.19,13.23,4,40,1
531,Clothing & Textiles,Fabric Roll,Solid (Roll Form),9.58,2,0.43,0.28,16.61,8,38,3
532,Chemical Products,Fertilizer,Granular Solid,9.69,5,0.94,0.15,29.15,3,53,1
533,Agriculture & Raw Materials,Grains,Granular Solid,5.98,3,0.85,0.11,19.65,6,61,2
534,Food & Beverages,Biscuits,Fragile Solid,0.71,9,0.23,0.17,8.78,7,32,1
535,Pharmaceuticals & Healthcare,Ointment,Semi-solid,14.32,4,0.48,0.28,18.3,4,29,2
536,Cosmetics,Serum,Liquid,1.49,4,0.67,0.99,4.44,7,62,4
537,Clothing & Textiles,Shoes,Solid,10.75,4,0.37,0.07,12.79,6,62,2
538,Cosmetics,Cream,Semi-solid,1.86,5,0.22,0.14,29.07,4,71,1
539,Food & Beverages,Sauce/Ketchup,Viscous Liquid,2.32,5,0.66,0.88,10.58,8,17,4
540,Agriculture & Raw Materials,Animal Feed,Granular Solid,3.6,6,0.73,0.29,15.94,3,36,1
541,Cosmetics,Perfume,Liquid (Volatile),1.17,4,0.45,0.76,14.15,7,69,5
542,Electronics & Consumer Goods,Smartphone,Solid (Fragile),4.66,9,0.27,0.19,9.19,9,3,2
543,Chemical Products,Paint,Liquid,5,5,0.65,0.79,6.63,3,49,2
544,Agriculture & Raw Materials,Seeds,Granular Solid,22.89,4,0.88,0.27,16.86,9,33,1
545,Chemical Products,Pesticide Liquid,Liquid,1.54,4,0.59,0.72,29.11,9,20,2
546,Luxury & Specialty Items,Artwork,Highly Fragile Solid,0.64,9,0.41,0.17,9.69,3,53,2
547,Automotive Parts & Accessories,Spare Part,Solid,0.51,5,0.25,0.26,23.55,6,61,5
548,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,6.26,5,0.35,0.12,28.33,6,34,1
549,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.45,7,0.38,0.19,10.66,7,24,2
