material_id,base_category,material_form,tensile_strength_mpa,thickness_mm,weight_capacity_kg,moisture_barrier_score,leakage_resistance_score,biodegradability_score,co2_kg_per_kg,recyclability_percent,cost_per_kg_inr
281,Sustainable,Seaweed-based Film,18.22,7.54,44,0.613,0.645,1,0.492,78.4,134.46
282,Plastic,PP,32.35,2.27,27.95,0.88,0.805,0.04,1.673,73.2,140.27
283,Sustainable,Seaweed-based Film,17.85,6.11,40.08,0.614,0.649,1,0.579,72.8,156.04
284,Metal,Tinplate (Coated Steel),255.44,6.64,580.45,0.939,1,0,1.839,99.9,150.23
285,Metal,Steel (304 Grade),402,0.94,137.85,1,0.896,0,2.402,91.4,155.21
286,Sustainable,Bagasse,19.71,4.74,27.63,0.367,0.396,0.964,0.453,81,70.55
287,Plastic,PP,24.83,0.99,11.33,0.918,1,0.037,1.233,84.2,186.75
288,Metal,Steel (304 Grade),408.86,1.1,159.21,1,1,0,2.781,85.3,150.23
289,Glass,Borosilicate Glass,75.46,1.58,35.93,0.94,0.806,0,1.379,88.6,102.09
290,Glass,Borosilicate Glass,76.27,6.42,267.26,1,0.81,0,1.102,97,82.17
291,Paper,Kraft Paper,24.01,6.72,75.58,0.285,0.17,1,0.717,94.1,67.23
292,Metal,Aluminum Alloy 3003,107.81,4.57,198.62,1,0.826,0,7.632,99.5,244.85
293,Sustainable,Bagasse,20.58,2.25,23.38,0.35,0.38,1,0.544,74.2,79.68
294,Bioplastic,PLA,50.63,5.05,127.61,0.735,0.677,0.816,1.339,52,243.19
295,Glass,Borosilicate Glass,75.39,3.25,127.46,0.968,0.863,0,1.067,98,87.15
296,Glass,Tempered Glass,81.28,7.53,278.2,0.927,0.827,0,1.393,85.8,86.32
297,Metal,Steel (304 Grade),410.27,6.8,1186.13,1,0.944,0,2.418,91.1,162.68
298,Glass,Soda-Lime Glass,69.11,3.47,108.17,1,0.828,0,1.147,92,71.38
299,Metal,Aluminum Rigid (Can Grade),92.35,5.1,165.73,0.947,0.948,0,7.211,100,258.96
300,Glass,Tempered Glass,79.61,3.78,99.31,1,0.924,0,1.496,82.9,115.37
301,Metal,Aluminum Foil (Thin Gauge),63.49,6.39,196.37,1,0.943,0,5.424,100,245.68
302,Paper,Kraft Paper,23.51,1.05,10.54,0.316,0.193,0.985,0.699,95,69.72
303,Sustainable,Seaweed-based Film,18.53,1.16,6.67,0.64,0.703,0.995,0.658,67.7,149.4
304,Metal,Aluminum Rigid (Can Grade),95.64,7.01,260.65,0.948,0.907,0,8.184,96.7,292.99
305,Sustainable,Hemp Fiber Board,28.12,1.69,15.2,0.48,0.542,0.98,0.7,85,126.16
306,Metal,Tinplate (Coated Steel),246.57,3.24,370.31,1,1,0,1.902,98.8,104.58
307,Glass,Borosilicate Glass,76.24,2.38,56.25,1,1,0,1.219,93.4,91.3
308,Metal,Steel (304 Grade),407,2.2,342.95,1,0.975,0,2.731,86.1,165.17
309,Paper,Corrugated Board,39.49,1.62,26.94,0.347,0.247,1,1.064,91.5,89.64
310,Sustainable,Hemp Fiber Board,28.51,0.48,6.43,0.429,0.4,0.922,0.649,87.5,102.92
311,Plastic,PP,34.21,6.82,81.15,0.955,0.75,0.038,1.781,70.5,168.49
312,Glass,Borosilicate Glass,74.1,2.24,56.35,0.944,0.81,0,1.118,96.4,75.53
313,Glass,Soda-Lime Glass,70.07,4.44,142.69,0.964,1,0,0.949,99.4,58.1
314,Glass,Soda-Lime Glass,68.21,7.65,269.03,0.92,0.916,0,0.951,99.3,68.06
315,Plastic,PET,43.73,1.14,22.8,0.969,0.936,0.02,1.979,84.4,162.68
316,Metal,Aluminum Rigid (Can Grade),95.39,6.01,230.99,0.986,0.835,0,5.664,100,217.46
317,Paper,Corrugated Board,36.41,2.39,31.39,0.362,0.272,0.902,0.99,94.5,90.47
318,Sustainable,Bagasse,19.82,0.61,4.95,0.349,0.338,0.988,0.594,70.5,89.64
319,Sustainable,Seaweed-based Film,17.8,6.07,58.01,0.67,0.566,0.893,0.542,75.2,120.35
320,Paper,Molded Pulp,15.06,0.53,3.23,0.212,0.145,1,0.529,90.3,73.87
321,Metal,Aluminum Foil (Thin Gauge),63.95,5.93,176.65,0.945,0.827,0,7.77,91.3,273.9
322,Plastic,PP,28.96,2.8,31.43,0.934,0.821,0.041,1.446,78.8,111.22
323,Plastic,PP,26.79,7.68,102.18,0.951,0.783,0.041,1.346,81.3,151.89
324,Metal,Steel (304 Grade),401.41,4.11,873.61,1,0.849,0,2.386,91.7,140.27
325,Paper,Kraft Paper,27.33,5.53,75.73,0.287,0.192,1,0.835,88.3,71.38
326,Sustainable,Bagasse,20.43,3.34,31.44,0.338,0.43,1,0.569,72.4,90.47
327,Metal,Tinplate (Coated Steel),247.89,7.79,669.42,0.974,0.925,0,2.16,94.1,152.72
328,Glass,Soda-Lime Glass,68.25,4.23,108.82,0.992,0.991,0,0.926,100,58.1
329,Paper,Corrugated Board,30.79,5.07,58.44,0.356,0.201,0.875,0.823,100,104.58
330,Metal,Aluminum Rigid (Can Grade),97.45,5.87,258.81,1,0.916,0,6.106,100,174.3
331,Paper,Molded Pulp,16.72,3.56,24.16,0.187,0.128,0.911,0.591,86.8,60.59
332,Metal,Aluminum Foil (Thin Gauge),66.03,1.17,38.13,0.996,1,0,5.699,100,213.31
333,Paper,Corrugated Board,38.37,6.63,107.49,0.346,0.244,1,1.018,93.4,104.58
334,Metal,Tinplate (Coated Steel),242.85,4.26,471.61,0.949,0.939,0,2.193,93.5,124.5
335,Plastic,PP,26.45,2.43,33.18,0.92,0.781,0.04,1.327,81.8,227.42
336,Glass,Borosilicate Glass,73.89,7.69,195.67,0.938,0.844,0,1.252,92.5,87.98
337,Metal,Tinplate (Coated Steel),256.87,0.5,62.52,1,1,0,2.22,93,122.01
338,Paper,Kraft Paper,28.2,5.16,42.97,0.311,0.214,0.889,0.834,88.3,55.61
339,Metal,Aluminum Alloy 3003,110.29,3.88,207.04,1,0.969,0,7.301,100,283.86
340,Paper,Molded Pulp,18.43,7.31,64.04,0.194,0.15,0.98,0.668,82.5,71.38
341,Metal,Aluminum Rigid (Can Grade),92.85,6.41,234.29,1,1,0,8.446,95.3,263.94
342,Sustainable,Seaweed-based Film,17.68,6.07,43.74,0.639,0.589,0.959,0.656,67.8,167.66
343,Metal,Aluminum Alloy 3003,110.36,1.81,84.94,0.975,0.999,0,8.007,97.6,311.25
344,Metal,Aluminum Alloy 3003,111.83,2.41,100.44,1,0.816,0,8.206,96.6,268.09
345,Sustainable,Mycelium Packaging,15.4,4.17,26.31,0.208,0.242,1,0.297,71.6,97.94
346,Sustainable,Mycelium Packaging,14.59,6.24,32.37,0.199,0.215,1,0.353,65.3,101.26
347,Plastic,PP,26.66,5.45,44.17,0.932,0.864,0.041,1.298,82.5,194.22
348,Glass,Borosilicate Glass,74.7,2.81,101,0.95,0.901,0,1.012,99.7,63.91
349,Paper,Kraft Paper,28.79,2.23,33.61,0.309,0.194,0.988,0.838,88.1,54.78
350,Paper,Molded Pulp,16.59,7.72,50.61,0.194,0.137,0.924,0.572,87.8,68.06
351,Paper,Corrugated Board,30.42,0.25,3.53,0.329,0.247,0.985,0.789,100,90.47
352,Sustainable,Bagasse,20.54,5.25,53.19,0.328,0.343,1,0.501,77.4,95.45
353,Bioplastic,PLA,51.38,1.25,27.67,0.69,0.642,0.87,0.958,64.2,265.6
354,Metal,Aluminum Foil (Thin Gauge),65.1,0.62,18.77,1,0.968,0,7.891,90.6,227.42
355,Bioplastic,PLA,50.61,3.89,88.76,0.645,0.797,0.867,1.089,60,205.01
356,Paper,Kraft Paper,24.11,1.43,17.63,0.321,0.168,1,0.705,94.7,70.55
357,Plastic,HDPE,25.02,4.67,43.04,0.979,0.998,0.052,1.822,66.8,175.96
358,Sustainable,Hemp Fiber Board,28.28,2.38,26.03,0.483,0.454,1,0.616,89.2,119.52
359,Sustainable,Seaweed-based Film,17.89,4.21,38.32,0.687,0.717,1,0.634,69.2,145.25
360,Glass,Soda-Lime Glass,68.36,4.77,129.33,0.968,1,0,1.156,91.7,65.57
361,Metal,Aluminum Rigid (Can Grade),94.74,6.49,306.34,0.961,0.912,0,7.905,98.2,231.57
362,Sustainable,Hemp Fiber Board,28.42,3.02,29.23,0.458,0.484,1,0.715,84.3,93.79
363,Plastic,PET,46.15,6.91,122.85,0.867,0.968,0.021,1.985,84.3,144.42
364,Glass,Soda-Lime Glass,70.13,2.74,68.78,1,0.833,0,0.929,100,65.57
365,Metal,Aluminum Foil (Thin Gauge),65.47,2.49,84.25,0.939,0.864,0,6.547,98.2,223.27
366,Sustainable,Mycelium Packaging,14.96,0.37,2.27,0.19,0.245,0.996,0.379,62.4,93.79
367,Sustainable,Seaweed-based Film,17.66,2.71,15.02,0.635,0.748,1,0.598,71.6,144.42
368,Plastic,PET,46.5,2.89,48.57,0.945,0.925,0.02,2.024,83.6,135.29
369,Sustainable,Mycelium Packaging,15.4,3.79,20.94,0.211,0.246,0.998,0.355,65.1,120.35
370,Paper,Kraft Paper,21.49,5.12,43.66,0.321,0.209,0.98,0.63,98.5,59.76
371,Metal,Tinplate (Coated Steel),247.08,1.07,109.66,1,0.873,0,2.099,95.2,141.93
372,Sustainable,Bagasse,20,1,7.4,0.362,0.434,1,0.45,81.2,87.98
373,Metal,Steel (304 Grade),389.86,3.36,708.34,1,0.856,0,2.391,91.6,120.35
374,Sustainable,Seaweed-based Film,18.48,6.72,55.16,0.628,0.696,0.897,0.57,73.4,116.2
375,Glass,Soda-Lime Glass,71.79,4.46,110.88,0.974,1,0,0.806,100,61.42
376,Sustainable,Mycelium Packaging,15.22,2.2,12.26,0.185,0.218,1,0.276,74,102.09
377,Plastic,HDPE,21.63,5.58,40.58,1,1,0.047,1.5,74.5,119.52
378,Metal,Aluminum Foil (Thin Gauge),66.91,2.33,68.13,0.989,0.923,0,6.477,98.6,217.46
379,Glass,Tempered Glass,79.31,7.39,253.58,1,1,0,1.102,94,94.62
380,Metal,Steel (304 Grade),400.48,5.13,1063.46,0.93,0.865,0,2.091,96.4,165.17
381,Sustainable,Mycelium Packaging,15.01,1.11,6.31,0.207,0.269,0.984,0.293,72.1,122.01
382,Glass,Soda-Lime Glass,69.41,6.22,143.04,1,1,0,1.086,94.3,50.63
383,Sustainable,Bagasse,20.36,1.81,13.91,0.324,0.357,1,0.47,79.7,78.85
384,Bioplastic,PLA,49.68,7.73,185.7,0.665,0.822,0.804,1.37,51,233.23
385,Plastic,PET,44.44,2.21,44.19,0.881,0.772,0.022,2.018,83.7,188.41
386,Plastic,PET,39.77,0.35,6.2,0.876,1,0.021,1.656,90.2,247.34
387,Metal,Steel (304 Grade),406.25,4.64,887.1,1,0.832,0,2.063,96.8,168.49
388,Glass,Soda-Lime Glass,69.56,3.61,112.13,1,0.821,0,1.162,91.4,72.21
389,Sustainable,Hemp Fiber Board,27.91,7.75,68.05,0.42,0.412,0.917,0.878,76.1,117.86
390,Sustainable,Seaweed-based Film,18.11,3.11,27.39,0.599,0.573,0.949,0.553,74.5,111.22
391,Glass,Soda-Lime Glass,70.43,2.76,97.35,1,0.806,0,0.974,98.5,49.8
392,Sustainable,Seaweed-based Film,18.38,2.31,21.37,0.67,0.744,1,0.687,65.8,167.66
393,Plastic,PP,32.58,6.53,83.36,0.975,0.892,0.039,1.659,73.5,124.5
394,Sustainable,Mycelium Packaging,15.22,5.25,31.04,0.208,0.206,1,0.276,74,107.9
395,Sustainable,Seaweed-based Film,17.59,1.68,9.13,0.647,0.72,0.97,0.569,73.4,105.41
396,Sustainable,Mycelium Packaging,15.34,2.14,9.89,0.211,0.265,1,0.347,66,117.86
397,Bioplastic,PLA,49.01,5.79,147.22,0.745,0.681,0.899,1.306,53,186.75
398,Metal,Steel (304 Grade),399.99,4.85,745.3,0.928,0.956,0,2.579,88.5,153.55
399,Plastic,HDPE,23.72,1.22,9.76,0.99,0.932,0.046,1.708,69.6,141.1
400,Plastic,PP,26.48,4.62,38.96,0.975,0.972,0.043,1.315,82.1,174.3
401,Paper,Corrugated Board,36.79,0.79,15.84,0.367,0.265,0.875,0.975,95.1,87.98
402,Bioplastic,PLA,51.08,0.44,10.69,0.699,0.764,0.9,1.342,51.9,245.68
403,Metal,Tinplate (Coated Steel),245.32,0.76,91.49,1,1,0,2.481,88.3,129.48
404,Sustainable,Seaweed-based Film,18.46,2.28,17.76,0.689,0.632,0.948,0.671,66.9,141.1
405,Sustainable,Seaweed-based Film,18.32,6.33,54.03,0.603,0.714,1,0.546,74.9,102.09
406,Plastic,HDPE,20.25,1.5,13.38,0.885,0.853,0.053,1.394,77,196.71
407,Paper,Molded Pulp,17.46,6.61,58.19,0.196,0.127,0.999,0.618,85.3,76.36
408,Paper,Corrugated Board,28.09,7.89,77.79,0.357,0.213,0.948,0.747,100,86.32
409,Sustainable,Seaweed-based Film,17.88,7.27,56.49,0.67,0.656,1,0.608,70.9,141.1
410,Plastic,PET,38.65,3.17,56.22,0.945,1,0.021,1.664,90,205.84
411,Metal,Aluminum Rigid (Can Grade),92.62,4.17,121.66,0.925,0.982,0,6.015,100,214.97
412,Glass,Borosilicate Glass,73.75,6.92,211.01,0.935,0.827,0,1.218,93.5,79.68
413,Plastic,PET,46,4.03,90.25,0.927,0.769,0.021,2.04,83.3,189.24
414,Paper,Molded Pulp,15.69,5.96,48.35,0.203,0.148,0.902,0.548,89.1,81.34
415,Glass,Tempered Glass,79.73,1.76,52.88,0.985,0.89,0,1.369,86.5,111.22
416,Paper,Molded Pulp,19.36,7.18,57.97,0.207,0.164,1,0.703,80.5,63.91
417,Sustainable,Bagasse,19.98,7.94,62.78,0.358,0.374,1,0.525,75.6,78.02
418,Plastic,PP,30.41,7.29,86.97,0.923,0.975,0.038,1.513,77.2,148.57
419,Metal,Steel (304 Grade),410.11,0.2,25,0.948,0.856,0,2.726,86.2,143.59
420,Paper,Molded Pulp,20.77,3.2,23.38,0.198,0.152,1,0.758,77.4,84.66
421,Glass,Soda-Lime Glass,69.45,1.04,28.87,0.997,0.879,0,1.094,94,51.46
422,Paper,Molded Pulp,18.66,6.43,58.77,0.195,0.147,1,0.663,82.7,67.23
423,Paper,Molded Pulp,20.78,6.54,53.64,0.202,0.124,1,0.733,78.8,82.17
424,Paper,Kraft Paper,24.53,2.88,29.05,0.284,0.182,0.985,0.738,93.1,63.91
425,Metal,Tinplate (Coated Steel),251.82,8,619.8,0.99,0.938,0,1.876,99.2,131.14
426,Plastic,HDPE,24.05,4.59,41.02,0.876,0.932,0.053,1.747,68.6,134.46
427,Sustainable,Hemp Fiber Board,27.68,2.25,20.21,0.468,0.51,0.927,0.765,81.7,106.24
428,Plastic,PP,27.14,5.83,76.65,0.967,1,0.038,1.292,82.7,173.47
429,Paper,Molded Pulp,19.59,2.67,22.88,0.215,0.139,1,0.719,79.6,61.42
430,Paper,Molded Pulp,16.41,4.92,34.48,0.205,0.134,1,0.566,88.2,65.57
431,Bioplastic,PLA,48.93,2.59,51.7,0.685,0.69,0.839,1.162,57.6,178.45
432,Glass,Borosilicate Glass,74.92,1.25,43.11,1,0.994,0,1.065,98,83
433,Metal,Tinplate (Coated Steel),245,7.38,650.46,0.94,0.944,0,2.472,88.5,124.5
434,Sustainable,Hemp Fiber Board,28.06,7.16,76.73,0.472,0.457,1,0.611,89.5,104.58
435,Paper,Corrugated Board,39.04,6.18,116.64,0.322,0.235,0.974,1.048,92.1,112.88
436,Glass,Soda-Lime Glass,70.61,7.28,245.39,0.964,0.846,0,1.032,96.3,53.12
437,Bioplastic,PLA,49.29,0.34,5.68,0.736,0.81,0.784,1.033,61.8,236.55
438,Sustainable,Bagasse,20.41,7.24,67.73,0.328,0.425,0.964,0.536,74.8,89.64
439,Paper,Molded Pulp,19.47,3.72,36.41,0.193,0.146,1,0.687,81.4,80.51
440,Metal,Steel (304 Grade),404.55,1.47,234.53,1,0.876,0,2.647,87.5,164.34
441,Plastic,HDPE,18.75,5.59,33.29,0.966,0.89,0.049,1.277,79.8,178.45
442,Glass,Soda-Lime Glass,71.85,2.61,66.47,0.925,0.826,0,1.056,95.4,58.93
443,Glass,Tempered Glass,79.7,4.01,108.23,0.945,0.877,0,1.348,87.1,115.37
444,Paper,Kraft Paper,30.1,1.3,13.57,0.288,0.17,0.947,0.882,85.9,66.4
445,Sustainable,Hemp Fiber Board,28.02,1.26,11.68,0.432,0.457,0.949,0.855,77.3,144.42
446,Glass,Borosilicate Glass,73.96,2.79,105.34,1,1,0,1.277,91.7,99.6
447,Bioplastic,PLA,50.91,6.68,109.33,0.722,0.786,0.875,1.307,53,239.87
448,Plastic,HDPE,21.98,1.84,16.14,0.911,1,0.049,1.594,72.2,132.8
449,Plastic,PP,27.75,3.05,25.38,0.882,0.993,0.042,1.408,79.8,109.56
450,Metal,Tinplate (Coated Steel),253.34,4.9,616.86,1,1,0,2.087,95.4,152.72
451,Sustainable,Bagasse,20.57,6.97,44.97,0.367,0.42,0.987,0.586,71,80.51
452,Sustainable,Hemp Fiber Board,28.47,5.12,75.54,0.43,0.439,1,0.743,82.8,118.69
453,Sustainable,Mycelium Packaging,14.8,2.19,11.94,0.205,0.255,0.947,0.356,65,111.22
454,Glass,Tempered Glass,82.4,6.13,192.94,1,0.982,0,1.35,87,113.71
455,Glass,Tempered Glass,79.49,6.25,268,1,0.982,0,1.313,88.1,83
456,Sustainable,Seaweed-based Film,18.04,1.26,9.17,0.69,0.74,0.905,0.692,65.5,147.74
457,Paper,Corrugated Board,39.51,0.59,9.24,0.346,0.206,1,1.093,90.3,98.77
458,Paper,Molded Pulp,17.01,1.82,14.27,0.194,0.144,0.951,0.595,86.6,65.57
459,Paper,Kraft Paper,24.56,6.53,48.53,0.311,0.219,1,0.725,93.8,56.44
460,Plastic,HDPE,18.66,4.01,26.36,0.937,0.968,0.052,1.272,79.9,218.29
461,Metal,Tinplate (Coated Steel),251.61,6.22,520.28,1,0.919,0,2.339,90.9,111.22
462,Sustainable,Bagasse,19.47,7.27,44.05,0.364,0.389,1,0.577,71.7,86.32
463,Bioplastic,PLA,49.58,3.54,95.24,0.727,0.707,0.786,1.023,62.1,228.25
464,Paper,Kraft Paper,27.07,3.91,53.17,0.277,0.191,0.925,0.788,90.6,72.21
465,Plastic,HDPE,19.8,2.91,19.57,0.892,0.998,0.051,1.339,78.3,219.95
466,Metal,Steel (304 Grade),406.12,6.71,1425.88,1,0.993,0,2.57,88.7,125.33
467,Plastic,HDPE,22.67,1.8,17.48,0.945,0.951,0.05,1.625,71.5,163.51
468,Plastic,PP,33.93,5.68,57.52,0.926,0.773,0.039,1.725,71.9,125.33
469,Metal,Steel (304 Grade),393.64,7.79,962.61,1,0.904,0,2.623,87.8,173.47
470,Paper,Kraft Paper,23.27,4.05,43.62,0.286,0.205,0.977,0.691,95.5,58.1
471,Metal,Steel (304 Grade),394.6,3.14,423.43,1,0.829,0,2.209,94.5,131.97
472,Paper,Corrugated Board,28.43,4.2,35.32,0.357,0.208,0.95,0.747,100,102.92
473,Metal,Steel (304 Grade),399.01,5.55,876.15,1,1,0,2.798,85,166.83
474,Paper,Kraft Paper,20.63,3.31,25.4,0.301,0.178,0.975,0.594,100,54.78
475,Sustainable,Mycelium Packaging,15,0.82,4.11,0.188,0.225,0.978,0.324,68.5,84.66
476,Metal,Tinplate (Coated Steel),244.29,1.73,167.05,0.948,0.991,0,1.912,98.6,124.5
477,Sustainable,Seaweed-based Film,17.56,7.24,58.95,0.629,0.633,1,0.488,78.6,140.27
478,Plastic,HDPE,20.48,0.94,9.97,1,1,0.05,1.404,76.7,179.28
479,Metal,Tinplate (Coated Steel),244.21,5.74,717.98,1,0.971,0,1.831,100,131.97
480,Plastic,HDPE,20.3,2.09,16.06,0.88,0.88,0.052,1.377,77.4,219.95
481,Glass,Soda-Lime Glass,68.88,2.18,80.18,0.947,0.93,0,1.04,96,66.4
482,Metal,Steel (304 Grade),409.91,3.16,602.63,0.971,1,0,2.462,90.4,127.82
483,Sustainable,Seaweed-based Film,18.35,2.55,23.46,0.656,0.605,1,0.688,65.8,136.95
484,Metal,Aluminum Foil (Thin Gauge),65.48,1.99,66.65,0.976,0.853,0,5.91,100,216.63
485,Paper,Molded Pulp,16.36,0.95,6.9,0.19,0.162,1,0.553,88.9,78.85
486,Sustainable,Mycelium Packaging,15.19,1.09,7.25,0.188,0.234,0.993,0.388,61.4,129.48
487,Plastic,PP,27.41,4.61,61.2,0.964,0.908,0.038,1.398,80.1,122.01
488,Paper,Corrugated Board,27.5,7.44,86.43,0.347,0.235,1,0.731,100,83
489,Paper,Corrugated Board,38.6,1.06,14.74,0.375,0.232,0.914,1.042,92.4,101.26
490,Paper,Corrugated Board,34.03,7.58,127.05,0.377,0.258,0.988,0.94,96.6,79.68
491,Glass,Borosilicate Glass,76.75,2.64,81.58,0.978,0.955,0,1.211,93.7,78.02
492,Sustainable,Mycelium Packaging,15.22,5.49,41.22,0.189,0.237,0.913,0.325,68.5,95.45
493,Paper,Molded Pulp,20.14,1.23,9.16,0.214,0.133,1,0.703,80.5,72.21
494,Paper,Corrugated Board,40.07,3.06,47.99,0.364,0.209,0.913,1.068,91.3,116.2
495,Metal,Aluminum Rigid (Can Grade),95.94,4.04,191.41,1,0.923,0,5.817,100,239.87
496,Metal,Steel (304 Grade),399.63,6.9,1122.89,1,1,0,2.276,93.4,168.49
497,Sustainable,Hemp Fiber Board,27.18,7.77,107.31,0.48,0.424,0.984,0.881,75.9,123.67
498,Glass,Borosilicate Glass,75.11,0.47,14.92,1,0.886,0,1.382,88.5,70.55
499,Sustainable,Mycelium Packaging,14.65,0.38,1.67,0.202,0.25,1,0.346,66.1,97.94
500,Sustainable,Hemp Fiber Board,28.71,4.92,55.07,0.423,0.495,1,0.832,78.4,112.05
501,Paper,Corrugated Board,38.62,3.14,40.51,0.354,0.23,0.936,1.093,90.3,117.03
502,Metal,Steel (304 Grade),391.08,7.84,1013.53,1,1,0,2.714,86.4,153.55
503,Metal,Tinplate (Coated Steel),247.68,7.79,701.93,0.96,1,0,2.407,89.7,126.99
504,Plastic,PP,31.85,1.86,31.67,0.984,0.998,0.04,1.594,75.1,146.91
505,Paper,Molded Pulp,21.89,6.83,76.52,0.195,0.147,0.984,0.8,75,67.23
506,Metal,Aluminum Foil (Thin Gauge),66.05,5.73,135.46,0.952,0.86,0,6.07,100,190.9
507,Sustainable,Bagasse,20.02,2.75,23.36,0.352,0.322,0.907,0.406,84.6,69.72
508,Sustainable,Mycelium Packaging,14.98,5.01,32.34,0.208,0.206,0.939,0.341,66.6,113.71
509,Sustainable,Seaweed-based Film,18.51,2.83,19.86,0.633,0.591,1,0.536,75.5,153.55
510,Metal,Aluminum Foil (Thin Gauge),64.63,5.19,155.83,1,1,0,7.075,95.2,260.62
511,Metal,Aluminum Foil (Thin Gauge),63.12,1.73,53.84,0.993,0.829,0,5.6,100,257.3
512,Plastic,HDPE,21.93,4.03,46.55,0.94,0.786,0.046,1.556,73.2,132.8
513,Sustainable,Bagasse,19.87,3.26,30.31,0.324,0.323,1,0.45,81.2,87.15
514,Metal,Aluminum Foil (Thin Gauge),65.67,2.73,72.27,1,0.88,0,5.459,100,260.62
515,Paper,Kraft Paper,25.53,1.2,10.61,0.279,0.196,0.965,0.768,91.6,63.91
516,Plastic,PP,27.22,6.82,89.33,0.873,1,0.041,1.387,80.3,114.54
517,Plastic,PP,35.5,4.89,91.47,0.871,0.964,0.037,1.788,70.3,180.94
518,Metal,Aluminum Foil (Thin Gauge),63.74,3.44,116.64,1,0.909,0,6.355,99.3,210.82
519,Plastic,PET,49.67,6.76,120.86,0.936,0.941,0.021,2.183,80.7,143.59
520,Sustainable,Bagasse,19.44,5.89,61.37,0.322,0.354,0.902,0.557,73.2,101.26
521,Glass,Borosilicate Glass,74.36,0.49,10.81,0.955,1,0,1.144,95.7,64.74
522,Paper,Molded Pulp,15.85,6.23,47.08,0.189,0.13,0.918,0.556,88.7,77.19
523,Plastic,PET,41.34,6.77,102.68,0.867,0.767,0.02,1.812,87.4,188.41
524,Plastic,PET,42.88,1.67,38.25,0.868,0.818,0.021,1.917,85.5,141.1
525,Plastic,PP,27.95,4.63,64.17,0.982,0.785,0.043,1.384,80.4,157.7
526,Metal,Aluminum Alloy 3003,107.47,2.71,154.99,0.961,0.824,0,6.083,100,235.72
527,Sustainable,Bagasse,19.68,3.26,20.37,0.348,0.413,1,0.54,74.5,87.98
528,Paper,Corrugated Board,36.06,2.87,53.12,0.324,0.256,0.978,0.946,96.3,96.28
529,Plastic,HDPE,20.51,5.88,41.18,0.88,0.939,0.05,1.477,75,120.35
530,Glass,Tempered Glass,80.49,5.09,140.13,0.958,0.978,0,1.427,84.9,115.37
531,Metal,Tinplate (Coated Steel),253.97,2.83,324.16,0.997,0.9,0,1.781,100,107.9
532,Glass,Borosilicate Glass,72.82,1.08,29.93,0.934,0.895,0,1.172,94.8,95.45
533,Plastic,PET,44.64,0.9,14.95,0.93,0.842,0.021,1.944,85,166.83
534,Paper,Corrugated Board,35.28,4.28,63.3,0.375,0.22,0.981,0.931,96.9,103.75
535,Bioplastic,PLA,51.26,4.71,127.23,0.67,0.787,0.917,1.186,56.9,200.86
536,Glass,Borosilicate Glass,73.17,7.71,252.78,0.98,1,0,1.383,88.5,68.89
537,Bioplastic,PLA,50.02,0.71,11.83,0.65,0.654,0.854,1.198,56.5,217.46
538,Metal,Steel (304 Grade),399.02,6.52,1232.88,1,1,0,2.495,89.9,180.94
539,Metal,Aluminum Alloy 3003,112.14,2.8,110.46,0.985,0.808,0,7.061,100,232.4
540,Glass,Borosilicate Glass,73.67,0.63,19.45,1,0.995,0,1.355,89.3,68.89
541,Plastic,PP,24.88,3.71,31.46,0.853,0.929,0.042,1.227,84.3,196.71
542,Metal,Steel (304 Grade),408.64,2.46,405.58,0.965,0.825,0,2.598,88.2,126.16
543,Metal,Aluminum Alloy 3003,109.7,2.44,141.01,1,0.999,0,6.167,100,200.86
544,Metal,Aluminum Rigid (Can Grade),92.59,6.94,265.07,1,1,0,8.364,95.7,255.64
545,Glass,Tempered Glass,78.28,6.74,160.8,1,1,0,1.387,86,82.17
546,Metal,Aluminum Rigid (Can Grade),92.87,5.14,247.44,0.999,0.832,0,6.783,100,249.83
547,Metal,Aluminum Rigid (Can Grade),95.98,1.49,73.69,1,0.996,0,6.395,100,229.08
548,Metal,Aluminum Alloy 3003,113.28,7.68,368.19,1,1,0,7.945,97.9,323.7
549,Metal,Aluminum Rigid (Can Grade),94.45,5.15,215.5,0.977,1,0,7.602,99.8,258.13
550,Metal,Steel (304 Grade),399.47,2.25,291.36,1,0.843,0,1.941,98.8,119.52
551,Metal,Steel (304 Grade),408.02,1.81,351.09,1,0.994,0,2.213,94.4,117.86
552,Bioplastic,PLA,50.89,0.94,20.29,0.746,0.82,0.873,1.317,52.7,187.58
553,Paper,Molded Pulp,16.37,5.18,29.65,0.191,0.157,1,0.555,88.8,57.27
554,Glass,Soda-Lime Glass,68.62,4.3,159.3,0.933,0.946,0,0.905,100,47.31
555,Glass,Soda-Lime Glass,68.59,5.06,126.34,0.995,0.978,0,0.873,100,55.61
556,Paper,Molded Pulp,18.51,0.3,1.74,0.198,0.137,1,0.633,84.4,87.98
557,Bioplastic,PLA,50.4,2.77,58.95,0.666,0.729,0.811,1.132,58.6,161.02
558,Paper,Molded Pulp,18.8,0.62,5.98,0.206,0.161,0.915,0.686,81.4,76.36
559,Glass,Soda-Lime Glass,71.69,6.61,250.46,0.967,0.867,0,1.146,92,48.97
560,Paper,Molded Pulp,19.35,4.38,33.32,0.212,0.124,0.991,0.699,80.7,68.06
561,Paper,Molded Pulp,18.33,3.63,28.25,0.213,0.145,1,0.645,83.7,80.51
