product_id,product_category_name,product_weight_kg,product_volume_inch,length_inch,width_inch,height_inch,final_category
P000340,Consumer Electronic Device,18.06,589.89,3.76,17.49,8.97,Electronics
P000341,Cosmetic Kit,1.55,210.38,5.31,5.66,7,Cosmetics & Beauty
P000342,Medicine Box,0.21,88.38,7.83,4.57,2.47,Pharmaceuticals
P000343,Consumer Electronic Device,22.26,525.38,9.58,17.3,3.17,Electronics
P000344,Packaged Snack Box,2.18,1019.89,13.45,9.35,8.11,Food & Beverages
P000345,Packaged Snack Box,1.99,272.58,11.07,4.07,6.05,Food & Beverages
P000346,Medicine Box,0.07,28.37,3.08,4.13,2.23,Pharmaceuticals
P000347,Industrial Equipment Part,54.25,13200.37,58.78,6.75,33.27,Industrial Goods
P000348,Packaged Snack Box,3.17,424.74,13.18,8.2,3.93,Food & Beverages
P000349,Personal Care Product,0.87,134.17,5.41,4.98,4.98,Personal Care
P000350,Cosmetic Kit,2.98,111.3,5.1,8.8,2.48,Cosmetics & Beauty
P000351,Home Utility Item,0.68,1884.59,18.89,19.26,5.18,Home & Living
P000352,Packaged Snack Box,2.92,556.66,9,7.47,8.28,Food & Beverages
P000353,Industrial Equipment Part,55.69,32666.46,55.63,16.11,36.45,Industrial Goods
P000354,Folded Apparel,3.62,314.25,8.47,6.59,5.63,Apparel & Fashion
P000355,Consumer Electronic Device,14.76,7281.9,46.65,10.81,14.44,Electronics
P000356,Folded Apparel,1.68,393.9,9.62,7.92,5.17,Apparel & Fashion
P000357,Home Utility Item,14.62,7344.27,31.69,9.36,24.76,Home & Living
P000358,Toy Action Figure,0.95,18.15,3.88,3.39,1.38,Toys
P000359,Personal Care Product,1.03,142.04,3.27,4.37,9.94,Personal Care
P000360,Industrial Equipment Part,53.19,40441.63,56.82,25,28.47,Industrial Goods
P000361,Folded Apparel,0.79,263.62,15.98,11.7,1.41,Apparel & Fashion
P000362,Home Utility Item,6.51,590,16.77,8.56,4.11,Home & Living
P000363,Folded Apparel,2.32,190.37,9.02,6.7,3.15,Apparel & Fashion
P000364,Packaged Snack Box,3.07,79.72,4.26,6.83,2.74,Food & Beverages
P000365,Home Utility Item,14.63,2082.23,6.42,15.93,20.36,Home & Living
P000366,Industrial Equipment Part,24.79,3104.01,15.16,22.75,9,Industrial Goods
P000367,Consumer Electronic Device,12.21,559.17,5.97,14.17,6.61,Electronics
P000368,Folded Apparel,2.54,714.34,17.44,11.77,3.48,Apparel & Fashion
P000369,Packaged Snack Box,4.24,112.02,5.35,4.05,5.17,Food & Beverages
P000370,Personal Care Product,1.34,307.9,6.96,5.15,8.59,Personal Care
P000371,Folded Apparel,1.39,304.46,11.21,13.58,2,Apparel & Fashion
P000372,Personal Care Product,1.19,215.62,5.62,6.47,5.93,Personal Care
P000373,Personal Care Product,0.32,232.18,6.38,7.08,5.14,Personal Care
P000374,Industrial Equipment Part,58.45,3107.95,15.72,39.78,4.97,Industrial Goods
P000375,Medicine Box,0.86,45.08,6.99,5.33,1.21,Pharmaceuticals
P000376,Medicine Box,0.2,20.9,3.7,3.21,1.76,Pharmaceuticals
P000377,Home Utility Item,8.32,3563.19,8.51,29.78,14.06,Home & Living
P000378,Industrial Equipment Part,65.17,11364.41,7.99,48.61,29.26,Industrial Goods
P000379,Packaged Snack Box,3.31,523.93,11.69,9.26,4.84,Food & Beverages
P000380,Home Utility Item,2.57,11243.19,38.87,13.96,20.72,Home & Living
P000381,Folded Apparel,2.81,463.64,10.22,11.97,3.79,Apparel & Fashion
P000382,Medicine Box,0.71,57,4.87,3.85,3.04,Pharmaceuticals
P000383,Personal Care Product,1.85,282.58,11.98,5.41,4.36,Personal Care
P000384,Packaged Snack Box,1.85,580.21,12.31,9.84,4.79,Food & Beverages
P000385,Industrial Equipment Part,56.04,17092.27,32.08,26.95,19.77,Industrial Goods
P000386,Packaged Snack Box,4.28,214.21,7,10.48,2.92,Food & Beverages
P000387,Consumer Electronic Device,13.89,8472.51,46.71,22.73,7.98,Electronics
P000388,Medicine Box,0.66,23.34,4.16,3.62,1.55,Pharmaceuticals
P000389,Home Utility Item,12.05,1180.08,6.99,20.74,8.14,Home & Living
P000390,Toy Action Figure,1.23,143.6,9.34,3.23,4.76,Toys
P000391,Packaged Snack Box,1.15,491.03,12,8.3,4.93,Food & Beverages
P000392,Folded Apparel,1.39,850.73,14.71,9.92,5.83,Apparel & Fashion
P000393,Home Utility Item,12.54,8106.17,25.96,14.35,21.76,Home & Living
P000394,Packaged Snack Box,0.76,272.87,10.72,6.51,3.91,Food & Beverages
P000395,Consumer Electronic Device,9.72,925.77,27.01,13.71,2.5,Electronics
P000396,Industrial Equipment Part,44.84,59769.82,43.45,34.39,40,Industrial Goods
P000397,Folded Apparel,0.4,261.09,9.4,8.52,3.26,Apparel & Fashion
P000398,Toy Action Figure,0.89,68.13,7.36,3.17,2.92,Toys
P000399,Home Utility Item,10.03,10125.23,29.28,15.98,21.64,Home & Living
P000400,Toy Action Figure,0.41,39.13,10.16,3.32,1.16,Toys
P000401,Consumer Electronic Device,12.48,8284.41,39.69,17.84,11.7,Electronics
P000402,Folded Apparel,3.33,561.17,15.75,12.59,2.83,Apparel & Fashion
P000403,Medicine Box,0.84,44.74,5.73,5.96,1.31,Pharmaceuticals
P000404,Folded Apparel,3.48,242.22,16.75,6.26,2.31,Apparel & Fashion
P000405,Medicine Box,0.25,62.28,7.33,2.47,3.44,Pharmaceuticals
P000406,Home Utility Item,4.54,906.7,11.64,9.34,8.34,Home & Living
P000407,Personal Care Product,1.96,156.06,7.79,5.98,3.35,Personal Care
P000408,Folded Apparel,3.62,667.6,13.73,13.62,3.57,Apparel & Fashion
P000409,Consumer Electronic Device,24.81,16003.56,48.25,24,13.82,Electronics
P000410,Cosmetic Kit,2.55,73.66,4.02,5.25,3.49,Cosmetics & Beauty
P000411,Consumer Electronic Device,11.41,1867.93,30.14,9.52,6.51,Electronics
P000412,Industrial Equipment Part,36.92,60490.96,46.49,36.57,35.58,Industrial Goods
P000413,Personal Care Product,0.28,531.03,8.24,7.34,8.78,Personal Care
P000414,Personal Care Product,1.94,385.07,10.65,6.98,5.18,Personal Care
P000415,Medicine Box,0.6,46.32,4.34,5.31,2.01,Pharmaceuticals
P000416,Personal Care Product,1.29,178.34,11.05,6.81,2.37,Personal Care
P000417,Toy Action Figure,0.1,94.56,4.12,7.15,3.21,Toys
P000418,Cosmetic Kit,0.98,681.02,9.97,9.37,7.29,Cosmetics & Beauty
P000419,Personal Care Product,0.41,235.5,5.25,4.86,9.23,Personal Care
P000420,Folded Apparel,0.55,578.75,15.26,12.04,3.15,Apparel & Fashion
P000421,Toy Action Figure,0.83,48.25,4.92,2.47,3.97,Toys
P000422,Toy Action Figure,1.3,19.94,3.07,4.06,1.6,Toys
P000423,Medicine Box,0.15,37.72,3.35,3.53,3.19,Pharmaceuticals
P000424,Personal Care Product,1.53,330.32,10.93,3.69,8.19,Personal Care
P000425,Consumer Electronic Device,4.27,1033.45,6.22,17.77,9.35,Electronics
P000426,Consumer Electronic Device,5.59,6150.73,46.24,19.25,6.91,Electronics
P000427,Packaged Snack Box,1.71,679.63,9.9,7.07,9.71,Food & Beverages
P000428,Cosmetic Kit,1.84,94.35,4.94,3.59,5.32,Cosmetics & Beauty
P000429,Folded Apparel,1.69,211.74,10.05,10.86,1.94,Apparel & Fashion
P000430,Cosmetic Kit,1.82,122.42,6.46,3.79,5,Cosmetics & Beauty
P000431,Personal Care Product,0.79,200.34,4.19,7.3,6.55,Personal Care
P000432,Medicine Box,0.11,41.45,7.77,5.08,1.05,Pharmaceuticals
P000433,Cosmetic Kit,1.57,75.61,3.28,3.42,6.74,Cosmetics & Beauty
P000434,Home Utility Item,5.91,2814.48,8.8,18.88,16.94,Home & Living
P000435,Packaged Snack Box,2.77,433.91,9.11,5.63,8.46,Food & Beverages
P000436,Packaged Snack Box,1.35,512.8,7.1,7.5,9.63,Food & Beverages
P000437,Packaged Snack Box,0.46,450.73,13.25,4.93,6.9,Food & Beverages
P000438,Packaged Snack Box,2.58,44.02,4.13,5.1,2.09,Food & Beverages
P000439,Industrial Equipment Part,30.38,19081.98,33.93,42.19,13.33,Industrial Goods
P000440,Packaged Snack Box,1.51,419.05,11.71,4.23,8.46,Food & Beverages
P000441,Folded Apparel,1.93,222.99,15.12,10.61,1.39,Apparel & Fashion
P000442,Toy Action Figure,0.46,115.02,7.5,5.4,2.84,Toys
P000443,Packaged Snack Box,4.34,119.1,6.28,8.07,2.35,Food & Beverages
P000444,Toy Action Figure,1.4,54.56,7.25,4.3,1.75,Toys
P000445,Industrial Equipment Part,18.74,51007.42,49.37,37.42,27.61,Industrial Goods
P000446,Home Utility Item,11.64,10847.41,37.14,13.68,21.35,Home & Living
P000447,Industrial Equipment Part,41.75,4239.8,42.36,8.32,12.03,Industrial Goods
P000448,Home Utility Item,16.97,1421.13,8.34,17.16,9.93,Home & Living
P000449,Packaged Snack Box,2.91,139.68,9.53,4.06,3.61,Food & Beverages
P000450,Cosmetic Kit,2.34,221.34,6.25,7.14,4.96,Cosmetics & Beauty
P000451,Consumer Electronic Device,8.79,172.6,3.3,13.48,3.88,Electronics
P000452,Toy Action Figure,0.53,196.4,9.83,4.26,4.69,Toys
P000453,Industrial Equipment Part,77.83,55812.99,59.09,24.47,38.6,Industrial Goods
P000454,Folded Apparel,2.18,655.47,8.93,13.37,5.49,Apparel & Fashion
P000455,Medicine Box,0.18,23.76,7.87,2.34,1.29,Pharmaceuticals
P000456,Packaged Snack Box,0.83,325.87,9.92,4.5,7.3,Food & Beverages
P000457,Folded Apparel,3.36,655.34,16.51,13.41,2.96,Apparel & Fashion
P000458,Personal Care Product,0.36,281.55,7.07,4.17,9.55,Personal Care
P000459,Consumer Electronic Device,3.19,587.23,7.97,14.59,5.05,Electronics
P000460,Medicine Box,0.2,18.89,4.54,3.06,1.36,Pharmaceuticals
P000461,Toy Action Figure,1.1,61.37,4.94,7.14,1.74,Toys
P000462,Home Utility Item,19.82,4937.98,23.46,22.25,9.46,Home & Living
P000463,Home Utility Item,2.35,10543.84,35.06,19.34,15.55,Home & Living
P000464,Consumer Electronic Device,5.71,384.01,8.71,3.73,11.82,Electronics
P000465,Personal Care Product,1.21,188.49,9.18,7.69,2.67,Personal Care
P000466,Toy Action Figure,1.23,161.52,11.97,3.19,4.23,Toys
P000467,Personal Care Product,1.86,76.18,4.1,7.71,2.41,Personal Care
P000468,Home Utility Item,7.4,4502.24,22.87,15.19,12.96,Home & Living
P000469,Folded Apparel,2.55,165.15,10.8,13.07,1.17,Apparel & Fashion
P000470,Folded Apparel,0.53,576.81,12.99,13.06,3.4,Apparel & Fashion
P000471,Consumer Electronic Device,6.38,5472.5,22.7,19.99,12.06,Electronics
P000472,Personal Care Product,1.17,240.26,7.32,6.91,4.75,Personal Care
P000473,Home Utility Item,1.07,1665.74,15.19,6.63,16.54,Home & Living
P000474,Toy Action Figure,0.92,138.53,10.28,4.83,2.79,Toys
P000475,Consumer Electronic Device,20.44,685.42,7.71,20.39,4.36,Electronics
P000476,Home Utility Item,3.93,10267.92,18.06,26.14,21.75,Home & Living
P000477,Personal Care Product,1.9,267.99,11.23,3.14,7.6,Personal Care
P000478,Cosmetic Kit,1.67,600.7,8.86,8.67,7.82,Cosmetics & Beauty
P000479,Toy Action Figure,0.84,27.07,3.81,3.4,2.09,Toys
P000480,Personal Care Product,1.46,137.26,11.26,4.01,3.04,Personal Care
P000481,Toy Action Figure,1.18,98.74,3.2,5.52,5.59,Toys
P000482,Packaged Snack Box,0.68,460.89,7.74,11.54,5.16,Food & Beverages
P000483,Personal Care Product,1.6,153.74,4.23,3.79,9.59,Personal Care
P000484,Personal Care Product,1.86,270.51,4.57,7.84,7.55,Personal Care
P000485,Cosmetic Kit,2.23,284.56,7.66,8.7,4.27,Cosmetics & Beauty
P000486,Consumer Electronic Device,9.91,15180.03,37.26,28.57,14.26,Electronics
P000487,Personal Care Product,1.17,333.7,11.29,7.84,3.77,Personal Care
P000488,Consumer Electronic Device,8.12,429.02,18.56,4.18,5.53,Electronics
P000489,Medicine Box,0.38,26.77,3.06,2.84,3.08,Pharmaceuticals
P000490,Toy Action Figure,0.33,49.23,3.43,4.63,3.1,Toys
P000491,Medicine Box,0.84,53.66,7.41,3.4,2.13,Pharmaceuticals
P000492,Consumer Electronic Device,0.7,578.44,24.21,24.38,0.98,Electronics
P000493,Packaged Snack Box,0.56,270.97,7.42,11.1,3.29,Food & Beverages
P000494,Personal Care Product,0.16,297.01,8.35,6.07,5.86,Personal Care
P000495,Home Utility Item,4.2,795.36,11.34,8.43,8.32,Home & Living
P000496,Folded Apparel,2.29,219.83,10.97,6.77,2.96,Apparel & Fashion
P000497,Consumer Electronic Device,20.63,20.76,5.56,2.11,1.77,Electronics
P000498,Packaged Snack Box,0.59,99.05,4.26,5.37,4.33,Food & Beverages
P000499,Folded Apparel,1.21,847.05,15.85,9.77,5.47,Apparel & Fashion
P000500,Consumer Electronic Device,1.31,831.97,20.44,12.68,3.21,Electronics
P000501,Folded Apparel,3.06,109.54,10.26,8.15,1.31,Apparel & Fashion
P000502,Packaged Snack Box,3.83,593.76,10.68,10.47,5.31,Food & Beverages
P000503,Industrial Equipment Part,77.28,4880.17,9.29,23.03,22.81,Industrial Goods
P000504,Cosmetic Kit,2.17,166.74,6.33,3.55,7.42,Cosmetics & Beauty
P000505,Medicine Box,0.82,89.88,3.86,5.94,3.92,Pharmaceuticals
P000506,Toy Action Figure,1.5,171.73,6.81,7.93,3.18,Toys
P000507,Folded Apparel,0.53,667.22,11.2,11.82,5.04,Apparel & Fashion
P000508,Industrial Equipment Part,70,8780.41,23.61,18.15,20.49,Industrial Goods
P000509,Packaged Snack Box,3.84,283.05,8.14,5.19,6.7,Food & Beverages
P000510,Packaged Snack Box,2.77,198.71,9.63,4.81,4.29,Food & Beverages
P000511,Home Utility Item,9.72,5206.7,14.98,21.71,16.01,Home & Living
P000512,Folded Apparel,1.73,579.61,12.03,10.95,4.4,Apparel & Fashion
P000513,Personal Care Product,0.61,173.61,9.21,3.25,5.8,Personal Care
P000514,Toy Action Figure,1.28,104.12,6.04,6.76,2.55,Toys
P000515,Cosmetic Kit,2.49,180.3,3.94,9.82,4.66,Cosmetics & Beauty
P000516,Packaged Snack Box,3.76,287.4,5.88,5.69,8.59,Food & Beverages
P000517,Toy Action Figure,0.81,57.7,7.64,2.95,2.56,Toys
P000518,Industrial Equipment Part,66.8,4253.47,53.48,7.27,10.94,Industrial Goods
P000519,Cosmetic Kit,0.68,45.01,3.23,3.35,4.16,Cosmetics & Beauty
P000520,Industrial Equipment Part,20.11,36470.99,27.43,46.62,28.52,Industrial Goods
P000521,Medicine Box,0.38,58.84,3.89,5.48,2.76,Pharmaceuticals
P000522,Folded Apparel,1.67,433.24,15.49,11.51,2.43,Apparel & Fashion
P000523,Cosmetic Kit,0.88,411.36,9,7.53,6.07,Cosmetics & Beauty
P000524,Toy Action Figure,1.22,37.93,7.27,2.79,1.87,Toys
P000525,Folded Apparel,2.9,869.33,14.08,13.54,4.56,Apparel & Fashion
P000526,Home Utility Item,4.76,13145.39,36.45,26.44,13.64,Home & Living
P000527,Industrial Equipment Part,41.41,9104.41,50.51,23.47,7.68,Industrial Goods
P000528,Industrial Equipment Part,9.54,19816.45,40.96,32.8,14.75,Industrial Goods
P000529,Personal Care Product,0.6,655.9,11.9,6.2,8.89,Personal Care
P000530,Cosmetic Kit,2.44,250.55,4.05,8.36,7.4,Cosmetics & Beauty
P000531,Consumer Electronic Device,6.63,11233.69,36.9,20.35,14.96,Electronics
P000532,Home Utility Item,16.41,15448.96,31.05,19.99,24.89,Home & Living
P000533,Cosmetic Kit,2.83,282.59,7.8,7.47,4.85,Cosmetics & Beauty
P000534,Consumer Electronic Device,2.62,3531.31,42.51,26.54,3.13,Electronics
P000535,Industrial Equipment Part,27.51,18893.6,47.2,14.06,28.47,Industrial Goods
P000536,Cosmetic Kit,2.39,173.08,5.49,8.21,3.84,Cosmetics & Beauty
P000537,Folded Apparel,0.4,213.98,13.86,9.71,1.59,Apparel & Fashion
P000538,Medicine Box,0.41,107.28,7.45,4,3.6,Pharmaceuticals
P000539,Home Utility Item,4.41,1429.39,7.84,26.5,6.88,Home & Living
P000540,Medicine Box,0.13,31.22,3.72,5.45,1.54,Pharmaceuticals
P000541,Consumer Electronic Device,5.39,452.49,17.73,3.62,7.05,Electronics
P000542,Medicine Box,0.46,49.32,6.93,5.12,1.39,Pharmaceuticals
P000543,Home Utility Item,10.91,1473.96,20.59,17.46,4.1,Home & Living
P000544,Toy Action Figure,0.13,264.02,11.03,6.54,3.66,Toys
P000545,Cosmetic Kit,0.4,162,4.58,9.14,3.87,Cosmetics & Beauty
P000546,Packaged Snack Box,3.69,338.66,12.24,6.39,4.33,Food & Beverages
P000547,Home Utility Item,18.08,12115.25,36.19,29.89,11.2,Home & Living
P000548,Cosmetic Kit,0.16,266.57,4.15,9.35,6.87,Cosmetics & Beauty
P000549,Cosmetic Kit,1.16,174.69,8.14,7.13,3.01,Cosmetics & Beauty
P000550,Folded Apparel,0.38,685.43,15.71,10.99,3.97,Apparel & Fashion
P000551,Toy Action Figure,0.27,29.71,3.43,2.69,3.22,Toys
P000552,Medicine Box,0.06,56.18,6.51,2.82,3.06,Pharmaceuticals
P000553,Packaged Snack Box,0.86,448.12,10.62,6.16,6.85,Food & Beverages
P000554,Industrial Equipment Part,9.39,4057.9,44.81,11.18,8.1,Industrial Goods
P000555,Cosmetic Kit,1.14,584.31,8.45,8.82,7.84,Cosmetics & Beauty
P000556,Consumer Electronic Device,23.34,270.67,4.85,15.9,3.51,Electronics
P000557,Toy Action Figure,0.9,12.2,3.11,2.53,1.55,Toys
P000558,Consumer Electronic Device,18.14,1804.31,47.62,23.83,1.59,Electronics
P000559,Medicine Box,0.14,60.35,7.94,3.18,2.39,Pharmaceuticals
P000560,Toy Action Figure,0.7,194.42,10.67,4.16,4.38,Toys
P000561,Packaged Snack Box,0.86,289.35,12.51,11.12,2.08,Food & Beverages
P000562,Personal Care Product,1.77,225,6.22,5.19,6.97,Personal Care
P000563,Personal Care Product,1.93,210.43,10.33,3.91,5.21,Personal Care
P000564,Home Utility Item,17.78,6622.4,29.46,17.48,12.86,Home & Living
P000565,Packaged Snack Box,4.25,515.03,5.33,9.81,9.85,Food & Beverages
P000566,Home Utility Item,9.04,10369.23,36.98,17.58,15.95,Home & Living
P000567,Personal Care Product,1.48,561.7,8.5,7.31,9.04,Personal Care
P000568,Medicine Box,0.09,41.52,7.6,2.45,2.23,Pharmaceuticals
P000569,Personal Care Product,1.51,141.53,3.11,7.34,6.2,Personal Care
P000570,Personal Care Product,0.92,343.29,7.67,6.44,6.95,Personal Care
P000571,Medicine Box,0.85,47.9,4.73,4.71,2.15,Pharmaceuticals
P000572,Toy Action Figure,1.29,135.42,8.79,2.94,5.24,Toys
P000573,Packaged Snack Box,1.54,351.64,11.51,6.57,4.65,Food & Beverages
P000574,Industrial Equipment Part,37.27,12050.91,40.74,23.74,12.46,Industrial Goods
P000575,Packaged Snack Box,2.59,281.08,12.57,7.58,2.95,Food & Beverages
P000576,Packaged Snack Box,4.16,220.13,8.03,4.29,6.39,Food & Beverages
P000577,Industrial Equipment Part,27.93,25845.1,36.37,34.8,20.42,Industrial Goods
P000578,Cosmetic Kit,1.84,312.85,8.91,5.32,6.6,Cosmetics & Beauty
P000579,Packaged Snack Box,1.9,93.07,4.97,9.27,2.02,Food & Beverages
P000580,Industrial Equipment Part,13.97,7126.17,34.19,36.89,5.65,Industrial Goods
P000581,Home Utility Item,18.64,1581.35,9.64,20.66,7.94,Home & Living
P000582,Cosmetic Kit,0.41,330.84,6.2,8.47,6.3,Cosmetics & Beauty
P000583,Packaged Snack Box,4.79,647.55,11.72,7.6,7.27,Food & Beverages
P000584,Medicine Box,0.46,39.68,3.02,4.94,2.66,Pharmaceuticals
P000585,Industrial Equipment Part,14.72,64142.3,48.18,46.05,28.91,Industrial Goods
P000586,Packaged Snack Box,2.62,627.46,7.87,8.8,9.06,Food & Beverages
P000587,Home Utility Item,5.84,22003.28,39.3,27.98,20.01,Home & Living
P000588,Folded Apparel,2.86,271.08,12.53,7.07,3.06,Apparel & Fashion
P000589,Industrial Equipment Part,50.97,73798.3,52.48,37.32,37.68,Industrial Goods
P000590,Cosmetic Kit,2.05,150.88,7.37,5.03,4.07,Cosmetics & Beauty
P000591,Packaged Snack Box,4.72,657.24,11.61,8.5,6.66,Food & Beverages
P000592,Industrial Equipment Part,42.3,30714.26,21.44,43.28,33.1,Industrial Goods
P000593,Home Utility Item,15.13,1981.65,10.94,22.09,8.2,Home & Living
P000594,Folded Apparel,3.18,139.29,14.83,7.17,1.31,Apparel & Fashion
P000595,Industrial Equipment Part,69.57,2489.15,7.74,41.82,7.69,Industrial Goods
P000596,Industrial Equipment Part,55.99,25137.3,27,28.48,32.69,Industrial Goods
P000597,Home Utility Item,6.6,13603.04,19.18,28.96,24.49,Home & Living
P000598,Toy Action Figure,1.3,166.62,9.69,3.22,5.34,Toys
P000599,Cosmetic Kit,2.29,438.12,9.38,7.93,5.89,Cosmetics & Beauty
P000600,Folded Apparel,3.86,237.33,12.49,13.87,1.37,Apparel & Fashion
P000601,Home Utility Item,3.64,895.08,7.38,12.7,9.55,Home & Living
P000602,Toy Action Figure,0.32,66.26,5.98,6.26,1.77,Toys
P000603,Toy Action Figure,0.52,298.95,9.96,5.75,5.22,Toys
P000604,Packaged Snack Box,1.08,291.15,11.84,6.54,3.76,Food & Beverages
P000605,Industrial Equipment Part,28.6,8090.26,14.61,29.9,18.52,Industrial Goods
P000606,Personal Care Product,1.27,256.61,5.98,4.47,9.6,Personal Care
P000607,Industrial Equipment Part,53.85,10722.68,50.48,49.17,4.32,Industrial Goods
P000608,Cosmetic Kit,2.88,390.26,9.33,7.3,5.73,Cosmetics & Beauty
P000609,Packaged Snack Box,4.57,278.58,7.86,8.32,4.26,Food & Beverages
P000610,Industrial Equipment Part,71.96,7049.55,49.35,25.6,5.58,Industrial Goods
P000611,Personal Care Product,1.92,197.25,7.63,7.74,3.34,Personal Care
P000612,Packaged Snack Box,3.49,204.92,6.11,9.04,3.71,Food & Beverages
P000613,Cosmetic Kit,2.35,420.82,6.76,7.92,7.86,Cosmetics & Beauty
P000614,Toy Action Figure,0.18,40.97,7.13,3.99,1.44,Toys
P000615,Industrial Equipment Part,33.2,15200.98,9.8,42.15,36.8,Industrial Goods
P000616,Home Utility Item,10.93,2409.27,20.72,6.41,18.14,Home & Living
P000617,Toy Action Figure,0.25,128.12,9.31,2.44,5.64,Toys
P000618,Packaged Snack Box,4.15,392.97,6.82,11.41,5.05,Food & Beverages
P000619,Medicine Box,0.81,35.27,3.78,2.88,3.24,Pharmaceuticals
P000620,Consumer Electronic Device,21.71,6619.95,17.01,26.84,14.5,Electronics
P000621,Industrial Equipment Part,46.24,3578.26,53.24,12.22,5.5,Industrial Goods
P000622,Industrial Equipment Part,59.57,4009.09,35.57,9.75,11.56,Industrial Goods
P000623,Cosmetic Kit,0.57,225.01,5.89,7.52,5.08,Cosmetics & Beauty
P000624,Cosmetic Kit,0.26,158,3.8,7.7,5.4,Cosmetics & Beauty
P000625,Folded Apparel,2.41,234.64,14.72,8.01,1.99,Apparel & Fashion
P000626,Personal Care Product,1.28,72.97,4.15,6.28,2.8,Personal Care
P000627,Personal Care Product,1.42,248.95,7.37,4.64,7.28,Personal Care
P000628,Personal Care Product,0.7,268.01,10.27,7.79,3.35,Personal Care
P000629,Home Utility Item,6.97,4118.94,15.41,14.63,18.27,Home & Living
P000630,Medicine Box,0.15,65.62,5.23,5.1,2.46,Pharmaceuticals
P000631,Folded Apparel,1.2,435.87,16.59,7.12,3.69,Apparel & Fashion
P000632,Packaged Snack Box,4.1,983.73,12.92,10.8,7.05,Food & Beverages
P000633,Cosmetic Kit,3,337.02,9.34,6.86,5.26,Cosmetics & Beauty
P000634,Personal Care Product,1.73,327.36,6.53,7.46,6.72,Personal Care
P000635,Medicine Box,0.06,27.18,5.51,2.36,2.09,Pharmaceuticals
P000636,Consumer Electronic Device,14.25,643.04,38.59,5.93,2.81,Electronics
P000637,Personal Care Product,0.6,88.09,3.36,6.81,3.85,Personal Care
P000638,Toy Action Figure,0.64,228.62,9.02,5.11,4.96,Toys
P000639,Toy Action Figure,1.46,30.08,3.36,5.89,1.52,Toys
P000640,Folded Apparel,1.64,419.39,13.79,10.56,2.88,Apparel & Fashion
P000641,Industrial Equipment Part,33.06,11491.02,19.59,48.8,12.02,Industrial Goods
P000642,Medicine Box,0.89,39.4,6.96,5.55,1.02,Pharmaceuticals
P000643,Consumer Electronic Device,3.93,1035.66,13.81,16.41,4.57,Electronics
P000644,Packaged Snack Box,0.74,360.37,10.61,7.32,4.64,Food & Beverages
